time	V(vin)	V(vout)
0.000000000000000e+000	0.000000e+000	0.000000e+000
6.337046311715014e-011	8.439448e-005	2.112349e-002
1.267409262343003e-010	3.308114e-004	4.224698e-002
1.901113893514504e-010	7.392509e-004	6.337046e-002
2.534818524686006e-010	1.309713e-003	8.449395e-002
3.168523155857507e-010	2.042197e-003	1.056174e-001
3.802227787029008e-010	2.936704e-003	1.267409e-001
4.435932418200508e-010	3.993234e-003	1.478644e-001
8.839388836431186e-010	1.519861e-002	2.946463e-001
1.663194937668825e-009	4.962405e-002	5.543983e-001
2.790902635675575e-009	1.294520e-001	9.303009e-001
4.418018559817876e-009	2.997490e-001	1.472673e+000
6.594605132231027e-009	6.131977e-001	2.198202e+000
9.537194988900087e-009	1.142056e+000	3.179065e+000
1.115454417096093e-008	1.475989e+000	3.718181e+000
1.176530163587832e-008	1.614094e+000	3.921767e+000
1.298681656571312e-008	1.906938e+000	4.328939e+000
1.500000000000000e-008	2.406907e+000	5.000000e+000
1.560395503028606e-008	2.547401e+000	4.798682e+000
1.640922840400081e-008	2.699282e+000	4.530257e+000
1.801977515143031e-008	2.892659e+000	3.993408e+000
2.124086864628932e-008	2.988792e+000	2.919710e+000
2.512221502192007e-008	2.805824e+000	1.625928e+000
2.580154240110792e-008	2.732190e+000	1.399486e+000
2.728269048324861e-008	2.517979e+000	9.057698e-001
2.801765042583864e-008	2.393213e+000	6.607832e-001
3.000000000000000e-008	2.022060e+000	0.000000e+000
3.070168208882893e-008	1.897213e+000	2.338940e-001
3.150360447606199e-008	1.789930e+000	5.012015e-001
3.310744925052811e-008	1.673385e+000	1.035816e+000
3.631513879946034e-008	1.681092e+000	2.105046e+000
3.929765283616914e-008	1.896991e+000	3.099218e+000
4.100369222755650e-008	2.110955e+000	3.667897e+000
4.158792121722532e-008	2.203214e+000	3.862640e+000
4.275637919656299e-008	2.414742e+000	4.252126e+000
4.500000000000006e-008	2.853409e+000	5.000000e+000
4.567308624103118e-008	2.979470e+000	4.775638e+000
4.657053456240601e-008	3.107391e+000	4.476489e+000
4.836543120515566e-008	3.240053e+000	3.878190e+000
5.195522449065497e-008	3.193304e+000	2.681592e+000
5.597815605168599e-008	2.787357e+000	1.340615e+000
6.000000000000006e-008	2.129226e+000	0.000000e+000
6.040218439483147e-008	2.054808e+000	1.340615e-001
6.120655318449428e-008	1.929254e+000	4.021844e-001
6.281529076381991e-008	1.768733e+000	9.384302e-001
6.529547760150611e-008	1.712867e+000	1.765159e+000
6.875838778103428e-008	1.911222e+000	2.919463e+000
7.164806554620437e-008	2.283676e+000	3.882689e+000
7.500000000000012e-008	2.873835e+000	5.000000e+000
7.533519344537970e-008	2.937253e+000	4.888269e+000
7.600558033613884e-008	3.047584e+000	4.664806e+000
7.734635411765714e-008	3.195435e+000	4.217882e+000
8.002790168069373e-008	3.274824e+000	3.324033e+000
8.400566251204233e-008	3.083488e+000	1.998112e+000
8.576807043733622e-008	2.891151e+000	1.410643e+000
8.647518414941234e-008	2.783502e+000	1.174939e+000
8.788941157356458e-008	2.532673e+000	7.035295e-001
9.000000000000012e-008	2.125087e+000	0.000000e+000
9.063317652793079e-008	2.006815e+000	2.110588e-001
9.147741189850500e-008	1.884795e+000	4.924706e-001
9.316588263965342e-008	1.745329e+000	1.055294e+000
9.611736732037533e-008	1.729459e+000	2.039122e+000
9.929525654387977e-008	1.944515e+000	3.098419e+000
1.012339216164193e-007	2.206112e+000	3.744641e+000
1.050000000000002e-007	2.872142e+000	5.000000e+000
1.053766078383583e-007	2.942416e+000	4.874464e+000
1.061298235150744e-007	3.062391e+000	4.623392e+000
1.076362548685068e-007	3.212646e+000	4.121248e+000
1.106491175753715e-007	3.255423e+000	3.116961e+000
