time,Vin,VC,VL
0.0,0.05349082336095026,0.035474702611631395,0.028150073538890805
1e-12,5.04418231979078,0.01980471353717826,-5.023220811942423
2.5156196897512842e-08,5.001327193562949,0.02549032310202065,-5.052715810856923
5.031139379502568e-08,4.983593101089948,-0.018873675908545443,-5.002089214879285
7.546659069253852e-08,4.954961202501812,0.0016840664748224827,-4.954420170485847
1.006217875900514e-07,5.021039299289492,-0.015901032177701075,-4.939889404199288
1.257769844875642e-07,4.993770450182135,0.014019902722543907,-4.967864527519386
1.509321813850771e-07,4.997932252081323,0.012286451877374056,-4.929669398485689
1.760873782825898e-07,4.986408985616254,0.009619991707740683,-4.863355583521794
3.521737985474538e-07,4.982992604191795,0.05271364584797017,-4.789652192734589
7.043466390771817e-07,4.979215741587838,0.12703054326571633,-4.534102507123638
1.261987914044988e-06,4.9760851606497525,0.41507876984089775,-4.006568648756953
2.009384886529018e-06,4.964375124019767,0.8899914712684271,-3.1989398281834442
2.947710993184306e-06,4.992044968672664,1.8517135127667117,-2.0359116988868964
4.050514434051669e-06,4.948818952261428,3.1087233021511635,-0.666772572297805
5.222389434051669e-06,4.950320915926872,4.429299470582458,0.6794123692262504
6.394264434051668e-06,4.96520969947552,5.671513991102882,1.7855117633670325
7.566139434051668e-06,4.97744346744492,6.703070224828852,2.5642948302227686
8.738014434051668e-06,4.994067017563461,7.403741639640103,2.902655364405879
9.661373708378538e-06,5.034186761628687,7.779954919489077,2.8947255250869928
1.023912546431654e-05,4.988999024005908,7.800940572385429,2.7587819048305464
1.103694030553976e-05,5.021598973993832,7.6727352353673135,2.4760970772980557
1.188069990535136e-05,5.02658167176088,7.407889560681375,1.9776239516463203
1.305257490535136e-05,5.024199225428024,6.861601145467373,1.2322969339475591
1.422444990535136e-05,5.063714965732714,6.097808017321963,0.3948270596731994
1.539632490535136e-05,5.016913359396851,5.3424101393404095,-0.38331069209971225
1.656819990535135e-05,5.00348552861723,4.626257878060709,-0.9952754911310354
1.774007490535135e-05,5.005724462956184,3.998533237468857,-1.4221748688307512
1.891194990535135e-05,4.988675055752642,3.6462254298023584,-1.5837256955526535
1.983935171785338e-05,4.985332369632245,3.475740016222669,-1.6588225063628177
2.042159601523045e-05,4.985445512146393,3.447187023016557,-1.546033642187974
2.122328569006424e-05,4.967199310874236,3.494261012648266,-1.3856943084488664
2.206454577075631e-05,5.018485376616572,3.6295453947262577,-1.1072975273903702
2.323642077075631e-05,4.984221378353316,3.9681692111740103,-0.7279042530111755
2.440829577075631e-05,5.012086793710847,4.379964313208496,-0.20195557013829413
2.558017077075631e-05,4.9554997897574244,4.806187709767271,0.2287190343360277
2.675204577075631e-05,4.99086816371303,5.304526028683005,0.5578265557932093
2.792392077075631e-05,4.985861935102217,5.514396640750125,0.8247192406366504
2.909579577075631e-05,5.013886430287498,5.782109679518672,0.9338772407767847
3.002416313702716e-05,4.994976495378393,5.922688761105983,0.8580870874377404
3.06074773359153e-05,4.963364436436542,5.889247967670843,0.890226507536941
3.141008902280286e-05,5.001753704210748,5.848174971423754,0.7950790695186682
3.225074890404487e-05,4.984257760269202,5.766627866742025,0.6596012949958932
3.342262390404487e-05,5.025969111178696,5.603879280617431,0.3533116792738086
3.459449890404487e-05,4.99952756390596,5.356937284709718,0.1255289575559855
3.576637390404487e-05,5.011352566125999,5.106645340757831,-0.12101411147961268
3.693824890404487e-05,4.996558239292597,4.866595412285613,-0.35226763522088383
3.811012390404487e-05,4.991799877418249,4.685664572901701,-0.4425241833146896
3.928199890404487e-05,5.010615094506091,4.57322949563461,-0.505094289426958
4.02106020296397e-05,4.99761867060805,4.5150116149993265,-0.5558833127237011
4.079417728391729e-05,5.0064266521617915,4.449976475870443,-0.5010128036178169
4.159701389583093e-05,4.965992427198671,4.503365993817968,-0.4501416314315586
4.243752704109818e-05,5.016655715742623,4.581044905957336,-0.3986775935247453
4.360940204109818e-05,4.983140176479895,4.6813431695976435,-0.24166182196093877
4.478127704109818e-05,5.032990308532873,4.812466756500376,-0.04132481925444513
4.595315204109818e-05,4.99637429830526,4.960033248791918,0.0766450599465933
4.712502704109818e-05,5.00522553341789,5.07159614846037,0.21449992663341566
4.829690204109818e-05,5.005071187924005,5.185244284197667,0.2690340263246894
4.946877704109818e-05,4.997273800990191,5.2373857668329675,0.2903584049278183
5.039743803072283e-05,5.0306191895412455,5.308738125653673,0.28861849356774827
5.098107734668276e-05,4.955667234346359,5.256468655501646,0.2620526485333885
5.178396915134988e-05,4.939197355636856,5.261658064252387,0.21632703655964264
5.262444627111265e-05,5.04494038985747,5.269633315877296,0.21599409335641367
5.379632127111265e-05,4.995968399492934,5.179621582357198,0.07600856052812717
5.496819627111265e-05,5.004178065115512,5.100374874450077,0.02459733013594465
5.614007127111265e-05,4.999467478465763,5.0694273561313965,-0.043419325192276335
5.731194627111265e-05,4.986353025238807,4.935474191813067,-0.1201814677419499
5.848382127111265e-05,5.007076074492077,4.87197005720438,-0.156018645441765
5.965569627111265e-05,4.9737378599087645,4.834136023943777,-0.1584269245632975
6.058437148058716e-05,5.013812236204718,4.830882870327717,-0.13757593680502647
6.11680265387855e-05,5.025460352498452,4.868234582566329,-0.15286338493306043
6.197093190611521e-05,4.99744373949156,4.833722087154593,-0.12855758299385062
6.281140017208848e-05,4.967761359227841,4.870773422422588,-0.0802400828088016
6.398327517208848e-05,4.978905750958754,4.933490304652995,-0.054379150353038336
6.515515017208849e-05,5.0026114308844365,4.951584342422406,-0.020730026853838047
6.63270251720885e-05,4.984546308486892,4.991165564508534,0.00472246817526252
6.74989001720885e-05,4.980160257855198,5.0179010302238565,0.0111876709630448
