time	V(n001)	V(n003)	V(n003)-V(n002)
7.271071095197156e-004	6.242817e-005	8.361076e-004	-4.748840e-004
7.279479986784643e-004	5.815628e-005	-1.792046e-004	-1.400486e-003
7.287971324824431e-004	5.009963e-005	-1.094545e-003	-2.146637e-003
7.297214732899549e-004	3.831941e-005	-1.891735e-003	-2.696442e-003
7.308933482899549e-004	2.107946e-005	-2.589940e-003	-3.032609e-003
7.318132188947324e-004	6.969743e-006	-2.887968e-003	-3.034333e-003
7.324180732327357e-004	-1.998806e-006	-2.927194e-003	-2.885219e-003
7.331499268757973e-004	-1.178744e-005	-2.811739e-003	-2.564203e-003
7.340554423931511e-004	-2.172639e-005	-2.487025e-003	-2.030771e-003
7.352273173931511e-004	-3.066220e-005	-1.858293e-003	-1.214386e-003
7.363991923931511e-004	-3.510126e-005	-1.089909e-003	-3.527828e-004
7.373559770983508e-004	-3.512973e-005	-4.188314e-004	3.188930e-004
7.381955941630680e-004	-3.250674e-005	1.497830e-004	8.324246e-004
7.390423250564505e-004	-2.780816e-005	6.570190e-004	1.240990e-003
7.400083317033288e-004	-2.072530e-005	1.114035e-003	1.549266e-003
7.411802067033287e-004	-1.091891e-005	1.489984e-003	1.719282e-003
7.420599782029687e-004	-3.309174e-006	1.635551e-003	1.705044e-003
7.426960426935515e-004	1.983550e-006	1.650329e-003	1.608674e-003
7.433454275966691e-004	6.815447e-006	1.585098e-003	1.441973e-003
7.443422731290813e-004	1.283830e-005	1.372738e-003	1.103134e-003
7.455141481290812e-004	1.766447e-005	1.009932e-003	6.389780e-004
7.466860231290812e-004	1.991515e-005	5.707507e-004	1.525325e-004
7.476079534584303e-004	1.975640e-005	2.055052e-004	-2.093792e-004
7.484463301564141e-004	1.815389e-005	-1.126681e-004	-4.938998e-004
7.492906847439133e-004	1.541661e-005	-3.933862e-004	-7.171349e-004
7.503001792258630e-004	1.116157e-005	-6.547288e-004	-8.891219e-004
7.514720542258629e-004	5.587698e-006	-8.561555e-004	-9.734971e-004
7.523129252721862e-004	1.491091e-006	-9.260008e-004	-9.573137e-004
7.529821566918110e-004	-1.624326e-006	-9.288053e-004	-8.946945e-004
7.535899495425950e-004	-4.122895e-006	-8.891667e-004	-8.025859e-004
7.546849310602681e-004	-7.712629e-006	-7.483991e-004	-5.864339e-004
7.558568060602681e-004	-1.024282e-005	-5.367164e-004	-3.216172e-004
7.570286810602681e-004	-1.130109e-005	-2.847834e-004	-4.746056e-005
7.578968470569764e-004	-1.108225e-005	-9.074415e-005	1.419831e-004
7.587332705384079e-004	-1.007969e-005	8.633671e-005	2.980101e-004
7.595740968066166e-004	-8.468444e-006	2.400700e-004	4.179073e-004
7.606479981074817e-004	-5.851222e-006	3.896600e-004	5.125357e-004
7.618198731074817e-004	-2.678910e-006	4.943966e-004	5.506537e-004
7.626057797411803e-004	-5.288573e-007	5.245346e-004	5.356406e-004
7.633243747408099e-004	1.318715e-006	5.196669e-004	4.919739e-004
7.640251150329560e-004	2.868926e-006	4.872170e-004	4.269695e-004
7.651969900329560e-004	4.845698e-006	3.913615e-004	2.896018e-004
7.663688650329560e-004	6.032367e-006	2.638841e-004	1.372044e-004
7.675407400329560e-004	6.374509e-006	1.184144e-004	-1.545030e-005
7.683992651153418e-004	6.077691e-006	1.154158e-005	-1.160899e-004
7.692895790829318e-004	5.319675e-006	-9.003942e-005	-2.017526e-004
7.701371042051908e-004	4.287760e-006	-1.697563e-004	-2.597992e-004
7.713089792051907e-004	2.578998e-006	-2.490278e-004	-3.031867e-004
7.723219942547148e-004	1.005129e-006	-2.895721e-004	-3.106798e-004
7.738154059258532e-004	-1.152639e-006	-2.864146e-004	-2.622092e-004
7.746171367672098e-004	-2.075376e-006	-2.593487e-004	-2.157658e-004
7.757890117672098e-004	-3.032240e-006	-1.973357e-004	-1.336586e-004
7.769608867672097e-004	-3.539936e-006	-1.205504e-004	-4.621177e-005
7.779591350310016e-004	-3.584801e-006	-4.952104e-005	2.575977e-005
7.788058409652762e-004	-3.343337e-006	9.213505e-006	7.942359e-005
7.796609397768740e-004	-2.881269e-006	6.225779e-005	1.227644e-004
7.805761374671088e-004	-2.214271e-006	1.077638e-004	1.542635e-004
7.826746262113340e-004	-4.105384e-007	1.656283e-004	1.742496e-004
7.840199175611097e-004	6.737391e-007	1.613873e-004	1.472388e-004
7.849118047064914e-004	1.237649e-006	1.431894e-004	1.171988e-004
7.860836797064914e-004	1.753811e-006	1.072368e-004	7.040673e-005
7.872555547064914e-004	2.012507e-006	6.323182e-005	2.096918e-005
7.882175660616511e-004	2.016586e-006	2.452616e-005	-1.782214e-005
7.890669923293867e-004	1.865372e-006	-8.487671e-006	-4.766048e-005
7.908870028083863e-004	1.187198e-006	-6.405116e-005	-8.898232e-005
7.935748024313651e-004	-1.161341e-007	-9.469758e-005	-9.225876e-005
7.952218994960240e-004	-7.383819e-007	-7.868250e-005	-6.317648e-005
7.963937744960240e-004	-1.014695e-006	-5.784015e-005	-3.653155e-005
7.975656494960240e-004	-1.143106e-006	-3.262222e-005	-8.616993e-006
7.979134138537348e-004	-1.153416e-006	-2.436368e-005	-1.419549e-007
7.982611782114457e-004	-1.150196e-006	-1.632375e-005	7.830377e-006
7.986089425691565e-004	-1.133448e-006	-8.502412e-006	1.530000e-005
7.989567069268675e-004	-1.103171e-006	-8.996771e-007	2.226692e-005
7.993044712845783e-004	-1.059365e-006	6.484457e-006	2.873113e-005
7.996522356422892e-004	-1.002031e-006	1.364999e-005	3.469264e-005
8.000000000000000e-004	-9.311672e-007	2.059692e-005	4.015144e-005
8.000000010000000e-004	4.999999e+000	2.059694e-005	-4.999959e+000
8.000239684399043e-004	4.999401e+000	2.030362e-004	-4.987214e+000
8.000479358798085e-004	4.998805e+000	7.390718e-004	-4.974162e+000
8.000719033197127e-004	4.998211e+000	1.628704e-003	-4.960804e+000
8.000958707596170e-004	4.997620e+000	2.871932e-003	-4.947140e+000
8.001198381995213e-004	4.997031e+000	4.468757e-003	-4.933170e+000
8.001438056394254e-004	4.996443e+000	6.419177e-003	-4.918893e+000
8.001677730793297e-004	4.995859e+000	8.723195e-003	-4.904310e+000
8.003355452386593e-004	4.991839e+000	3.439398e-002	-4.794226e+000
8.006710895573186e-004	4.984180e+000	1.293458e-001	-4.538441e+000
8.012186117138678e-004	4.972808e+000	3.873944e-001	-4.041585e+000
8.019489811183069e-004	4.960106e+000	9.015052e-001	-3.260727e+000
8.028785683041057e-004	4.948474e+000	1.772653e+000	-2.145313e+000
8.039664774670627e-004	4.941499e+000	2.979420e+000	-7.920668e-001
8.051383524670627e-004	4.941698e+000	4.349731e+000	5.740695e-001
8.063102274670626e-004	4.949005e+000	5.630552e+000	1.701445e+000
8.074821024670626e-004	4.961775e+000	6.676100e+000	2.478829e+000
8.086539774670626e-004	4.977755e+000	7.403646e+000	2.870792e+000
8.096032084574941e-004	4.991629e+000	7.733581e+000	2.909386e+000
8.102093539131750e-004	5.000254e+000	7.789116e+000	2.783778e+000
8.110315709999694e-004	5.010899e+000	7.684963e+000	2.456091e+000
8.118589749124597e-004	5.019764e+000	7.417794e+000	2.002747e+000
8.130308499124597e-004	5.028631e+000	6.831969e+000	1.230727e+000
8.142027249124597e-004	5.033087e+000	6.108715e+000	4.138856e-001
8.153745999124597e-004	5.032874e+000	5.335731e+000	-3.546281e-001
8.165464749124596e-004	5.028590e+000	4.615451e+000	-9.849300e-001
8.177183499124596e-004	5.021266e+000	4.031214e+000	-1.415359e+000
8.188902249124596e-004	5.012179e+000	3.627838e+000	-1.627928e+000
8.198243883616947e-004	5.004452e+000	3.449952e+000	-1.643546e+000
8.204140999246338e-004	4.999713e+000	3.421923e+000	-1.572050e+000
8.212222184755315e-004	4.993811e+000	3.481893e+000	-1.388143e+000
8.220592500713282e-004	4.988755e+000	3.635970e+000	-1.127881e+000
8.232311250713282e-004	4.983766e+000	3.968247e+000	-6.908269e-001
8.244030000713282e-004	4.981276e+000	4.377920e+000	-2.288728e-001
8.255748750713282e-004	4.981425e+000	4.815022e+000	2.051029e-001
8.267467500713281e-004	4.983871e+000	5.221714e+000	5.604262e-001
8.279186250713281e-004	4.988029e+000	5.551022e+000	8.024282e-001
8.290905000713281e-004	4.993174e+000	5.777899e+000	9.212494e-001
8.300205594208901e-004	4.997525e+000	5.877183e+000	9.291563e-001
8.306057455630882e-004	5.000184e+000	5.892534e+000	8.886771e-001
8.314099697210687e-004	5.003503e+000	5.858478e+000	7.849164e-001
8.322495749127711e-004	5.006369e+000	5.770900e+000	6.371527e-001
8.334214499127711e-004	5.009187e+000	5.582858e+000	3.899307e-001
8.345933249127711e-004	5.010591e+000	5.351090e+000	1.286893e-001
8.357651999127711e-004	5.010502e+000	5.103909e+000	-1.166372e-001
8.369370749127710e-004	5.009116e+000	4.874013e+000	-3.174152e-001
8.381089499127710e-004	5.006763e+000	4.687943e+000	-4.540677e-001
8.392808249127710e-004	5.003851e+000	4.559818e+000	-5.210638e-001
8.402098459016191e-004	5.001393e+000	4.503859e+000	-5.254040e-001
8.407938836785579e-004	4.999893e+000	4.495248e+000	-5.025067e-001
8.415971187557941e-004	4.998019e+000	4.514527e+000	-4.438648e-001
8.424373716459824e-004	4.996397e+000	4.564116e+000	-3.602204e-001
8.436092466459823e-004	4.994804e+000	4.670475e+000	-2.204056e-001
8.447811216459823e-004	4.994011e+000	4.801554e+000	-7.267141e-002
8.459529966459823e-004	4.994061e+000	4.941336e+000	6.605005e-002
8.471248716459823e-004	4.994846e+000	5.071332e+000	1.795697e-001
8.482967466459823e-004	4.996177e+000	5.176534e+000	2.568188e-001
8.494686216459822e-004	4.997823e+000	5.248964e+000	2.946777e-001
8.503973854819896e-004	4.999213e+000	5.280584e+000	2.971139e-001
8.509811386492847e-004	5.000061e+000	5.285443e+000	2.841649e-001
8.517841285406569e-004	5.001121e+000	5.274538e+000	2.510071e-001
8.526245416186226e-004	5.002038e+000	5.246487e+000	2.036943e-001
8.537964166186226e-004	5.002938e+000	5.186337e+000	1.246271e-001
8.549682916186226e-004	5.003387e+000	5.112209e+000	4.108238e-002
8.561401666186226e-004	5.003358e+000	5.033162e+000	-3.736448e-002
8.573120416186226e-004	5.002914e+000	4.959650e+000	-1.015568e-001
8.584839166186225e-004	5.002162e+000	4.900160e+000	-1.452389e-001
8.596557916186225e-004	5.001231e+000	4.859203e+000	-1.666446e-001
8.605844921195645e-004	5.000445e+000	4.841326e+000	-1.680198e-001
8.611681751763120e-004	4.999965e+000	4.838579e+000	-1.606965e-001
8.619711046655200e-004	4.999366e+000	4.844747e+000	-1.419463e-001
8.628115571834647e-004	4.998848e+000	4.860611e+000	-1.151886e-001
8.639834321834647e-004	4.998338e+000	4.894627e+000	-7.047510e-002
8.651553071834647e-004	4.998085e+000	4.936547e+000	-2.323008e-002
8.663271821834647e-004	4.998101e+000	4.981249e+000	2.113152e-002
8.674990571834647e-004	4.998352e+000	5.022820e+000	5.743265e-002
8.686709321834646e-004	4.998777e+000	5.056461e+000	8.213425e-002
8.698428071834646e-004	4.999304e+000	5.079622e+000	9.423876e-002
8.707714921067322e-004	4.999748e+000	5.089732e+000	9.501648e-002
8.713551579185403e-004	5.000020e+000	5.091285e+000	9.087515e-002
8.721580725505623e-004	5.000359e+000	5.087797e+000	8.027172e-002
8.729985347682270e-004	5.000652e+000	5.078825e+000	6.513977e-002
8.741704097682270e-004	5.000940e+000	5.059589e+000	3.985405e-002
8.753422847682270e-004	5.001083e+000	5.035883e+000	1.313639e-002
8.765141597682270e-004	5.001074e+000	5.010603e+000	-1.195049e-002
8.776860347682270e-004	5.000932e+000	4.987095e+000	-3.247881e-002
8.788579097682269e-004	5.000691e+000	4.968071e+000	-4.644775e-002
8.800297847682269e-004	5.000393e+000	4.954973e+000	-5.329323e-002
8.809584658613568e-004	5.000143e+000	4.949256e+000	-5.373240e-002
8.815421274330431e-004	4.999989e+000	4.948378e+000	-5.139065e-002
8.823450384120235e-004	4.999797e+000	4.950350e+000	-4.539394e-002
8.831855030145441e-004	4.999631e+000	4.955424e+000	-3.683710e-002
8.843573780145440e-004	4.999469e+000	4.966302e+000	-2.253771e-002
8.855292530145440e-004	4.999388e+000	4.979708e+000	-7.428646e-003
8.867011280145440e-004	4.999393e+000	4.994004e+000	6.758213e-003
8.878730030145440e-004	4.999473e+000	5.007298e+000	1.836729e-002
8.890448780145440e-004	4.999609e+000	5.018056e+000	2.626657e-002
8.902167530145439e-004	4.999777e+000	5.025463e+000	3.013754e-002
8.911454331660217e-004	4.999919e+000	5.028696e+000	3.038597e-002
8.917290936952570e-004	5.000006e+000	5.029192e+000	2.906132e-002
8.925320037761219e-004	5.000115e+000	5.028077e+000	2.567053e-002
8.933724689649647e-004	5.000208e+000	5.025208e+000	2.083158e-002
8.945443439649646e-004	5.000300e+000	5.019056e+000	1.274490e-002
8.957162189649646e-004	5.000346e+000	5.011476e+000	4.200935e-003
8.968880939649646e-004	5.000343e+000	5.003391e+000	-3.821373e-003
8.980599689649646e-004	5.000298e+000	4.995873e+000	-1.038694e-002
8.992318439649646e-004	5.000221e+000	4.989789e+000	-1.485395e-002
9.004037189649645e-004	5.000126e+000	4.985600e+000	-1.704264e-002
9.013323988849394e-004	5.000045e+000	4.983772e+000	-1.718330e-002
9.019160591578910e-004	4.999997e+000	4.983491e+000	-1.643467e-002
9.027189690179568e-004	4.999935e+000	4.984122e+000	-1.451731e-002
9.035594343509460e-004	4.999882e+000	4.985744e+000	-1.178074e-002
9.047313093509460e-004	4.999830e+000	4.989223e+000	-7.207394e-003
9.059031843509460e-004	4.999804e+000	4.993511e+000	-2.375603e-003
9.070750593509460e-004	4.999806e+000	4.998082e+000	2.161026e-003
9.082469343509459e-004	4.999831e+000	5.002334e+000	5.874157e-003
9.094188093509459e-004	4.999875e+000	5.005774e+000	8.399963e-003
9.105906843509459e-004	4.999929e+000	5.008143e+000	9.637833e-003
9.115193642140052e-004	4.999974e+000	5.009177e+000	9.716988e-003
9.121030244239473e-004	5.000002e+000	5.009336e+000	9.294033e-003
9.129059342297288e-004	5.000037e+000	5.008979e+000	8.209229e-003
9.137463995981537e-004	5.000067e+000	5.008061e+000	6.661892e-003
9.149182745981537e-004	5.000096e+000	5.006094e+000	4.075527e-003
9.160901495981537e-004	5.000111e+000	5.003670e+000	1.343250e-003
9.172620245981537e-004	5.000110e+000	5.001084e+000	-1.222610e-003
9.184338995981536e-004	5.000095e+000	4.998680e+000	-3.321648e-003
9.196057745981536e-004	5.000071e+000	4.996735e+000	-4.750252e-003
9.207776495981536e-004	5.000040e+000	4.995395e+000	-5.450249e-003
9.217063294472236e-004	5.000014e+000	4.994810e+000	-5.495548e-003
9.222899896416814e-004	4.999999e+000	4.994720e+000	-5.255699e-003
9.230928994341214e-004	4.999979e+000	4.994922e+000	-4.642487e-003
9.239333648112611e-004	4.999962e+000	4.995441e+000	-3.767490e-003
9.251052398112611e-004	4.999946e+000	4.996553e+000	-2.305031e-003
9.262771148112611e-004	4.999938e+000	4.997925e+000	-7.596016e-004
9.274489898112611e-004	4.999938e+000	4.999387e+000	6.909370e-004
9.286208648112610e-004	4.999946e+000	5.000746e+000	1.878262e-003
9.297927398112610e-004	4.999960e+000	5.001847e+000	2.686501e-003
9.309646148112610e-004	4.999977e+000	5.002604e+000	3.082275e-003
9.318932946568852e-004	4.999992e+000	5.002935e+000	3.107548e-003
9.324769548475276e-004	5.000001e+000	5.002985e+000	2.972126e-003
9.332798646366748e-004	5.000012e+000	5.002872e+000	2.625465e-003
9.341203300159544e-004	5.000021e+000	5.002578e+000	2.130508e-003
9.352922050159544e-004	5.000031e+000	5.001949e+000	1.303673e-003
9.364640800159544e-004	5.000035e+000	5.001173e+000	4.296303e-004
9.376359550159544e-004	5.000035e+000	5.000347e+000	-3.910065e-004
9.388078300159544e-004	5.000031e+000	4.999578e+000	-1.061916e-003
9.399797050159543e-004	5.000022e+000	4.998956e+000	-1.519203e-003
9.411515800159543e-004	5.000013e+000	4.998527e+000	-1.743317e-003
9.420802598607408e-004	5.000005e+000	4.998341e+000	-1.757145e-003
9.426639200504641e-004	5.000000e+000	4.998312e+000	-1.680851e-003
9.434668298388220e-004	4.999993e+000	4.998376e+000	-1.484394e-003
9.443072952186584e-004	4.999988e+000	4.998542e+000	-1.204491e-003
9.454791702186583e-004	4.999983e+000	4.998898e+000	-7.367134e-004
9.466510452186583e-004	4.999980e+000	4.999336e+000	-2.431870e-004
9.478229202186583e-004	4.999980e+000	4.999804e+000	2.207756e-004
9.489947952186583e-004	4.999983e+000	5.000238e+000	6.008148e-004
9.501666702186583e-004	4.999988e+000	5.000590e+000	8.587837e-004
9.513385452186582e-004	4.999993e+000	5.000833e+000	9.856224e-004
9.528508852526855e-004	5.000000e+000	5.000955e+000	9.503365e-004
9.536537950408251e-004	5.000004e+000	5.000918e+000	8.397102e-004
9.544942604207676e-004	5.000007e+000	5.000824e+000	6.814003e-004
9.556661354207676e-004	5.000010e+000	5.000623e+000	4.167557e-004
9.568380104207676e-004	5.000011e+000	5.000375e+000	1.373291e-004
9.580098854207675e-004	5.000011e+000	5.000111e+000	-1.249313e-004
9.591817604207675e-004	5.000010e+000	4.999865e+000	-3.395081e-004
9.603536354207675e-004	5.000007e+000	4.999666e+000	-4.854202e-004
9.615255104207675e-004	5.000004e+000	4.999529e+000	-5.574226e-004
9.630378504547182e-004	5.000000e+000	4.999460e+000	-5.373955e-004
9.638407602428141e-004	4.999998e+000	4.999481e+000	-4.749298e-004
9.646812256227654e-004	4.999996e+000	4.999534e+000	-3.857613e-004
9.658531006227654e-004	4.999994e+000	4.999648e+000	-2.360344e-004
9.670249756227653e-004	4.999993e+000	4.999788e+000	-7.772446e-005
9.681968506227653e-004	4.999993e+000	4.999937e+000	7.057190e-005
9.693687256227653e-004	4.999994e+000	5.000076e+000	1.921654e-004
9.705406006227653e-004	4.999996e+000	5.000189e+000	2.746582e-004
9.732248156566448e-004	5.000000e+000	5.000306e+000	3.042221e-004
9.740277254447115e-004	5.000001e+000	5.000294e+000	2.684593e-004
9.748681908246773e-004	5.000002e+000	5.000264e+000	2.179146e-004
9.760400658246773e-004	5.000003e+000	5.000199e+000	1.335144e-004
9.772119408246772e-004	5.000004e+000	5.000120e+000	4.434586e-005
9.783838158246773e-004	5.000004e+000	5.000035e+000	-4.005432e-005
9.795556908246774e-004	5.000003e+000	4.999957e+000	-1.082420e-004
9.807275658246775e-004	5.000002e+000	4.999893e+000	-1.554489e-004
9.842146906468465e-004	5.000000e+000	4.999834e+000	-1.521111e-004
9.850551560267676e-004	4.999999e+000	4.999851e+000	-1.235008e-004
9.862270310267676e-004	4.999998e+000	4.999887e+000	-7.581711e-005
9.873989060267677e-004	4.999998e+000	4.999932e+000	-2.479553e-005
9.885707810267678e-004	4.999998e+000	4.999980e+000	2.288818e-005
9.897426560267679e-004	4.999998e+000	5.000024e+000	6.151199e-005
9.909145310267680e-004	4.999999e+000	5.000060e+000	8.773804e-005
9.915327581984010e-004	4.999999e+000	5.000075e+000	9.589293e-005
9.921509853700341e-004	4.999999e+000	5.000086e+000	1.004667e-004
9.927692125416671e-004	4.999999e+000	5.000094e+000	1.014593e-004
9.933874397133002e-004	5.000000e+000	5.000097e+000	9.887073e-005
9.940056668849332e-004	5.000000e+000	5.000097e+000	9.270104e-005
9.946238940565662e-004	5.000000e+000	5.000092e+000	8.295020e-005
9.952421212281993e-004	5.000001e+000	5.000084e+000	6.961823e-005
9.964139962281994e-004	5.000001e+000	5.000064e+000	4.291534e-005
9.975858712281994e-004	5.000001e+000	5.000038e+000	1.382828e-005
9.979307469098852e-004	5.000001e+000	5.000030e+000	5.070044e-006
9.982756225915710e-004	5.000001e+000	5.000022e+000	-3.221084e-006
9.986204982732568e-004	5.000001e+000	5.000014e+000	-1.104511e-005
9.989653739549426e-004	5.000001e+000	5.000006e+000	-1.840202e-005
9.993102496366284e-004	5.000001e+000	4.999998e+000	-2.529183e-005
9.996551253183142e-004	5.000001e+000	4.999991e+000	-3.171454e-005
1.000000001000000e-003	5.000001e+000	4.999983e+000	-3.767014e-005
1.000000002000000e-003	1.199803e-006	4.999983e+000	4.999961e+000
1.000047936891237e-003	1.195947e-003	4.999243e+000	4.974129e+000
1.000095871782474e-003	2.381008e-003	4.997112e+000	4.947110e+000
1.000143806673711e-003	3.556385e-003	4.993591e+000	4.918906e+000
1.000191741564948e-003	4.722076e-003	4.988681e+000	4.889515e+000
1.000239676456185e-003	5.878082e-003	4.982380e+000	4.858939e+000
1.000287611347422e-003	7.024403e-003	4.974690e+000	4.827176e+000
1.000335546238659e-003	8.161039e-003	4.965610e+000	4.794228e+000
1.000671090557319e-003	1.576946e-002	4.866419e+000	4.535260e+000
1.001342179194637e-003	2.906738e-002	4.511002e+000	3.900587e+000
1.002514054194637e-003	4.683201e-002	3.569154e+000	2.585682e+000
1.003685929194637e-003	5.716677e-002	2.350419e+000	1.149917e+000
1.004857804194637e-003	5.959414e-002	9.802275e-001	-2.712494e-001
1.005716525455911e-003	5.632279e-002	-1.627260e-002	-1.199051e+000
1.006585684834683e-003	4.900422e-002	-9.324103e-001	-1.961499e+000
1.007432929166914e-003	3.908566e-002	-1.661605e+000	-2.482404e+000
1.008604804166914e-003	2.290543e-002	-2.378735e+000	-2.859749e+000
1.009591369797199e-003	8.506780e-003	-2.729401e+000	-2.908043e+000
1.010198848733781e-003	-1.371741e-004	-2.787803e+000	-2.784923e+000
1.011031892906707e-003	-1.092679e-002	-2.683443e+000	-2.453980e+000
1.011851072249014e-003	-1.971068e-002	-2.419770e+000	-2.005846e+000
1.013022947249014e-003	-2.858938e-002	-1.834601e+000	-1.234224e+000
1.014194822249015e-003	-3.324457e-002	-1.112178e+000	-4.140418e-001
1.015184981067698e-003	-3.358793e-002	-4.512713e-001	2.540752e-001
1.016025583816352e-003	-3.129703e-002	9.486985e-002	7.521074e-001
1.016874474829758e-003	-2.696932e-002	5.874220e-001	1.153778e+000
1.017797457466572e-003	-2.064558e-002	1.016090e+000	1.449647e+000
1.018969332466573e-003	-1.137367e-002	1.392334e+000	1.631181e+000
1.019890607272345e-003	-3.771240e-003	1.553463e+000	1.632659e+000
1.020494308338613e-003	1.045386e-003	1.574805e+000	1.552852e+000
1.021229176042553e-003	6.335760e-003	1.512725e+000	1.379674e+000
1.022131675828860e-003	1.166939e-002	1.338943e+000	1.093886e+000
1.023303550828860e-003	1.648367e-002	1.000963e+000	6.548061e-001
1.024475425828860e-003	1.888001e-002	5.877741e-001	1.912939e-001
1.025433370522700e-003	1.890144e-002	2.263207e-001	-1.706096e-001
1.026272458271503e-003	1.749577e-002	-7.947786e-002	-4.468890e-001
1.027118716310695e-003	1.497321e-002	-3.524045e-001	-6.668419e-001
1.028083002255363e-003	1.117283e-002	-5.981696e-001	-8.327989e-001
1.029254877255363e-003	5.899067e-003	-8.008904e-001	-9.247708e-001
1.030136553699111e-003	1.796054e-003	-8.797607e-001	-9.174779e-001
1.030771162124644e-003	-1.045619e-003	-8.879069e-001	-8.659489e-001
1.031424420875108e-003	-3.662476e-003	-8.527947e-001	-7.758827e-001
1.032416565526732e-003	-6.891455e-003	-7.393613e-001	-5.946407e-001
1.033588440526732e-003	-9.493716e-003	-5.443872e-001	-3.450192e-001
1.034760315526732e-003	-1.071144e-002	-3.082596e-001	-8.331935e-002
1.035684028572657e-003	-1.063078e-002	-1.113841e-001	1.118623e-001
1.036521455364803e-003	-9.773458e-003	5.967529e-002	2.649179e-001
1.037364944246065e-003	-8.305503e-003	2.107161e-001	3.851316e-001
1.038371840639735e-003	-6.025065e-003	3.512641e-001	4.777904e-001
1.039543715639735e-003	-3.027861e-003	4.600476e-001	5.236327e-001
1.040386990184354e-003	-8.172317e-004	4.980686e-001	5.152304e-001
1.041053719468630e-003	8.542799e-004	4.998716e-001	4.819317e-001
1.041655922564489e-003	2.189237e-003	4.790369e-001	4.330629e-001
1.042747055502321e-003	4.122450e-003	4.041064e-001	3.175350e-001
1.043918930502321e-003	5.495791e-003	2.906724e-001	1.752608e-001
1.045090805502321e-003	6.077200e-003	1.553497e-001	2.772851e-002
1.045964817775871e-003	5.966503e-003	5.023623e-002	-7.506033e-002
1.046799705681640e-003	5.434182e-003	-4.499963e-002	-1.591175e-001
1.047639199863237e-003	4.573346e-003	-1.278528e-001	-2.238931e-001
1.048705633455280e-003	3.179151e-003	-2.082806e-001	-2.750428e-001
1.049877508455280e-003	1.474143e-003	-2.652552e-001	-2.962122e-001
1.050670640418255e-003	3.058784e-004	-2.820839e-001	-2.885074e-001
1.051382910769237e-003	-6.821923e-004	-2.799242e-001	-2.655982e-001
1.052073358601328e-003	-1.509021e-003	-2.631478e-001	-2.314583e-001
1.053236093970998e-003	-2.576906e-003	-2.126565e-001	-1.585415e-001
1.054407968970998e-003	-3.231128e-003	-1.445526e-001	-7.669895e-002
1.055579843970998e-003	-3.432204e-003	-6.645179e-002	5.624495e-003
1.056433802314929e-003	-3.283595e-003	-9.174299e-003	5.978120e-002
1.057345283979785e-003	-2.874350e-003	4.704156e-002	1.074029e-001
1.058187367317586e-003	-2.327875e-003	8.998416e-002	1.388695e-001
1.059359242317586e-003	-1.411554e-003	1.330984e-001	1.627411e-001
1.060381401294172e-003	-5.578882e-004	1.554904e-001	1.672060e-001
1.061026607321244e-003	-2.948432e-005	1.597485e-001	1.603677e-001
1.061891479362490e-003	6.174188e-004	1.541219e-001	1.411561e-001
1.062687369909736e-003	1.111281e-003	1.397539e-001	1.164170e-001
1.063859244909737e-003	1.627921e-003	1.064718e-001	7.228545e-002
1.065031119909737e-003	1.903165e-003	6.521656e-002	2.525011e-002
1.066032218371839e-003	1.929217e-003	2.689906e-002	-1.361449e-002
1.066873337667428e-003	1.801770e-003	-4.523383e-003	-4.236055e-002
1.067723140524590e-003	1.556318e-003	-3.296513e-002	-6.564782e-002
1.068631832060690e-003	1.201511e-003	-5.741376e-002	-8.264550e-002
1.069803707060690e-003	6.709843e-004	-7.934362e-002	-9.343429e-002
1.070738445377153e-003	2.283066e-004	-8.903263e-002	-9.382707e-002
1.071331087512726e-003	-4.352430e-005	-9.038560e-002	-8.947159e-002
1.072094890798144e-003	-3.605254e-004	-8.684636e-002	-7.927533e-002
1.072969490432006e-003	-6.594660e-004	-7.735340e-002	-6.350461e-002
1.074141365432006e-003	-9.394791e-004	-5.810117e-002	-3.837211e-002
1.075313240432006e-003	-1.081382e-003	-3.449031e-002	-1.178129e-002
1.076281926415522e-003	-1.085800e-003	-1.352426e-002	9.277528e-003
1.077121541852580e-003	-1.007250e-003	4.072398e-003	2.522464e-002
1.077968691865265e-003	-8.639762e-004	1.983169e-002	3.797519e-002
1.078919344741229e-003	-6.502758e-004	3.386710e-002	4.752289e-002
1.080091219741229e-003	-3.483707e-004	4.568275e-002	5.299853e-002
1.080986073568893e-003	-1.093046e-004	5.043247e-002	5.272787e-002
1.081610658215143e-003	5.150180e-005	5.097594e-002	4.989440e-002
1.082290557870832e-003	2.085567e-004	4.895671e-002	4.457702e-002
1.083251524999751e-003	3.895558e-004	4.275516e-002	3.457449e-002
1.084423399999751e-003	5.411492e-004	3.164738e-002	2.028325e-002
1.085595274999751e-003	6.136792e-004	1.815270e-002	5.265442e-003
1.086530836812332e-003	6.108219e-004	6.711989e-003	-6.115270e-003
1.087368877546052e-003	5.628660e-004	-3.135669e-003	-1.495586e-002
1.088213353516443e-003	4.794744e-004	-1.186280e-002	-2.193176e-002
1.089205662386926e-003	3.512737e-004	-1.989459e-002	-2.727134e-002
1.090377537386926e-003	1.796605e-004	-2.624883e-002	-3.002170e-002
1.091232537806018e-003	5.093009e-005	-2.855342e-002	-2.962295e-002
1.091887663352533e-003	-4.368785e-005	-2.872482e-002	-2.780737e-002
