time	V(n001)	V(n003)	V(n003)-V(n002)
3.606479981101019e-004	-5.851222e-006	3.896600e-004	5.125357e-004
3.618198731101018e-004	-2.678910e-006	4.943966e-004	5.506537e-004
3.626057797454091e-004	-5.288572e-007	5.245346e-004	5.356406e-004
3.633243747437082e-004	1.318715e-006	5.196669e-004	4.919739e-004
3.640251150337281e-004	2.868926e-006	4.872170e-004	4.269695e-004
3.651969900337281e-004	4.845698e-006	3.913615e-004	2.896018e-004
3.663688650337281e-004	6.032367e-006	2.638841e-004	1.372044e-004
3.675407400337281e-004	6.374509e-006	1.184144e-004	-1.545029e-005
3.683992651159046e-004	6.077691e-006	1.154158e-005	-1.160899e-004
3.692895790866624e-004	5.319675e-006	-9.003942e-005	-2.017526e-004
3.701371042086681e-004	4.287760e-006	-1.697563e-004	-2.597992e-004
3.713089792086680e-004	2.578998e-006	-2.490278e-004	-3.031867e-004
3.723219942593753e-004	1.005129e-006	-2.895721e-004	-3.106798e-004
3.738154059327831e-004	-1.152639e-006	-2.864146e-004	-2.622092e-004
3.746171367733591e-004	-2.075376e-006	-2.593487e-004	-2.157658e-004
3.757890117733591e-004	-3.032240e-006	-1.973357e-004	-1.336586e-004
3.769608867733590e-004	-3.539936e-006	-1.205504e-004	-4.621177e-005
3.779591350375299e-004	-3.584801e-006	-4.952104e-005	2.575977e-005
3.788058409718252e-004	-3.343337e-006	9.213505e-006	7.942359e-005
3.796609397834571e-004	-2.881269e-006	6.225779e-005	1.227644e-004
3.805761374731999e-004	-2.214271e-006	1.077638e-004	1.542635e-004
3.826746262178899e-004	-4.105384e-007	1.656283e-004	1.742496e-004
3.840199175682812e-004	6.737391e-007	1.613873e-004	1.472388e-004
3.849118047126946e-004	1.237649e-006	1.431894e-004	1.171988e-004
3.860836797126946e-004	1.753811e-006	1.072368e-004	7.040673e-005
3.872555547126945e-004	2.012507e-006	6.323182e-005	2.096918e-005
3.882175660682271e-004	2.016586e-006	2.452616e-005	-1.782214e-005
3.890669923359858e-004	1.865372e-006	-8.487671e-006	-4.766048e-005
3.908870028145548e-004	1.187198e-006	-6.405116e-005	-8.898232e-005
3.935748024376494e-004	-1.161341e-007	-9.469758e-005	-9.225876e-005
3.952218995020995e-004	-7.383819e-007	-7.868250e-005	-6.317648e-005
3.963937745020994e-004	-1.014695e-006	-5.784015e-005	-3.653155e-005
3.975656495020994e-004	-1.143106e-006	-3.262222e-005	-8.616993e-006
3.979134138589424e-004	-1.153416e-006	-2.436368e-005	-1.419549e-007
3.982611782157853e-004	-1.150196e-006	-1.632375e-005	7.830377e-006
3.986089425726282e-004	-1.133448e-006	-8.502412e-006	1.530000e-005
3.989567069294712e-004	-1.103171e-006	-8.996771e-007	2.226692e-005
3.993044712863141e-004	-1.059365e-006	6.484457e-006	2.873113e-005
3.996522356431571e-004	-1.002031e-006	1.364999e-005	3.469264e-005
4.000000000000000e-004	-9.311672e-007	2.059692e-005	4.015144e-005
4.000000010000000e-004	4.999999e+000	2.059694e-005	-4.999959e+000
4.000239684399042e-004	4.999401e+000	2.030362e-004	-4.987214e+000
4.000479358798085e-004	4.998805e+000	7.390718e-004	-4.974162e+000
4.000719033197127e-004	4.998211e+000	1.628704e-003	-4.960804e+000
4.000958707596170e-004	4.997620e+000	2.871932e-003	-4.947140e+000
4.001198381995212e-004	4.997031e+000	4.468757e-003	-4.933170e+000
4.001438056394255e-004	4.996443e+000	6.419177e-003	-4.918893e+000
4.001677730793297e-004	4.995859e+000	8.723195e-003	-4.904310e+000
4.003355452386593e-004	4.991839e+000	3.439398e-002	-4.794226e+000
4.006710895573185e-004	4.984180e+000	1.293458e-001	-4.538441e+000
4.012186117138675e-004	4.972808e+000	3.873944e-001	-4.041585e+000
4.019489811183065e-004	4.960106e+000	9.015052e-001	-3.260727e+000
4.028785683041051e-004	4.948474e+000	1.772653e+000	-2.145313e+000
4.039664774670621e-004	4.941499e+000	2.979420e+000	-7.920668e-001
4.051383524670621e-004	4.941698e+000	4.349731e+000	5.740695e-001
4.063102274670621e-004	4.949005e+000	5.630552e+000	1.701445e+000
4.074821024670620e-004	4.961775e+000	6.676100e+000	2.478829e+000
4.086539774670620e-004	4.977755e+000	7.403646e+000	2.870792e+000
4.096032084574938e-004	4.991629e+000	7.733581e+000	2.909386e+000
4.102093539131750e-004	5.000254e+000	7.789116e+000	2.783778e+000
4.110315709999694e-004	5.010899e+000	7.684963e+000	2.456091e+000
4.118589749124597e-004	5.019764e+000	7.417794e+000	2.002747e+000
4.130308499124597e-004	5.028631e+000	6.831969e+000	1.230727e+000
4.142027249124597e-004	5.033087e+000	6.108715e+000	4.138856e-001
4.153745999124597e-004	5.032874e+000	5.335731e+000	-3.546281e-001
4.165464749124596e-004	5.028590e+000	4.615451e+000	-9.849300e-001
4.177183499124596e-004	5.021266e+000	4.031214e+000	-1.415359e+000
4.188902249124596e-004	5.012179e+000	3.627838e+000	-1.627928e+000
4.198243883616948e-004	5.004452e+000	3.449952e+000	-1.643546e+000
4.204140999246339e-004	4.999713e+000	3.421923e+000	-1.572050e+000
4.212222184755316e-004	4.993811e+000	3.481893e+000	-1.388143e+000
4.220592500713283e-004	4.988755e+000	3.635970e+000	-1.127881e+000
4.232311250713283e-004	4.983766e+000	3.968247e+000	-6.908269e-001
4.244030000713283e-004	4.981276e+000	4.377920e+000	-2.288728e-001
4.255748750713282e-004	4.981425e+000	4.815022e+000	2.051029e-001
4.267467500713282e-004	4.983871e+000	5.221714e+000	5.604262e-001
4.279186250713282e-004	4.988029e+000	5.551022e+000	8.024282e-001
4.290905000713282e-004	4.993174e+000	5.777899e+000	9.212494e-001
4.300205594208902e-004	4.997525e+000	5.877183e+000	9.291563e-001
4.306057455630882e-004	5.000184e+000	5.892534e+000	8.886771e-001
4.314099697210688e-004	5.003503e+000	5.858478e+000	7.849164e-001
4.322495749127712e-004	5.006369e+000	5.770900e+000	6.371527e-001
4.334214499127712e-004	5.009187e+000	5.582858e+000	3.899307e-001
4.345933249127712e-004	5.010591e+000	5.351090e+000	1.286893e-001
4.357651999127711e-004	5.010502e+000	5.103909e+000	-1.166372e-001
4.369370749127711e-004	5.009116e+000	4.874013e+000	-3.174152e-001
4.381089499127711e-004	5.006763e+000	4.687943e+000	-4.540677e-001
4.392808249127711e-004	5.003851e+000	4.559818e+000	-5.210638e-001
4.402098459016192e-004	5.001393e+000	4.503859e+000	-5.254040e-001
4.407938836785580e-004	4.999893e+000	4.495248e+000	-5.025067e-001
4.415971187557941e-004	4.998019e+000	4.514527e+000	-4.438648e-001
4.424373716459824e-004	4.996397e+000	4.564116e+000	-3.602204e-001
4.436092466459824e-004	4.994804e+000	4.670475e+000	-2.204056e-001
4.447811216459824e-004	4.994011e+000	4.801554e+000	-7.267141e-002
4.459529966459824e-004	4.994061e+000	4.941336e+000	6.605005e-002
4.471248716459824e-004	4.994846e+000	5.071332e+000	1.795697e-001
4.482967466459823e-004	4.996177e+000	5.176534e+000	2.568188e-001
4.494686216459823e-004	4.997823e+000	5.248964e+000	2.946777e-001
4.503973854819897e-004	4.999213e+000	5.280584e+000	2.971139e-001
4.509811386492848e-004	5.000061e+000	5.285443e+000	2.841649e-001
4.517841285406571e-004	5.001121e+000	5.274538e+000	2.510071e-001
4.526245416186229e-004	5.002038e+000	5.246487e+000	2.036943e-001
4.537964166186229e-004	5.002938e+000	5.186337e+000	1.246271e-001
4.549682916186228e-004	5.003387e+000	5.112209e+000	4.108238e-002
4.561401666186228e-004	5.003358e+000	5.033162e+000	-3.736448e-002
4.573120416186228e-004	5.002914e+000	4.959650e+000	-1.015568e-001
4.584839166186228e-004	5.002162e+000	4.900160e+000	-1.452389e-001
4.596557916186228e-004	5.001231e+000	4.859203e+000	-1.666446e-001
4.605844921195646e-004	5.000445e+000	4.841326e+000	-1.680198e-001
4.611681751763120e-004	4.999965e+000	4.838579e+000	-1.606965e-001
4.619711046655199e-004	4.999366e+000	4.844747e+000	-1.419463e-001
4.628115571834647e-004	4.998848e+000	4.860611e+000	-1.151886e-001
4.639834321834647e-004	4.998338e+000	4.894627e+000	-7.047510e-002
4.651553071834647e-004	4.998085e+000	4.936547e+000	-2.323008e-002
4.663271821834647e-004	4.998101e+000	4.981249e+000	2.113152e-002
4.674990571834646e-004	4.998352e+000	5.022820e+000	5.743265e-002
4.686709321834646e-004	4.998777e+000	5.056461e+000	8.213425e-002
4.698428071834646e-004	4.999304e+000	5.079622e+000	9.423876e-002
4.707714921067321e-004	4.999748e+000	5.089732e+000	9.501648e-002
4.713551579185403e-004	5.000020e+000	5.091285e+000	9.087515e-002
4.721580725505623e-004	5.000359e+000	5.087797e+000	8.027172e-002
4.729985347682269e-004	5.000652e+000	5.078825e+000	6.513977e-002
4.741704097682268e-004	5.000940e+000	5.059589e+000	3.985405e-002
4.753422847682268e-004	5.001083e+000	5.035883e+000	1.313639e-002
4.765141597682268e-004	5.001074e+000	5.010603e+000	-1.195049e-002
4.776860347682268e-004	5.000932e+000	4.987095e+000	-3.247881e-002
4.788579097682268e-004	5.000691e+000	4.968071e+000	-4.644775e-002
4.800297847682267e-004	5.000393e+000	4.954973e+000	-5.329323e-002
4.809584658613564e-004	5.000143e+000	4.949256e+000	-5.373240e-002
4.815421274330425e-004	4.999989e+000	4.948378e+000	-5.139065e-002
4.823450384120227e-004	4.999797e+000	4.950350e+000	-4.539394e-002
4.831855030145436e-004	4.999631e+000	4.955424e+000	-3.683710e-002
4.843573780145436e-004	4.999469e+000	4.966302e+000	-2.253771e-002
4.855292530145436e-004	4.999388e+000	4.979708e+000	-7.428646e-003
4.867011280145436e-004	4.999393e+000	4.994004e+000	6.758213e-003
4.878730030145435e-004	4.999473e+000	5.007298e+000	1.836729e-002
4.890448780145436e-004	4.999609e+000	5.018056e+000	2.626657e-002
4.902167530145435e-004	4.999777e+000	5.025463e+000	3.013754e-002
4.911454331660214e-004	4.999919e+000	5.028696e+000	3.038597e-002
4.917290936952571e-004	5.000006e+000	5.029192e+000	2.906132e-002
4.925320037761213e-004	5.000115e+000	5.028077e+000	2.567053e-002
4.933724689649639e-004	5.000208e+000	5.025208e+000	2.083158e-002
4.945443439649639e-004	5.000300e+000	5.019056e+000	1.274490e-002
4.957162189649639e-004	5.000346e+000	5.011476e+000	4.200935e-003
4.968880939649639e-004	5.000343e+000	5.003391e+000	-3.821373e-003
4.980599689649638e-004	5.000298e+000	4.995873e+000	-1.038694e-002
4.992318439649638e-004	5.000221e+000	4.989789e+000	-1.485395e-002
5.004037189649638e-004	5.000126e+000	4.985600e+000	-1.704264e-002
5.013323988849394e-004	5.000045e+000	4.983772e+000	-1.718330e-002
5.019160591578911e-004	4.999997e+000	4.983491e+000	-1.643467e-002
5.027189690179568e-004	4.999935e+000	4.984122e+000	-1.451731e-002
5.035594343509428e-004	4.999882e+000	4.985744e+000	-1.178074e-002
5.047313093509428e-004	4.999830e+000	4.989223e+000	-7.207394e-003
5.059031843509428e-004	4.999804e+000	4.993511e+000	-2.375603e-003
5.070750593509427e-004	4.999806e+000	4.998082e+000	2.161026e-003
5.082469343509427e-004	4.999831e+000	5.002334e+000	5.874157e-003
5.094188093509427e-004	4.999875e+000	5.005774e+000	8.399963e-003
5.105906843509427e-004	4.999929e+000	5.008143e+000	9.637833e-003
5.115193642140023e-004	4.999974e+000	5.009177e+000	9.716988e-003
5.121030244239458e-004	5.000002e+000	5.009336e+000	9.294033e-003
5.129059342297272e-004	5.000037e+000	5.008979e+000	8.209229e-003
5.137463995981543e-004	5.000067e+000	5.008061e+000	6.661892e-003
5.149182745981543e-004	5.000096e+000	5.006094e+000	4.075527e-003
5.160901495981543e-004	5.000111e+000	5.003670e+000	1.343250e-003
5.172620245981542e-004	5.000110e+000	5.001084e+000	-1.222610e-003
5.184338995981542e-004	5.000095e+000	4.998680e+000	-3.321648e-003
5.196057745981542e-004	5.000071e+000	4.996735e+000	-4.750252e-003
5.207776495981542e-004	5.000040e+000	4.995395e+000	-5.450249e-003
5.217063294472236e-004	5.000014e+000	4.994810e+000	-5.495548e-003
5.222899896416774e-004	4.999999e+000	4.994720e+000	-5.255699e-003
5.230928994341144e-004	4.999979e+000	4.994922e+000	-4.642487e-003
5.239333648112463e-004	4.999962e+000	4.995441e+000	-3.767490e-003
5.251052398112463e-004	4.999946e+000	4.996553e+000	-2.305031e-003
5.262771148112463e-004	4.999938e+000	4.997925e+000	-7.596016e-004
5.274489898112462e-004	4.999938e+000	4.999387e+000	6.909370e-004
5.286208648112462e-004	4.999946e+000	5.000746e+000	1.878262e-003
5.297927398112462e-004	4.999960e+000	5.001847e+000	2.686501e-003
5.309646148112462e-004	4.999977e+000	5.002604e+000	3.082275e-003
5.318932946568715e-004	4.999992e+000	5.002935e+000	3.107548e-003
5.324769548475166e-004	5.000001e+000	5.002985e+000	2.972126e-003
5.332798646366701e-004	5.000012e+000	5.002872e+000	2.625465e-003
5.341203300159493e-004	5.000021e+000	5.002578e+000	2.130508e-003
5.352922050159492e-004	5.000031e+000	5.001949e+000	1.303673e-003
5.364640800159492e-004	5.000035e+000	5.001173e+000	4.296303e-004
5.376359550159492e-004	5.000035e+000	5.000347e+000	-3.910065e-004
5.388078300159492e-004	5.000031e+000	4.999578e+000	-1.061916e-003
5.399797050159492e-004	5.000022e+000	4.998956e+000	-1.519203e-003
5.411515800159491e-004	5.000013e+000	4.998527e+000	-1.743317e-003
5.420802598607404e-004	5.000005e+000	4.998341e+000	-1.757145e-003
5.426639200504513e-004	5.000000e+000	4.998312e+000	-1.680851e-003
5.434668298388022e-004	4.999993e+000	4.998376e+000	-1.484394e-003
5.443072952185930e-004	4.999988e+000	4.998542e+000	-1.204491e-003
5.454791702185930e-004	4.999983e+000	4.998898e+000	-7.367134e-004
5.466510452185930e-004	4.999980e+000	4.999336e+000	-2.431870e-004
5.478229202185930e-004	4.999980e+000	4.999804e+000	2.207756e-004
5.489947952185929e-004	4.999983e+000	5.000238e+000	6.008148e-004
5.501666702185929e-004	4.999988e+000	5.000590e+000	8.587837e-004
5.513385452185929e-004	4.999993e+000	5.000833e+000	9.856224e-004
5.528508852526364e-004	5.000000e+000	5.000955e+000	9.503365e-004
5.536537950407874e-004	5.000004e+000	5.000918e+000	8.397102e-004
5.544942604207056e-004	5.000007e+000	5.000824e+000	6.814003e-004
5.556661354207056e-004	5.000010e+000	5.000623e+000	4.167557e-004
5.568380104207056e-004	5.000011e+000	5.000375e+000	1.373291e-004
5.580098854207056e-004	5.000011e+000	5.000111e+000	-1.249313e-004
5.591817604207055e-004	5.000010e+000	4.999865e+000	-3.395081e-004
5.603536354207055e-004	5.000007e+000	4.999666e+000	-4.854202e-004
5.615255104207055e-004	5.000004e+000	4.999529e+000	-5.574226e-004
5.630378504546842e-004	5.000000e+000	4.999460e+000	-5.373955e-004
5.638407602428074e-004	4.999998e+000	4.999481e+000	-4.749298e-004
5.646812256227549e-004	4.999996e+000	4.999534e+000	-3.857613e-004
5.658531006227549e-004	4.999994e+000	4.999648e+000	-2.360344e-004
5.670249756227549e-004	4.999993e+000	4.999788e+000	-7.772446e-005
5.681968506227548e-004	4.999993e+000	4.999937e+000	7.057190e-005
5.693687256227548e-004	4.999994e+000	5.000076e+000	1.921654e-004
5.705406006227548e-004	4.999996e+000	5.000189e+000	2.746582e-004
5.732248156565631e-004	5.000000e+000	5.000306e+000	3.042221e-004
5.740277254445898e-004	5.000001e+000	5.000294e+000	2.684593e-004
5.748681908245989e-004	5.000002e+000	5.000264e+000	2.179146e-004
5.760400658245989e-004	5.000003e+000	5.000199e+000	1.335144e-004
5.772119408245989e-004	5.000004e+000	5.000120e+000	4.434586e-005
5.783838158245989e-004	5.000004e+000	5.000035e+000	-4.005432e-005
5.795556908245989e-004	5.000003e+000	4.999957e+000	-1.082420e-004
5.807275658245988e-004	5.000002e+000	4.999893e+000	-1.554489e-004
5.842146906467748e-004	5.000000e+000	4.999834e+000	-1.521111e-004
5.850551560266811e-004	4.999999e+000	4.999851e+000	-1.235008e-004
5.862270310266810e-004	4.999998e+000	4.999887e+000	-7.581711e-005
5.873989060266810e-004	4.999998e+000	4.999932e+000	-2.479553e-005
5.885707810266810e-004	4.999998e+000	4.999980e+000	2.288818e-005
5.897426560266810e-004	4.999998e+000	5.000024e+000	6.151199e-005
5.909145310266810e-004	4.999999e+000	5.000060e+000	8.773804e-005
5.915327581984035e-004	4.999999e+000	5.000075e+000	9.589293e-005
5.921509853701260e-004	4.999999e+000	5.000086e+000	1.004667e-004
5.927692125418485e-004	4.999999e+000	5.000094e+000	1.014593e-004
5.933874397135710e-004	5.000000e+000	5.000097e+000	9.887073e-005
5.940056668852935e-004	5.000000e+000	5.000097e+000	9.270104e-005
5.946238940570161e-004	5.000000e+000	5.000092e+000	8.295020e-005
5.952421212287386e-004	5.000001e+000	5.000084e+000	6.961823e-005
5.964139962287386e-004	5.000001e+000	5.000064e+000	4.291534e-005
5.975858712287385e-004	5.000001e+000	5.000038e+000	1.382828e-005
5.979307469103474e-004	5.000001e+000	5.000030e+000	5.070044e-006
5.982756225919561e-004	5.000001e+000	5.000022e+000	-3.221084e-006
5.986204982735649e-004	5.000001e+000	5.000014e+000	-1.104511e-005
5.989653739551737e-004	5.000001e+000	5.000006e+000	-1.840202e-005
5.993102496367825e-004	5.000001e+000	4.999998e+000	-2.529183e-005
5.996551253183912e-004	5.000001e+000	4.999991e+000	-3.171454e-005
6.000000010000001e-004	5.000001e+000	4.999983e+000	-3.767014e-005
6.000000020000001e-004	1.044422e-006	4.999983e+000	4.999961e+000
6.000479368912371e-004	1.195893e-003	4.999243e+000	4.974129e+000
6.000958717824742e-004	2.381029e-003	4.997112e+000	4.947110e+000
6.001438066737112e-004	3.556454e-003	4.993591e+000	4.918906e+000
6.001917415649483e-004	4.722168e-003	4.988681e+000	4.889515e+000
6.002396764561853e-004	5.878170e-003	4.982380e+000	4.858939e+000
6.002876113474224e-004	7.024460e-003	4.974690e+000	4.827176e+000
6.003355462386594e-004	8.161039e-003	4.965610e+000	4.794228e+000
6.006710905573186e-004	1.576946e-002	4.866419e+000	4.535260e+000
6.013421791946370e-004	2.906738e-002	4.511002e+000	3.900587e+000
6.025140541946370e-004	4.683201e-002	3.569154e+000	2.585682e+000
6.036859291946370e-004	5.716677e-002	2.350419e+000	1.149917e+000
6.048578041946370e-004	5.959414e-002	9.802274e-001	-2.712495e-001
6.057165254560660e-004	5.632279e-002	-1.627260e-002	-1.199051e+000
6.065856848349111e-004	4.900422e-002	-9.324103e-001	-1.961499e+000
6.074329291672863e-004	3.908566e-002	-1.661605e+000	-2.482404e+000
6.086048041672863e-004	2.290543e-002	-2.378735e+000	-2.859749e+000
6.095913697959489e-004	8.506780e-003	-2.729401e+000	-2.908043e+000
6.101988487307678e-004	-1.371741e-004	-2.787803e+000	-2.784923e+000
6.110318929021995e-004	-1.092679e-002	-2.683443e+000	-2.453980e+000
6.118510722455428e-004	-1.971068e-002	-2.419770e+000	-2.005846e+000
6.130229472455428e-004	-2.858938e-002	-1.834601e+000	-1.234224e+000
6.141948222455428e-004	-3.324457e-002	-1.112178e+000	-4.140418e-001
6.151849810637742e-004	-3.358793e-002	-4.512713e-001	2.540752e-001
6.160255838124075e-004	-3.129703e-002	9.486985e-002	7.521074e-001
6.168744748257769e-004	-2.696932e-002	5.874220e-001	1.153778e+000
6.177974574631782e-004	-2.064558e-002	1.016090e+000	1.449647e+000
6.189693324631782e-004	-1.137367e-002	1.392334e+000	1.631181e+000
6.198906072683953e-004	-3.771240e-003	1.553463e+000	1.632659e+000
6.204943083351138e-004	1.045386e-003	1.574805e+000	1.552852e+000
6.212291760378729e-004	6.335760e-003	1.512725e+000	1.379674e+000
6.221316758253571e-004	1.166939e-002	1.338943e+000	1.093886e+000
6.233035508253571e-004	1.648367e-002	1.000963e+000	6.548061e-001
6.244754258253571e-004	1.888001e-002	5.877741e-001	1.912939e-001
6.254333705187441e-004	1.890144e-002	2.263207e-001	-1.706096e-001
6.262724582675255e-004	1.749577e-002	-7.947786e-002	-4.468890e-001
6.271187163066812e-004	1.497321e-002	-3.524045e-001	-6.668419e-001
6.280830022519211e-004	1.117283e-002	-5.981696e-001	-8.327989e-001
6.292548772519211e-004	5.899067e-003	-8.008904e-001	-9.247708e-001
6.301365536951137e-004	1.796054e-003	-8.797607e-001	-9.174779e-001
6.307711621210638e-004	-1.045619e-003	-8.879069e-001	-8.659489e-001
6.314244208704146e-004	-3.662476e-003	-8.527947e-001	-7.758827e-001
6.324165655233825e-004	-6.891455e-003	-7.393613e-001	-5.946407e-001
6.335884405233825e-004	-9.493716e-003	-5.443872e-001	-3.450192e-001
6.347603155233824e-004	-1.071144e-002	-3.082596e-001	-8.331935e-002
6.356840285687980e-004	-1.063078e-002	-1.113841e-001	1.118623e-001
6.365214553609184e-004	-9.773458e-003	5.967529e-002	2.649179e-001
6.373649442421391e-004	-8.305503e-003	2.107161e-001	3.851316e-001
6.383718406364338e-004	-6.025065e-003	3.512641e-001	4.777904e-001
6.395437156364338e-004	-3.027861e-003	4.600476e-001	5.236327e-001
6.403869901805462e-004	-8.172317e-004	4.980686e-001	5.152304e-001
6.410537194653152e-004	8.542799e-004	4.998716e-001	4.819317e-001
6.416559225622905e-004	2.189237e-003	4.790369e-001	4.330629e-001
6.427470555008914e-004	4.122450e-003	4.041064e-001	3.175350e-001
6.439189305008913e-004	5.495791e-003	2.906724e-001	1.752608e-001
6.450908055008913e-004	6.077200e-003	1.553497e-001	2.772851e-002
6.459648177732811e-004	5.966503e-003	5.023623e-002	-7.506033e-002
6.467997056789889e-004	5.434182e-003	-4.499963e-002	-1.591175e-001
6.476391998604931e-004	4.573346e-003	-1.278528e-001	-2.238931e-001
6.487056334538928e-004	3.179151e-003	-2.082806e-001	-2.750428e-001
6.498775084538928e-004	1.474143e-003	-2.652552e-001	-2.962122e-001
6.506706404156808e-004	3.058784e-004	-2.820839e-001	-2.885074e-001
6.513829107676661e-004	-6.821923e-004	-2.799242e-001	-2.655982e-001
6.520733586014239e-004	-1.509021e-003	-2.631478e-001	-2.314583e-001
6.532360939726969e-004	-2.576906e-003	-2.126565e-001	-1.585415e-001
6.544079689726969e-004	-3.231128e-003	-1.445526e-001	-7.669895e-002
6.555798439726968e-004	-3.432204e-003	-6.645179e-002	5.624495e-003
6.564338023168421e-004	-3.283595e-003	-9.174299e-003	5.978120e-002
6.573452839785733e-004	-2.874350e-003	4.704156e-002	1.074029e-001
6.581873673166261e-004	-2.327875e-003	8.998416e-002	1.388695e-001
6.593592423166261e-004	-1.411554e-003	1.330984e-001	1.627411e-001
6.603814012920198e-004	-5.578882e-004	1.554904e-001	1.672060e-001
6.610266073178609e-004	-2.948432e-005	1.597485e-001	1.603677e-001
6.618914793580726e-004	6.174188e-004	1.541219e-001	1.411561e-001
6.626873699061151e-004	1.111281e-003	1.397539e-001	1.164170e-001
6.638592449061151e-004	1.627921e-003	1.064718e-001	7.228545e-002
6.650311199061151e-004	1.903165e-003	6.521656e-002	2.525011e-002
6.660322183678193e-004	1.929217e-003	2.689906e-002	-1.361449e-002
6.668733376633901e-004	1.801770e-003	-4.523383e-003	-4.236055e-002
6.677231405205187e-004	1.556318e-003	-3.296513e-002	-6.564782e-002
6.686318320571420e-004	1.201511e-003	-5.741376e-002	-8.264550e-002
6.698037070571420e-004	6.709843e-004	-7.934362e-002	-9.343429e-002
6.707384453731144e-004	2.283066e-004	-8.903263e-002	-9.382707e-002
6.713310875090958e-004	-4.352430e-005	-9.038560e-002	-8.947159e-002
6.720948907934466e-004	-3.605254e-004	-8.684636e-002	-7.927533e-002
6.729694904283037e-004	-6.594660e-004	-7.735340e-002	-6.350461e-002
6.741413654283037e-004	-9.394791e-004	-5.810117e-002	-3.837211e-002
6.753132404283037e-004	-1.081382e-003	-3.449031e-002	-1.178129e-002
6.762819264114355e-004	-1.085800e-003	-1.352426e-002	9.277528e-003
6.771215418484751e-004	-1.007250e-003	4.072398e-003	2.522464e-002
6.779686918611290e-004	-8.639762e-004	1.983169e-002	3.797519e-002
6.789193447375828e-004	-6.502758e-004	3.386710e-002	4.752289e-002
6.800912197375828e-004	-3.483707e-004	4.568275e-002	5.299853e-002
6.809860735647747e-004	-1.093046e-004	5.043247e-002	5.272787e-002
6.816106582113881e-004	5.150180e-005	5.097594e-002	4.989440e-002
6.822905578661158e-004	2.085567e-004	4.895671e-002	4.457702e-002
6.832515249961244e-004	3.895558e-004	4.275516e-002	3.457449e-002
6.844233999961244e-004	5.411492e-004	3.164738e-002	2.028325e-002
6.855952749961244e-004	6.136792e-004	1.815270e-002	5.265442e-003
6.865308368082903e-004	6.108219e-004	6.711989e-003	-6.115270e-003
6.873688775419903e-004	5.628660e-004	-3.135669e-003	-1.495586e-002
6.882133535123480e-004	4.794744e-004	-1.186280e-002	-2.193176e-002
6.892056623833451e-004	3.512737e-004	-1.989459e-002	-2.727134e-002
6.903775373833451e-004	1.796605e-004	-2.624883e-002	-3.002170e-002
6.912325378020269e-004	5.093009e-005	-2.855342e-002	-2.962295e-002
6.918876633489546e-004	-4.368785e-005	-2.872482e-002	-2.780737e-002
6.924858719681608e-004	-1.204820e-004	-2.760290e-002	-2.507278e-002
6.935490775693434e-004	-2.304630e-004	-2.352940e-002	-1.868967e-002
6.947209525693434e-004	-3.119193e-004	-1.711649e-002	-1.056618e-002
6.958928275693434e-004	-3.480409e-004	-9.401814e-003	-2.092956e-003
6.967897106993596e-004	-3.433184e-004	-3.209728e-003	3.999959e-003
6.976258453722350e-004	-3.140113e-004	2.291093e-003	8.885330e-003
6.984672317458409e-004	-2.654248e-004	7.108810e-003	1.268273e-002
6.995066324965427e-004	-1.882033e-004	1.169841e-002	1.565068e-002
7.006785074965427e-004	-9.067904e-005	1.508245e-002	1.698671e-002
7.014948551303319e-004	-2.151690e-005	1.616524e-002	1.661709e-002
7.021868508294815e-004	3.407245e-005	1.612437e-002	1.540885e-002
7.028413218599412e-004	7.994701e-005	1.528903e-002	1.361014e-002
7.039719329492854e-004	1.418697e-004	1.260008e-002	9.620817e-003
7.051438079492854e-004	1.824411e-004	8.788373e-003	4.957109e-003
7.063156829492853e-004	1.972142e-004	4.343539e-003	2.020407e-004
7.071652972007243e-004	1.911036e-004	1.046530e-003	-2.966644e-003
7.080023462010312e-004	1.717025e-004	-1.990855e-003	-5.596607e-003
7.088422431479398e-004	1.421747e-004	-4.574359e-003	-7.560027e-003
7.099894358404699e-004	9.217764e-005	-7.184687e-003	-9.120418e-003
7.111613108404699e-004	3.649117e-005	-8.816993e-003	-9.583308e-003
7.118711826487211e-004	2.962207e-006	-9.165659e-003	-9.227865e-003
7.126477012240526e-004	-3.086414e-005	-8.936740e-003	-8.288593e-003
7.134264307339935e-004	-5.936770e-005	-8.184616e-003	-6.937895e-003
7.145983057339935e-004	-9.066590e-005	-6.352512e-003	-4.448528e-003
7.157701807339934e-004	-1.081388e-004	-4.029326e-003	-1.758412e-003
7.168101681686977e-004	-1.110216e-004	-1.752894e-003	5.785608e-004
7.176532403568211e-004	-1.045543e-004	6.647733e-005	2.262117e-003
7.185064590903256e-004	-9.108651e-005	1.734739e-003	3.647556e-003
7.193651210533833e-004	-7.234902e-005	3.104737e-003	4.624066e-003
7.205369960533833e-004	-4.225134e-005	4.432723e-003	5.320001e-003
7.215188969287743e-004	-1.560681e-005	5.076711e-003	5.404454e-003
7.221229090674263e-004	3.645794e-007	5.182639e-003	5.174983e-003
7.229526285456851e-004	2.032928e-005	4.987829e-003	4.560915e-003
7.237741250429910e-004	3.669154e-005	4.495394e-003	3.724872e-003
7.249460000429910e-004	5.317644e-005	3.406911e-003	2.290206e-003
7.261178750429910e-004	6.180746e-005	2.063522e-003	7.655653e-004
