0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
1.000000000000000e-012	5.000000e+000	1.684333e-016	-9.536743e-010
1.006218055824306e-007	4.997504e+000	1.725736e-006	-4.991437e-005
2.012426111648611e-007	4.995042e+000	6.361088e-006	-9.915846e-005
3.018634167472917e-007	4.992614e+000	1.390606e-005	-1.477332e-004
4.024842223297222e-007	4.990218e+000	2.436064e-005	-1.956387e-004
5.031050279121529e-007	4.987856e+000	3.772484e-005	-2.428748e-004
6.037258334945834e-007	4.985528e+000	5.399866e-005	-2.894416e-004
7.043466390770138e-007	4.983233e+000	7.318209e-005	-3.353391e-004
1.351202004372529e-006	4.969072e+000	2.479814e-004	-6.185498e-004
2.283300575974092e-006	4.950465e+000	6.559917e-004	-9.907069e-004
3.648201188986124e-006	4.926606e+000	1.547725e-003	-1.467888e-003
5.467123621362322e-006	4.900110e+000	3.195845e-003	-1.997803e-003
7.943280596541306e-006	4.871865e+000	6.117259e-003	-2.562699e-003
1.116670146744295e-005	4.845217e+000	1.079464e-002	-3.095668e-003
1.546933640223602e-005	4.821796e+000	1.808297e-002	-3.564070e-003
2.081418100025280e-005	4.804611e+000	2.815196e-002	-3.907780e-003
2.705196771856625e-005	4.794273e+000	4.071685e-002	-4.114543e-003
3.469381684834640e-005	4.788826e+000	5.668830e-002	-4.223480e-003
4.425618943710137e-005	4.786726e+000	7.700405e-002	-4.265481e-003
5.708753986639250e-005	4.786721e+000	1.043666e-001	-4.265571e-003
7.518543575193311e-005	4.788061e+000	1.427866e-001	-4.238793e-003
1.041362306179401e-004	4.790663e+000	2.035288e-001	-4.186743e-003
1.588532811378342e-004	4.795561e+000	3.157515e-001	-4.088771e-003
2.682873821776225e-004	4.804958e+000	5.310524e-001	-3.900843e-003
4.635998821776225e-004	4.820757e+000	8.930610e-001	-3.584853e-003
6.589123821776226e-004	4.835412e+000	1.228833e+000	-3.291765e-003
8.542248821776226e-004	4.848868e+000	1.537154e+000	-3.022639e-003
1.049537382177623e-003	4.861224e+000	1.820267e+000	-2.775516e-003
1.244849882177623e-003	4.872570e+000	2.080234e+000	-2.548597e-003
1.440162382177623e-003	4.882988e+000	2.318946e+000	-2.340231e-003
1.635474882177622e-003	4.892555e+000	2.538142e+000	-2.148900e-003
1.830787382177622e-003	4.901340e+000	2.739417e+000	-1.973212e-003
2.026099882177623e-003	4.909406e+000	2.924236e+000	-1.811887e-003
2.221412382177623e-003	4.916812e+000	3.093945e+000	-1.663752e-003
2.416724882177623e-003	4.923614e+000	3.249779e+000	-1.527728e-003
2.612037382177623e-003	4.929859e+000	3.392872e+000	-1.402825e-003
2.807349882177623e-003	4.935594e+000	3.524267e+000	-1.288134e-003
3.002662382177623e-003	4.940859e+000	3.644919e+000	-1.182819e-003
3.197974882177624e-003	4.945694e+000	3.755707e+000	-1.086115e-003
3.393287382177624e-003	4.950134e+000	3.857437e+000	-9.973176e-004
3.588599882177624e-003	4.954211e+000	3.950850e+000	-9.157796e-004
3.783912382177624e-003	4.957954e+000	4.036625e+000	-8.409076e-004
3.979224882177624e-003	4.961392e+000	4.115388e+000	-7.721572e-004
4.174537382177625e-003	4.964549e+000	4.187712e+000	-7.090278e-004
4.369849882177625e-003	4.967447e+000	4.254123e+000	-6.510592e-004
4.565162382177625e-003	4.970109e+000	4.315104e+000	-5.978308e-004
4.760474882177625e-003	4.972552e+000	4.371099e+000	-5.489535e-004
4.955787382177625e-003	4.974796e+000	4.422516e+000	-5.040727e-004
5.151099882177625e-003	4.976857e+000	4.469729e+000	-4.628611e-004
5.346412382177626e-003	4.978749e+000	4.513083e+000	-4.250188e-004
5.541724882177626e-003	4.980487e+000	4.552892e+000	-3.902707e-004
5.737037382177626e-003	4.982082e+000	4.589447e+000	-3.583627e-004
5.932349882177626e-003	4.983547e+000	4.623012e+000	-3.290639e-004
6.127662382177626e-003	4.984892e+000	4.653833e+000	-3.021607e-004
6.322974882177626e-003	4.986127e+000	4.682135e+000	-2.774568e-004
6.518287382177627e-003	4.987261e+000	4.708123e+000	-2.547727e-004
6.713599882177627e-003	4.988303e+000	4.731986e+000	-2.339435e-004
6.908912382177627e-003	4.989259e+000	4.753898e+000	-2.148166e-004
7.104224882177627e-003	4.990137e+000	4.774019e+000	-1.972537e-004
7.299537382177627e-003	4.990944e+000	4.792495e+000	-1.811271e-004
7.494849882177627e-003	4.991684e+000	4.809460e+000	-1.663179e-004
7.690162382177628e-003	4.992364e+000	4.825038e+000	-1.527205e-004
7.885474882177628e-003	4.992988e+000	4.839342e+000	-1.402345e-004
8.080787382177627e-003	4.993562e+000	4.852477e+000	-1.287694e-004
8.276099882177626e-003	4.994088e+000	4.864538e+000	-1.182418e-004
8.471412382177626e-003	4.994571e+000	4.875613e+000	-1.085744e-004
8.666724882177625e-003	4.995015e+000	4.885783e+000	-9.969759e-005
8.862037382177624e-003	4.995422e+000	4.895121e+000	-9.154606e-005
9.057349882177624e-003	4.995797e+000	4.903696e+000	-8.406162e-005
9.252662382177623e-003	4.996140e+000	4.911569e+000	-7.718945e-005
9.447974882177622e-003	4.996456e+000	4.918799e+000	-7.087898e-005
9.643287382177622e-003	4.996746e+000	4.925438e+000	-6.508398e-005
9.838599882177621e-003	4.997012e+000	4.931534e+000	-5.976295e-005
1.003391238217762e-002	4.997256e+000	4.937131e+000	-5.487680e-005
1.022922488217762e-002	4.997480e+000	4.942271e+000	-5.039024e-005
1.042453738217762e-002	4.997686e+000	4.946991e+000	-4.627037e-005
