time,Vin,VL,I
0.0,-0.0073573229980523425,0.01091434052152994,5.843736869990543e-06
1e-12,4.987531389783352,5.005140427731608,-5.7812746241122584e-06
1.006218055824302e-07,4.995622418649397,4.956111644654672,-6.668316142311374e-05
2.012426111648604e-07,4.968310884485589,4.89260114365336,-0.00010140489673434246
3.018634167472906e-07,4.9809226603859615,4.830596219511763,-0.00014174077405277536
4.024842223297208e-07,4.991569989168679,4.788870187941635,-0.0002105765221884885
5.031050279121511e-07,4.973244399683247,4.744782612946532,-0.0002630298277067409
6.037258334945813e-07,4.983196301792958,4.704499855960762,-0.00029063131289911695
7.043466390770112e-07,4.980919795738951,4.6474292068371055,-0.0003376725241658328
1.408692320136297e-06,4.97263994230962,4.32351361820294,-0.0006381364961155066
2.817383682254867e-06,4.94203555290299,3.781557933612069,-0.0011693583419162073
5.634766406492009e-06,4.8904170695987546,2.8876074372481444,-0.002017554231013017
8.896428867589664e-06,4.855938114094916,2.130371392790245,-0.002736062536058249
1.308043065127945e-05,4.820789726573202,1.4850938904633877,-0.0033443360559835167
1.760433874716838e-05,4.814043313585293,1.0711512592571246,-0.003750751338945108
2.337448927663391e-05,4.790688626842311,0.7741179142596292,-0.004064844512605494
2.996595076572075e-05,4.790913948704224,0.5940764858618568,-0.004186816190100261
3.86180993395262e-05,4.797857189257164,0.49008466608428003,-0.00429598557120208
4.924381598131339e-05,4.803061058342503,0.44597247851796207,-0.0043344528375973196
6.441834654390473e-05,4.774707063908042,0.4340400438794557,-0.0043422498943086795
7.834534500210605e-05,4.777396920406595,0.4419797578339933,-0.00435352034745568
0.000100000001,4.766200088068663,0.4411272881374764,-0.004361641661643321
0.000100000002,-0.2113450849515546,-4.567356997640718,-0.004357203871618914
0.0001003834812150934,-0.21870474103010878,-4.367697424165159,-0.004154053364116714
0.0001007669604301868,-0.20852292950139606,-4.192542294114396,-0.003981101657340378
0.0001011504396452801,-0.17941839889921546,-4.012308715382036,-0.0038168144344570614
0.0001015339188603735,-0.18687110180247696,-3.8341318618711733,-0.003664606981825424
0.0001019173980754669,-0.19338442694179755,-3.6700720168580694,-0.0035093996242533104
0.0001023008772905603,-0.1716373696120408,-3.528338568624591,-0.0033596413131527837
0.0001026843565056537,-0.14977882129143716,-3.389748950224288,-0.0032481241190144153
0.0001053687110913073,-0.12309454219889232,-2.5145411897821033,-0.0024029072859867826
0.0001086956249144204,-0.07843071712196945,-1.7370492855553388,-0.001647936428649734
0.0001119639035720452,-0.0525198574265656,-1.1894092251083423,-0.0011254593988391478
0.0001154609944414509,-0.04397237751829941,-0.7929166123687048,-0.0007551543563358971
0.0001187056870236837,-0.04114750537203395,-0.5375973998690153,-0.0005077387880281011
0.0001220981154500245,-0.01688832149940081,-0.36627219120650034,-0.00034295442629732803
0.0001253581728022127,-0.013023390390779557,-0.2454408121039757,-0.00021310343974546928
0.0001287423259148068,-0.015543592799774911,-0.17348444772012353,-0.000173407668185503
0.0001320274442608211,-0.00813081914363234,-0.1242586089642389,-0.0001171887172530269
0.000135394898616382,-0.010328899757829208,-0.07452940839794826,-6.103864948939141e-05
0.000138690973451643,0.01576525433311307,-0.0529997823473681,-5.894122946137963e-05
0.0001420467839056316,0.01592939334052924,-0.02392282534379682,-4.354649609572324e-05
0.000145352414899642,0.0022027287494809276,-0.010108981096090257,-2.322831716392188e-05
0.0001487005137521484,-0.009150845311882936,-0.0313643096721786,-1.3772664835092435e-05
0.0001520127379925654,0.0031085597827662965,-0.010465626707852024,-1.9976304924501627e-05
0.0001553551512366237,-0.006097855388411458,-0.004868839352033907,8.911220078294442e-06
0.0001586720605375406,-0.013465623275365825,-0.01221196662694305,-1.8501287651987094e-05
0.0001620104780323256,0.00135449309257002,-0.010792517230396015,-2.12112312455174e-06
0.0001653307455221533,0.006450295007430334,0.005694463366962903,7.803112342454093e-06
0.0001686663182532579,-0.01795586757057044,-0.003364000200419653,7.774588616495801e-06
0.000171988972299126,-0.002177099881951159,0.015252628072816455,-1.3200180004669968e-05
0.0001753225209115957,0.003378923357033872,-0.0054150460387884965,8.061758639007411e-07
0.0001786468758136735,-0.018804321087423484,-0.005566639679533337,-8.778477337192413e-06
0.0001819789852356694,-0.0028967954969249103,-0.013423101756907847,-1.2755222148171948e-07
0.0001853045512603895,-0.005867775612132315,-0.01356378384771007,-4.47761668043831e-06
0.0001886356366166336,-0.006199744951421972,-0.006310245118559293,-1.1575001666449915e-05
0.0001919620649059965,0.0050506201153906255,0.005064728663712116,4.679778565686845e-07
0.0001952924216330282,0.00038388834317143835,0.029272609386744506,-2.8719904526272e-06
0.0001972389276074418,0.0051996271065719414,0.0003257924150660725,1.4127059151386785e-05
0.0002,0.011171829093373378,-0.0051869520390440986,-2.1771691452200274e-05
0.000200000001,4.994477534529711,4.994571283862673,1.6930254980305344e-06
0.0002001917405992339,4.97260681037902,4.896446923268879,-0.00011412250958546566
0.0002003834801984677,4.98533740488652,4.804657567723425,-0.00017370405442896768
0.0002005752197977015,4.991382236550495,4.720065753449906,-0.0002677460558281131
0.0002007669593969354,4.98565325554882,4.652002052261749,-0.00035261439473923133
0.0002009586989961692,4.9797840241134415,4.525134170274792,-0.00043828596177815046
0.0002011504385954031,4.975363930099971,4.4458839286239416,-0.0005313922946094387
0.0002013421781946369,4.976824591235046,4.350335746559007,-0.0006221234758163831
0.0002026843554692739,4.9438005639622205,3.819478718351244,-0.0011350466414635925
0.0002053687100185477,4.912104093445659,2.983211964996842,-0.0019486051699881303
0.0002086264972066821,4.851026008996442,2.2008597639850893,-0.002679674124341362
0.0002127132135327125,4.817326496932721,1.5367594976311274,-0.003287179366297467
0.0002172253324830707,4.803963803312114,1.0973738734187422,-0.0037207102917324315
0.0002228589284538447,4.791486142835688,0.7824870759413378,-0.004010798353012966
0.0002293969092825177,4.778220349489058,0.600493732225268,-0.004192455827528911
0.0002378262445404248,4.796946317425817,0.4992693313492995,-0.0042754221700868275
0.0002482878223586777,4.769017572493773,0.46688831327926833,-0.004338383652003355
0.0002629527139615032,4.7873970939981705,0.44040141494024126,-0.004322100122528179
0.0002789944741296188,4.797924984790739,0.44915496404933103,-0.00435207636760633
0.000300000001,4.772042233974421,0.4400738731609589,-0.004339851229270865
0.000300000002,-0.22373507394589354,-4.568772157549386,-0.004351876280204822
0.0003003834812098963,-0.2084995426465544,-4.363427688980742,-0.004164475562191538
0.0003007669604197925,-0.1987403759770479,-4.185692466142267,-0.003994415537345623
0.0003011504396296888,-0.19266269369901412,-4.0018739050775265,-0.003821804956989796
0.0003015339188395851,-0.17553934401889057,-3.8401089210670505,-0.0036501875148571205
0.0003019173980494814,-0.18202715930531904,-3.6710708828834937,-0.0035009681613177674
0.0003023008772593776,-0.17545702899135135,-3.532790094247584,-0.0033511541285706353
0.0003026843564692739,-0.14103117446639643,-3.37381953803875,-0.0032237466547883863
0.0003053687110185477,-0.11749885089429152,-2.528539704930663,-0.0024240702964293216
0.0003086956248302479,-0.0680108676456969,-1.7215685572788078,-0.0016486074652061115
0.0003119639034912753,-0.05624873543556339,-1.1790255844342825,-0.00111597580003096
0.0003154609943662152,-0.04416363220218662,-0.7728715995830513,-0.0007500308400155244
0.0003187056869482356,-0.03557812624023478,-0.5350387355208651,-0.0005222606170598453
0.0003220981153742332,-0.009089912743740084,-0.3566353061564099,-0.0003478471653280759
0.0003253581727255073,-0.03059532981032908,-0.23843690824071612,-0.00023799434246604307
0.0003287423258386095,-0.010214877913838922,-0.15169478828067062,-0.00017233339137317756
0.0003320274441844013,-0.009610224649160518,-0.11855852612863417,-0.00010827962752087884
0.0003353948985402919,0.0005593887991613132,-0.0846209093453904,-6.973693571378209e-05
0.0003386909733752804,0.0023345622906757475,-0.06153611786448539,-4.799300981653955e-05
0.0003420467838294709,0.0018132031196079212,-0.014799482553083654,-2.2190255996328915e-05
0.0003453524148233032,-0.002087303044222333,-0.028921203407674595,-1.7305342497989565e-05
0.0003487005136759662,-0.013136987369513142,-0.021087818907031153,-2.3853102135496082e-05
0.0003520127379162566,-0.012171738202702847,-0.011805885697505687,-3.7083132776420488e-06
0.0003553551511604232,-0.010755846279952356,-0.004327819058593512,-5.533564235498517e-06
0.0003586720604612487,0.006914309166952348,-0.0022759860360173417,1.2778153865229128e-05
0.000362010477956111,-0.024729173816436124,0.010905224527343847,1.4160488432165824e-06
0.000365330745445874,0.0069083712746922,0.004078500308520835,-1.8914843577578538e-06
0.0003686663181770335,0.004179344102930548,-0.008035573565241932,8.231119583720989e-06
0.0003719889722228554,-0.006456804841611734,0.010858728930544822,-1.2234648547462264e-05
0.0003753225208353642,-0.006958322117947645,-0.02246000739080737,1.3416252137176946e-05
0.0003786468757374091,-0.014748000303174205,-0.001450542427820116,-8.686434211656635e-06
0.0003819789851594329,-0.001966526230067012,0.017254241599808894,1.2772269096101995e-05
0.0003853045511841295,-0.0035596610712849224,0.00317583009477736,8.142657973075614e-06
0.0003886356365403934,0.005712020043367825,0.001283516047445213,4.13624991834029e-06
0.0003919620648297397,-0.006441679612472713,-0.012747989537100598,1.1126724541779141e-05
0.0003952924215567854,0.006665912828538154,0.00813103618271076,-1.4732923871708405e-05
0.0003972389274549325,-0.018977740370606698,0.009379671506024602,-4.384318387660764e-06
0.0004,0.00753951958748135,-0.006205294810505675,-1.998132839530692e-05
0.000400000001,4.996254005112251,5.001597457372199,1.0807872828767555e-05
0.0004001917405992338,4.996043374869639,4.900782854037285,-0.00010090374780982267
0.0004003834801984677,5.0127649259703055,4.823113327023702,-0.00019263259606184074
0.0004005752197977015,4.995366790861322,4.720923274473497,-0.00027533189475657956
0.0004007669593969354,4.979775258318571,4.595112319291229,-0.00034906156478268786
0.0004009586989961693,4.970452731858053,4.53418773709758,-0.0004379162644111125
0.0004011504385954031,4.976459598931424,4.427098193594905,-0.0005315898804096606
0.000401342178194637,4.984729973844304,4.350940673137127,-0.0005998151204016076
0.0004026843554692739,4.943943190269004,3.8093602158448596,-0.0011410381133823986
0.0004053687100185477,4.912755123679479,2.9696537292439613,-0.0019438480103311066
0.0004086264972066487,4.867725549763953,2.1863042766172693,-0.0026896977649383163
0.0004127132135326668,4.841871378679941,1.5449451734540276,-0.0032882040452370787
0.0004172253324829893,4.804632979309014,1.0891335550235963,-0.003703963134429621
0.0004228589284537453,4.812887786671162,0.7821237149518173,-0.004006113710238733
0.0004293969092823648,4.789856151784666,0.6105050500726623,-0.004183781220268539
0.0004378262445402267,4.790399185091214,0.49627646473423564,-0.004271935177288914
0.0004482878223583731,4.805377680682979,0.4492602970100848,-0.004324138591454874
0.0004629527139610658,4.767779107332533,0.4384129643627479,-0.004337813676231943
0.000478994474129937,4.7713763585216435,0.4239116904473723,-0.004332480538385264
0.000500000001,4.778554813175429,0.43846532352894785,-0.004341288700716794
0.000500000002,-0.2182785852740506,-4.577085121990561,-0.004359654014896843
0.0005003834812098962,-0.2036580817365673,-4.367135970572959,-0.004166161745244521
0.0005007669604197926,-0.19751553271959335,-4.188415395345474,-0.003988301953340115
0.0005011504396296888,-0.19527011719132784,-3.9858956647488646,-0.0038236571204809345
0.0005015339188395851,-0.20931944463840454,-3.8464130460869606,-0.0036651347061860537
0.0005019173980494813,-0.19696319287247058,-3.684192710149385,-0.0035050249585647816
0.0005023008772593777,-0.175119605612811,-3.537602681889502,-0.003351597885022431
0.0005026843564692739,-0.16466465880612105,-3.3780634812172416,-0.0032354692409713435
0.0005053687110185477,-0.11723621654487408,-2.5241842758707937,-0.002397688372729915
0.0005086956248302482,-0.08613352799781707,-1.7257096499863893,-0.0016365567430320354
0.0005119639034912755,-0.054611135172457734,-1.198080292786854,-0.0011260475221301692
0.0005154609943662154,-0.027516930624373867,-0.7930922086297016,-0.0007371558681161341
0.0005187056869482358,-0.03759556050733981,-0.5523067665169598,-0.0005234384815868174
0.0005220981153742333,-0.0040104979746553165,-0.3714524382014885,-0.0003691786517420373
0.0005253581727255074,-0.007425205277297731,-0.2405347746551276,-0.00022914061091812226
0.0005287423258386096,-0.011311661205754607,-0.16464136695400353,-0.00016713156789353596
0.0005320274441844013,0.01277559256454407,-0.1044357444458555,-0.0001113894322230101
0.0005353948985402919,0.01022136106262892,-0.09365018165508063,-6.815170757370193e-05
0.0005386909733752804,-0.008757131227664739,-0.05333238638074949,-4.096350390980613e-05
0.000542046783829471,0.015517806409579973,-0.02387617865363366,-5.071697904075952e-05
0.0005453524148233032,0.00967026493317356,-0.016434729451125677,-2.728235934582375e-05
0.0005487005136759662,-0.01750614371361729,-0.021856518745128135,-8.447554336140893e-06
0.0005520127379162566,-0.0026604436164412563,0.007104765162765427,-4.854186374878044e-06
0.0005553551511604232,-0.006862914905508438,-0.008248264620441903,-1.3785737537066057e-06
0.0005586720604612487,0.003781931788627623,-0.016201989906102485,2.102606196981862e-06
0.0005620104779561109,0.004015899926174739,0.013905423876112214,-1.4147002866801498e-06
0.0005653307454458739,-0.0076323837043270615,-0.016604393921524054,2.4745486996129784e-05
0.0005686663181770334,-0.01247618742716739,0.008125446636282266,-1.1970121522704355e-05
0.0005719889722228554,0.0013981809135773134,-0.005226954731488405,1.3864525351728687e-05
0.0005753225208353642,0.0024507794761268777,0.020660230297792407,-1.1951475889533924e-06
0.0005786468757374092,-0.004566404226922297,-0.019304032234189115,8.96588025335323e-06
0.0005819789851594328,-0.0032829784205382134,0.0096705345050543,-1.5773127824025107e-05
0.0005853045511841295,-0.007939989745080143,0.02152779374500631,2.8961696541273363e-06
0.0005886356365403934,0.002248683993560552,0.011726650171440376,-9.9975459033476e-06
0.0005919620648297397,0.025477145676409692,-0.007747410397620123,1.0018379687752377e-05
0.0005952924215567854,0.0024117328681629107,0.01092209752054797,-1.1092989711234857e-05
0.0005972389274549327,0.007600708732672905,-0.014757491480546725,6.408809358077047e-06
0.0005999999989999998,-0.001252913274988693,0.008207455207689592,-1.868185189675469e-05
0.0006,0.002864014661974657,-0.014864832243306446,5.468091301040794e-06
