0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
1.000000000000000e-012	5.000000e+000	4.999999e+000	-9.536743e-010
1.006218055824302e-007	4.997504e+000	4.947574e+000	-4.993002e-005
2.012426111648604e-007	4.995041e+000	4.895869e+000	-9.917255e-005
3.018634167472906e-007	4.992614e+000	4.844885e+000	-1.477286e-004
4.024842223297208e-007	4.990220e+000	4.794622e+000	-1.955980e-004
5.031050279121511e-007	4.987861e+000	4.745080e+000	-2.427810e-004
6.037258334945813e-007	4.985536e+000	4.696259e+000	-2.892774e-004
7.043466390770112e-007	4.983245e+000	4.648158e+000	-3.350873e-004
1.408692320136297e-006	4.968062e+000	4.329315e+000	-6.387477e-004
2.817383682254867e-006	4.941704e+000	3.775794e+000	-1.165910e-003
5.634766406492009e-006	4.899412e+000	2.887644e+000	-2.011768e-003
8.896428867589664e-006	4.863623e+000	2.136079e+000	-2.727544e-003
1.308043065127945e-005	4.833181e+000	1.496795e+000	-3.336386e-003
1.760433874716838e-005	4.812921e+000	1.071328e+000	-3.741593e-003
2.337448927663391e-005	4.798501e+000	7.685212e-001	-4.029980e-003
2.996595076572075e-005	4.790183e+000	5.938402e-001	-4.196343e-003
3.861809933952620e-005	4.785515e+000	4.958230e-001	-4.289692e-003
4.924381598131339e-005	4.783493e+000	4.533441e-001	-4.330148e-003
6.441834654390473e-005	4.782750e+000	4.377364e-001	-4.345013e-003
7.834534500210605e-005	4.782621e+000	4.350471e-001	-4.347574e-003
1.000000010000000e-004	4.782609e+000	4.347778e-001	-4.347831e-003
1.000000020000000e-004	-2.173915e-001	-4.565221e+000	-4.347830e-003
1.003834812150934e-004	-2.081085e-001	-4.370279e+000	-4.162171e-003
1.007669604301868e-004	-1.992527e-001	-4.184307e+000	-3.985055e-003
1.011504396452801e-004	-1.908241e-001	-4.007306e+000	-3.816482e-003
1.015339188603735e-004	-1.828226e-001	-3.839274e+000	-3.656451e-003
1.019173980754669e-004	-1.752482e-001	-3.680212e+000	-3.504964e-003
1.023008772905603e-004	-1.681010e-001	-3.530121e+000	-3.362020e-003
1.026843565056537e-004	-1.613809e-001	-3.389000e+000	-3.227619e-003
