f,T
2000.0,0.04484241048259863
2282.82828282828,0.044243805746094135
2565.65656565657,0.06105810742957611
2848.48484848485,0.05452855110325783
3131.31313131313,0.059269267272493306
3414.14141414141,0.07177961019233797
3696.9696969697,0.07234486200912535
3979.79797979798,0.06423303440536547
4262.62626262626,0.08910160557405895
4545.45454545454,0.10471475986744364
4828.28282828283,0.09816407305375273
5111.11111111111,0.10490340251890472
5393.93939393939,0.13093119105739529
5676.76767676767,0.12937065522468003
5959.59595959596,0.13706065364095013
6242.42424242424,0.12470919458010236
6525.25252525252,0.1425828920732816
6808.08080808081,0.15270690060684514
7090.90909090909,0.16138002951897482
7373.73737373737,0.1699105235092763
7656.56565656565,0.18534854059006647
7939.39393939394,0.18979544793385386
8222.22222222222,0.21071421505928734
8505.0505050505,0.21414931337387733
8787.87878787878,0.22311006761061114
9070.70707070707,0.24282008217603412
9353.53535353535,0.24917734702908811
9636.36363636363,0.2741802039612521
9919.19191919192,0.29369732510068197
10202.0202020202,0.3220744305750612
10484.8484848485,0.31620685428831574
10767.6767676768,0.3469212144261588
11050.505050505,0.37488868465703945
11333.3333333333,0.40145842236433155
11616.1616161616,0.42388387544846307
11898.9898989899,0.4405893832886884
12181.8181818182,0.48342279862635995
12464.6464646465,0.5130744872228187
12747.4747474747,0.5449962945570224
13030.303030303,0.5878288604790372
13313.1313131313,0.6340498020526262
13595.9595959596,0.6787124549890363
13878.7878787879,0.7263751121711148
14161.6161616162,0.7647694757837427
14444.4444444444,0.8195912619557101
14727.2727272727,0.8579054067800725
15010.101010101,0.8876141113773712
15292.9292929293,0.9299298010861146
15575.7575757576,0.9500660728728644
15858.5858585859,0.9608269034334574
16141.4141414141,0.9670450608514685
16424.2424242424,0.9491007302970113
16707.0707070707,0.9287044588918306
16989.898989899,0.8966877061855251
17272.7272727273,0.8578215365896495
17555.5555555555,0.8087855020337432
17838.3838383838,0.7746119037124052
18121.2121212121,0.7468398018415926
18404.0404040404,0.6928918834844848
18686.8686868687,0.6715536830394627
18969.696969697,0.630227930062597
19252.5252525252,0.6054718387768362
19535.3535353535,0.5760075797879591
19818.1818181818,0.5736389704818879
20101.0101010101,0.5227115662419798
20383.8383838384,0.5161935964566794
20666.6666666667,0.48775314938710457
20949.4949494949,0.46662186428544505
21232.3232323232,0.44592376233345377
21515.1515151515,0.43548869650730443
21797.9797979798,0.41729197060494166
22080.8080808081,0.41604356513693236
22363.6363636364,0.39352979367980284
22646.4646464646,0.3810009901887938
22929.2929292929,0.37608186329839477
23212.1212121212,0.36422069004688956
23494.9494949495,0.34602489082157273
23777.7777777778,0.3353275529183499
24060.606060606,0.34500294131699466
24343.4343434343,0.32754496114448295
24626.2626262626,0.32593542683410376
24909.0909090909,0.30926622517927793
25191.9191919192,0.30237460453796344
25474.7474747475,0.2868096559797
25757.5757575757,0.29013667006892896
26040.404040404,0.26957116235861284
26323.2323232323,0.2795259434194562
26606.0606060606,0.2705157323122182
26888.8888888889,0.26629692388543824
27171.7171717172,0.24959474335494408
27454.5454545454,0.25018762041160714
27737.3737373737,0.24937660281241483
28020.202020202,0.2355613585854173
28303.0303030303,0.21356845371678146
28585.8585858586,0.2418257068488007
28868.6868686869,0.242640188596948
29151.5151515151,0.23266125993676584
29434.3434343434,0.2251266218036676
29717.1717171717,0.21951902467608675
30000.0,0.21236940711248045
