t,VRc,Cid
7.059828797900797e-002,4.459687,1
7.060878718452522e-002,4.418324,1
7.062978559555973e-002,4.353067,1
7.067178241762873e-002,4.282009,1
7.070120463462162e-002,4.285075,1
7.071847542979524e-002,4.319208,1
7.073537096592714e-002,4.377571,1
7.075636763312486e-002,4.473726,1
7.077536746771110e-002,4.578855,1
7.080623891648895e-002,4.762666,1
7.085584408857142e-002,4.997265,1
7.091836183087574e-002,5.108973,1
7.095306099168622e-002,5.039711,1
7.098358882893927e-002,4.903558,1
7.101709188790883e-002,4.742721,1
7.104831926448657e-002,4.597792,1
7.104929512000463e-002,4.593355,1
7.105124683104074e-002,4.584497,1
7.105515025311296e-002,4.566714,1
7.106295709725739e-002,4.531245,1
7.106310133346935e-002,4.530592,1
7.106338980589326e-002,4.529289,1
7.106396675074107e-002,4.526679,1
7.106512064043671e-002,4.521461,1
7.106742841982799e-002,4.511048,1
7.107204397861056e-002,4.490311,1
7.108127509617568e-002,4.449581,1
7.109973733130591e-002,4.375046,1
7.113559568370301e-002,4.266138,1
7.117709667215973e-002,4.207642,1
7.120309760264375e-002,4.222696,1
7.121989289939545e-002,4.263597,1
7.123708146778320e-002,4.330457,1
7.126018951081903e-002,4.447216,1
7.128158739648821e-002,4.575507,1
7.131630430378648e-002,4.789357,1
7.137176986745029e-002,5.024825,1
7.143695234656443e-002,5.068724,1
7.146709921347931e-002,4.979575,1
7.150865060044247e-002,4.782987,1
7.154329194478315e-002,4.620451,1
7.159346036486647e-002,4.401455,1
7.162315176655289e-002,4.289831,1
7.162846092282192e-002,4.274865,1
7.163907923536000e-002,4.254527,1
7.166031586043617e-002,4.239713,1
7.170278911058850e-002,4.274817,1
7.171966172240964e-002,4.317404,1
7.173680220626361e-002,4.389149,1
7.176008512420756e-002,4.512157,1
7.178141755483621e-002,4.643327,1
7.181602983113233e-002,4.858684,1
7.187133762877598e-002,5.090227,1
7.193739677512402e-002,5.12518,1
7.196728344161274e-002,5.032953,1
7.200794962453831e-002,4.837856,1
7.204306707620307e-002,4.670351,1
7.204387930907664e-002,4.666551,1
7.204550377482377e-002,4.658998,1
7.204875270631803e-002,4.643909,1
7.205476268629914e-002,4.616206,1
7.206678264626136e-002,4.561293,1
7.206715827001017e-002,4.559589,1
7.206790951750781e-002,4.556189,1
7.206941201250310e-002,4.54937,1
7.207241700249366e-002,4.535741,1
7.207842698247477e-002,4.508657,1
7.209044694243699e-002,4.456074,1
7.211448686236144e-002,4.366223,1
7.215974239331995e-002,4.261433,1
7.220033640975004e-002,4.246027,1
7.221782617053499e-002,4.276178,1
7.223458894756947e-002,4.333155,1
7.225298243089620e-002,4.416025,1
7.226985623782384e-002,4.508319,1
7.229729993990676e-002,4.675025,1
7.234158380465010e-002,4.904325,1
7.241100403644518e-002,5.075994,1
7.245261410093067e-002,5.018079,1
7.248205366661659e-002,4.893499,1
7.251640925698910e-002,4.730704,1
7.254868764265801e-002,4.586187,1
7.254969634221016e-002,4.581911,1
7.255171374131447e-002,4.573458,1
7.255574853952308e-002,4.555933,1
7.256381813594030e-002,4.520126,1
7.257995732877476e-002,4.448516,1
7.258201253394125e-002,4.439486,1
7.258612294427425e-002,4.421589,1
7.259434376494023e-002,4.386514,1
7.261078540627219e-002,4.323645,1
7.264366868893614e-002,4.235238,1
7.268388121262018e-002,4.194149,1
7.270563667368961e-002,4.214146,1
7.272179814961859e-002,4.257663,1
7.273938722469978e-002,4.328631,1
7.276105048749448e-002,4.440499,1
7.278298813620965e-002,4.573853,1
7.281856710245319e-002,4.792876,1
7.287532868666286e-002,5.014863,1
7.294809823619085e-002,5.017215,1
7.297945474111338e-002,4.910323,1
7.301725479491621e-002,4.740154,1
7.306167609630396e-002,4.571392,1
7.306234637213699e-002,4.569436,1
7.306636802713513e-002,4.559506,1
7.307173023379934e-002,4.544987,1
7.308245464712775e-002,4.51354,1
7.310390347378457e-002,4.452974,1
7.314680112709819e-002,4.368096,1
7.318794660284800e-002,4.34874,1
7.320862634207891e-002,4.376873,1
7.322404707979305e-002,4.422566,1
7.324211816666895e-002,4.497149,1
7.326206844457738e-002,4.599021,1
7.328464400724710e-002,4.731452,1
7.332123998701805e-002,4.940213,1
7.337952157372188e-002,5.141919,1
7.344193122615604e-002,5.122407,1
7.347076689241058e-002,5.017664,1
7.350707558135461e-002,4.84696,1
7.354858860254641e-002,4.671853,1
7.354932738072777e-002,4.669166,1
7.355080493709049e-002,4.664231,1
7.355376004981591e-002,4.65382,1
7.355967027526678e-002,4.631173,1
7.357149072616850e-002,4.581715,1
7.359513162797196e-002,4.485118,1
7.364241343157887e-002,4.34416,1
7.369272569035144e-002,4.286228,1
7.371215985808648e-002,4.305675,1
7.372760731579470e-002,4.349066,1
7.374463520691532e-002,4.416733,1
7.376300536752718e-002,4.508195,1
7.378616778995194e-002,4.641979,1
7.382369759358248e-002,4.853352,1
7.388336599772970e-002,5.055727,1
7.394572002503634e-002,5.031298,1
7.397525051077145e-002,4.923519,1
7.401139398022961e-002,4.756819,1
7.405094483177507e-002,4.595721,1
7.405168416132654e-002,4.593186,1
7.405316282042948e-002,4.588624,1
7.405612013863536e-002,4.579003,1
7.406203477504712e-002,4.558101,1
7.407386404787066e-002,4.512404,1
7.409752259351771e-002,4.422787,1
7.414483968481182e-002,4.288562,1
7.418796127761895e-002,4.240636,1
7.420863716132417e-002,4.260634,1
7.422405522892199e-002,4.302885,1
7.424212807984654e-002,4.375246,1
7.426207213674858e-002,4.47651,1
7.428465001260953e-002,4.61074,1
7.432124967660470e-002,4.827013,1
7.437953675158524e-002,5.037801,1
7.445149288925486e-002,5.022145,1
7.448372118368264e-002,4.908657,1
7.452254999197340e-002,4.733168,1
7.456736185618834e-002,4.560685,1
7.456805669120707e-002,4.558593,1
7.457222570131943e-002,4.547879,1
7.457778438146924e-002,4.532551,1
7.458890174176887e-002,4.500397,1
7.461113646236811e-002,4.442339,1
7.465560590356661e-002,4.370136,1
7.469312581887012e-002,4.36834,1
7.471245659354081e-002,4.402411,1
7.472797661813865e-002,4.452774,1
7.474471749005161e-002,4.524892,1
7.476303597956481e-002,4.62039,1
7.478621757176812e-002,4.75694,1
7.482377784895138e-002,4.967267,1
7.488349136308715e-002,5.16746,1
7.493995907153796e-002,5.145639,1
7.496769980412249e-002,5.043501,1
7.500354425060654e-002,4.872989,1
7.504528336386036e-002,4.689462,1
7.504603297688114e-002,4.68649,1
7.504753220292272e-002,4.680835,1
7.505053065500587e-002,4.668942,1
7.505652755917218e-002,4.643508,1
7.506852136750479e-002,4.590483,1
7.509221192537634e-002,4.487258,1
7.511433763761508e-002,4.402515,1
7.515021804122073e-002,4.30784,1
7.518717931268852e-002,4.272256,1
7.520806091476935e-002,4.291293,1
7.522362129996715e-002,4.331241,1
7.524160038981810e-002,4.400054,1
7.526187557088927e-002,4.499341,1
7.528433029015223e-002,4.628713,1
7.532073376528108e-002,4.837693,1
7.537872840039726e-002,5.03981,1
7.545113223954504e-002,5.018846,1
7.548370673107353e-002,4.903614,1
7.552296386602193e-002,4.726569,1
7.556852843506062e-002,4.551919,1
7.556923011560279e-002,4.549824,1
7.557344019885585e-002,4.539155,1
7.557905364319327e-002,4.523948,1
7.559028053186809e-002,4.492262,1
7.561273430921774e-002,4.436145,1
7.565764186391702e-002,4.369642,1
7.569412622056940e-002,4.373598,1
7.571319907703746e-002,4.410099,1
7.572890045249468e-002,4.462883,1
7.574492340542942e-002,4.533411,1
7.576311258301251e-002,4.629627,1
7.578634214426955e-002,4.767741,1
7.582397866786465e-002,4.979805,1
7.588380500857829e-002,5.181777,1
7.593972283655014e-002,5.161034,1
7.596724998255408e-002,5.059682,1
7.600307506727547e-002,4.888589,1
7.604522316806833e-002,4.701577,1
7.604596790782103e-002,4.698575,1
7.604745738732643e-002,4.692839,1
7.605043634633724e-002,4.680789,1
7.605639426435883e-002,4.655118,1
7.606831010040202e-002,4.602024,1
7.609224241408819e-002,4.496057,1
7.609733452917140e-002,4.474672,1
7.610751875933786e-002,4.434033,1
7.612788721967076e-002,4.368413,1
7.616862414033657e-002,4.292839,1
7.619932951487810e-002,4.290103,1
7.621707391798449e-002,4.321603,1
7.623368405550614e-002,4.374939,1
7.624954837881588e-002,4.442438,1
7.626483214039392e-002,4.521473,1
7.628913796528648e-002,4.66361,1
7.632848197577631e-002,4.879064,1
7.639081934080277e-002,5.076571,1
7.644410858589136e-002,5.042906,1
7.647208692162727e-002,4.935976,1
7.650620121015325e-002,4.776112,1
7.654163376706119e-002,4.625133,1
7.654242289226226e-002,4.622149,1
7.654400114266441e-002,4.616513,1
7.654715764346870e-002,4.604562,1
7.655347064507728e-002,4.578684,1
7.656609664829445e-002,4.524045,1
7.659134865472878e-002,4.415815,1
7.661532207583702e-002,4.328929,1
7.665839936865580e-002,4.235296,1
7.669800680790442e-002,4.225046,1
7.671608689254603e-002,4.257813,1
7.673249066413598e-002,4.314636,1
7.674925612468657e-002,4.391033,1
7.676472351362883e-002,4.47624,1
7.678896138031884e-002,4.62698,1
7.682819776211497e-002,4.857035,1
7.689037775035669e-002,5.073267,1
7.694633292855681e-002,5.048421,1
7.697456168016220e-002,4.942506,1
7.700889620121942e-002,4.782001,1
7.704480127940828e-002,4.630821,1
7.704555357330468e-002,4.628059,1
7.704705816109750e-002,4.622921,1
7.705006733668313e-002,4.61205,1
7.705608568785438e-002,4.588334,1
7.706812239019688e-002,4.53685,1
7.709219579488187e-002,4.435637,1
7.712916776445020e-002,4.312358,1
7.716835581081817e-002,4.243279,1
7.719514423908316e-002,4.247261,1
7.721395548330531e-002,4.283601,1
7.722984128566994e-002,4.336145,1
7.724513325007082e-002,4.403561,1
7.726319064271130e-002,4.500395,1
7.728646908296474e-002,4.642248,1
7.732418328696908e-002,4.864001,1
7.738412451592369e-002,5.076744,1
7.744601480826355e-002,5.056315,1
7.747534407917685e-002,4.949076,1
7.751118297519609e-002,4.78277,1
7.755017147788366e-002,4.622713,1
7.755090610641185e-002,4.620167,1
7.755237536346822e-002,4.61557,1
7.755531387758097e-002,4.605868,1
7.756119090580645e-002,4.584756,1
7.757294496225740e-002,4.538453,1
7.759645307515932e-002,4.446853,1
7.764346930096316e-002,4.307068,1
7.768720491726573e-002,4.251714,1
7.770807977453352e-002,4.268671,1
7.772363549850647e-002,4.30911,1
7.774161765073365e-002,4.378837,1
7.776188200152120e-002,4.479411,1
7.778434075002058e-002,4.610663,1
7.782075064493009e-002,4.823278,1
7.787875485529468e-002,5.03107,1
7.795091583467760e-002,5.015135,1
7.798312961936653e-002,4.901996,1
7.802197137666177e-002,4.726841,1
7.806698924230154e-002,4.554255,1
7.806768352209165e-002,4.552181,1
7.807184920083229e-002,4.541585,1
7.807740343915316e-002,4.526405,1
7.808851191579490e-002,4.494509,1
7.811072886907837e-002,4.436831,1
7.815516277564530e-002,4.365185,1
7.819282462791070e-002,4.363812,1
7.821223321768793e-002,4.398292,1
7.822769862033935e-002,4.448818,1
7.824465554872719e-002,4.522346,1
7.826301293543467e-002,4.61863,1
7.828618009703992e-002,4.755916,1
7.832371743456415e-002,4.96746,1
7.838339699200024e-002,5.169209,1
7.844010846514772e-002,5.148245,1
7.846785754667782e-002,5.046226,1
7.850371288387596e-002,4.875624,1
7.854550327564863e-002,4.691954,1
7.854625006238598e-002,4.688997,1
7.854774363586069e-002,4.683378,1
7.855073078281011e-002,4.671564,1
7.855670507670894e-002,4.64628,1
7.856865366450659e-002,4.593452,1
7.859255084010190e-002,4.489097,1
7.861513028925157e-002,4.403998,1
7.865612377934279e-002,4.302597,1
7.869316958440445e-002,4.276635,1
7.871248905823064e-002,4.300703,1
7.872801701897315e-002,4.344899,1
7.874472649263589e-002,4.411779,1
7.876303932876869e-002,4.503376,1
7.878622301828206e-002,4.637657,1
7.882378662937269e-002,4.84965,1
7.888350507812345e-002,5.052573,1
7.894585031600201e-002,5.028258,1
7.897544449927686e-002,4.920284,1
7.901162607538928e-002,4.753564,1
7.905122150566149e-002,4.592549,1
7.905196039915506e-002,4.590023,1
7.905343818614219e-002,4.585483,1
7.905639376011646e-002,4.575912,1
7.906230490806500e-002,4.555129,1
7.907412720396206e-002,4.509732,1
7.909777179575621e-002,4.420854,1
7.914506097934450e-002,4.288197,1
7.918801755544133e-002,4.241783,1
7.920867865498568e-002,4.262335,1
7.922408648291830e-002,4.304915,1
7.924216610056108e-002,4.377681,1
7.926208629741756e-002,4.479195,1
7.928467304507611e-002,4.613835,1
7.932128683895258e-002,4.830596,1
7.937959496156276e-002,5.041739,1
7.945156217978693e-002,5.02607,1
7.948376885279943e-002,4.912566,1
7.952258677798876e-002,4.73693,1
7.956735401493778e-002,4.564305,1
7.956804910133132e-002,4.562205,1
7.957221961969255e-002,4.551435,1
7.957778031084084e-002,4.536028,1
7.958890169313744e-002,4.503697,1
7.961114445773064e-002,4.44525,1
7.965562998691703e-002,4.372224,1
7.969318683266782e-002,4.369721,1
7.971250185320310e-002,4.403399,1
7.972803294156758e-002,4.453496,1
7.974473004075017e-002,4.525088,1
7.976304064875986e-002,4.620168,1
7.978622516486592e-002,4.756263,1
7.982379008991117e-002,4.96591,1
7.988351048345434e-002,5.165262,1
7.993992192363447e-002,5.142951,1
7.996767986706957e-002,5.040679,1
8.000351907955547e-002,4.870274,1
8.004518722455795e-002,4.687189,1
8.004593859455127e-002,4.684212,1
8.004744133453789e-002,4.67855,1
8.005044681451115e-002,4.666639,1
8.005645777445766e-002,4.64116,1
8.006847969435069e-002,4.588045,1
8.009221099014628e-002,4.484748,1
8.011437334627801e-002,4.400038,1
8.015029687739010e-002,4.305714,1
8.018730559440232e-002,4.270719,1
8.020815393687009e-002,4.290138,1
8.022369133370234e-002,4.33035,1
8.024168553227171e-002,4.399567,1
8.026190729049498e-002,4.498957,1
8.028438188417027e-002,4.628818,1
8.032081702441041e-002,4.838436,1
8.037885888489466e-002,5.041134,1
8.045122348334326e-002,5.02031,1
8.048378722118715e-002,4.905076,1
8.052302298738355e-002,4.728037,1
8.056853034894354e-002,4.553441,1
8.056923190717812e-002,4.551342,1
8.057344125658560e-002,4.540647,1
8.057905372246223e-002,4.525401,1
8.059027865421549e-002,4.493632,1
8.061272851772201e-002,4.437323,1
8.065762824473506e-002,4.370395,1
8.069414341995812e-002,4.37398,1
8.071321184943048e-002,4.410276,1
8.072891634175407e-002,4.462912,1
8.074492694812684e-002,4.533222,1
8.076311390089898e-002,4.629242,1
8.078634428739945e-002,4.767133,1
8.082398212260718e-002,4.978871,1
8.088381040368327e-002,5.180437,1
8.093971427374015e-002,5.159445,1
8.096725471996198e-002,5.058009,1
8.100307615687967e-002,4.886986,1
8.104517211478732e-002,4.700305,1
8.104591786802272e-002,4.697302,1
8.104740937449352e-002,4.691563,1
8.105039238743514e-002,4.679506,1
8.105635841331836e-002,4.653818,1
8.106829046508481e-002,4.600675,1
8.108973807388813e-002,4.505487,1
8.109229053297409e-002,4.49445,1
8.109739545114603e-002,4.473027,1
8.110760528748989e-002,4.432339,1
8.112802496017763e-002,4.366765,1
8.116886430555310e-002,4.29159,1
8.119946626315511e-002,4.289389,1
8.121717603797705e-002,4.321149,1
8.123380682148550e-002,4.374851,1
8.124980811874590e-002,4.4432,1
8.126492868126435e-002,4.521621,1
8.128929489964193e-002,4.66441,1
8.132873453661278e-002,4.880399,1
8.139121162473992e-002,5.077925,1
8.144416926261942e-002,5.043883,1
8.147209733799066e-002,4.936896,1
8.150612349859601e-002,4.777328,1
8.154135922153930e-002,4.626941,1
8.154215060924951e-002,4.62394,1
8.154373338466993e-002,4.61826,1
8.154689893551076e-002,4.606215,1
8.155323003719243e-002,4.580152,1
8.156589224055579e-002,4.525275,1
8.159058223510546e-002,4.419474,1
8.161376725412094e-002,4.334506,1
8.165525478462379e-002,4.238274,1
8.169277247025449e-002,4.220026,1
8.171219454312823e-002,4.249434,1
8.172765048575109e-002,4.298193,1
8.174464482466751e-002,4.37182,1
8.176300894569409e-002,4.469982,1
8.178617360884342e-002,4.612312,1
8.182370697457710e-002,4.837092,1
8.188338065218616e-002,5.051362,1
8.195434268705648e-002,5.029692,1
8.198728513275938e-002,4.911621,1
8.202640416662299e-002,4.734216,1
8.207099835302120e-002,4.56104,1
8.207170163026813e-002,4.558882,1
8.207592129374967e-002,4.547777,1
8.208154751172506e-002,4.532098,1
8.209279994767584e-002,4.499819,1
8.211530481957738e-002,4.443652,1
8.216031456338047e-002,4.378716,1
8.219586762547185e-002,4.384175,1
8.221449348501839e-002,4.420434,1
8.223051026680135e-002,4.47417,1
8.224573796967014e-002,4.540588,1
8.226341556225152e-002,4.632997,1
8.228683483021890e-002,4.770163,1
8.232477277307981e-002,4.979371,1
8.238504456703769e-002,5.176019,1
8.243938533279673e-002,5.150984,1
8.246682391407779e-002,5.048767,1
8.250235711366391e-002,4.878988,1
8.254340303811193e-002,4.696194,1
8.254416720278016e-002,4.693084,1
8.254569553211662e-002,4.687102,1
8.254875219078954e-002,4.674518,1
8.255486550813537e-002,4.647776,1
8.256709214282705e-002,4.593049,1
8.258657139114486e-002,4.50724,1
8.258893172229820e-002,4.497181,1
8.259365238460488e-002,4.477615,1
8.260309370921823e-002,4.43987,1
8.262197635844494e-002,4.376117,1
8.265974165689836e-002,4.295764,1
8.269335134177841e-002,4.281491,1
8.271262390057732e-002,4.309001,1
8.272818481759572e-002,4.354971,1
8.274476388571038e-002,4.422879,1
8.276305323988648e-002,4.515813,1
8.278624564066334e-002,4.651576,1
8.282382309903021e-002,4.865123,1
8.288356204234723e-002,5.069438,1
8.294524957343033e-002,5.045614,1
8.297452903031352e-002,4.938384,1
8.301040043485117e-002,4.77221,1
8.304951231498840e-002,4.611683,1
8.305025368637532e-002,4.609106,1
8.305173642914915e-002,4.604441,1
8.305470191469680e-002,4.594589,1
8.306063288579212e-002,4.573137,1
8.307249482798274e-002,4.526085,1
8.309621871236397e-002,4.433243,1
8.314366648112646e-002,4.292393,1
8.318740999791113e-002,4.238307,1
8.320823085392307e-002,4.256222,1
8.322374924659048e-002,4.297422,1
8.324175594593192e-002,4.368263,1
8.326193352179633e-002,4.469573,1
8.328442455087724e-002,4.60234,1
8.332088587551409e-002,4.817252,1
8.337896678010018e-002,5.027865,1
8.345098420397086e-002,5.013773,1
8.348312380534266e-002,4.90113,1
8.352184411208639e-002,4.72655,1
8.356667153545214e-002,4.554739,1
8.356736336218250e-002,4.552673,1
8.357151432256471e-002,4.54212,1
8.357704893640765e-002,4.526984,1
8.358811816409352e-002,4.495122,1
8.361025661946527e-002,4.437246,1
8.365453353020876e-002,4.364647,1
8.369245890095713e-002,4.362065,1
8.371196208191618e-002,4.396106,1
8.372736114462837e-002,4.446505,1
8.374646770830696e-002,4.529762,1
8.376368693043404e-002,4.620557,1
8.378727608635703e-002,4.760957,1
8.382548379784396e-002,4.974323,1
8.388615348505610e-002,5.174555,1
8.394011496390010e-002,5.149723,1
8.396747010830544e-002,5.047431,1
8.400268665623649e-002,4.879028,1
8.404272369462379e-002,4.700687,1
8.404349037367254e-002,4.697566,1
8.404502373177003e-002,4.691559,1
8.404809044796502e-002,4.678908,1
8.405422388035500e-002,4.652007,1
8.406649074513496e-002,4.596983,1
8.408549114775366e-002,4.513191,1
8.408780617527538e-002,4.503311,1
8.409243623031883e-002,4.484053,1
8.410169634040571e-002,4.446715,1
8.412021656057947e-002,4.382735,1
8.415725700092701e-002,4.299723,1
8.419185697105422e-002,4.280413,1
8.421151608119372e-002,4.30577,1
8.422680592460076e-002,4.349732,1
8.424578066467911e-002,4.426618,1
8.426343144071737e-002,4.515893,1
8.428686064995471e-002,4.652923,1
8.432481438297917e-002,4.866806,1
8.438510948702753e-002,5.069951,1
8.444465362600830e-002,5.044153,1
8.447355692011475e-002,4.937384,1
8.450897423964097e-002,4.772874,1
8.454721583617550e-002,4.614408,1
8.454796651421505e-002,4.611741,1
8.454946787029415e-002,4.606855,1
8.455247058245233e-002,4.596526,1
8.455847600676869e-002,4.57399,1
8.457048685540142e-002,4.52462,1
8.459450855266687e-002,4.428197,1
8.464255194719779e-002,4.286335,1
8.468909132574563e-002,4.233815,1
8.470947089046393e-002,4.254652,1
8.472468342157431e-002,4.297915,1
8.474289262549187e-002,4.372408,1
8.476235683646767e-002,4.4727,1
8.478511306787095e-002,4.609449,1
8.482199671820165e-002,4.828537,1
8.488070644027057e-002,5.040885,1
8.495232941660480e-002,5.023897,1
8.498470386014825e-002,4.909372,1
8.502358081697559e-002,4.733475,1
8.506825224411826e-002,4.561032,1
8.506894897253718e-002,4.558921,1
8.507312934305071e-002,4.548087,1
8.507870317040207e-002,4.53264,1
8.508985082510481e-002,4.500386,1
8.511214613451028e-002,4.442644,1
8.515673675332122e-002,4.371926,1
8.519380560031489e-002,4.371758,1
8.521296102683401e-002,4.406283,1
8.522860429341470e-002,4.457371,1
8.524485738049635e-002,4.527495,1
8.526308802139065e-002,4.622478,1
8.528630220237528e-002,4.758894,1
8.532391428046107e-002,4.968713,1
8.538370445400756e-002,5.168004,1
8.543981655251520e-002,5.145545,1
8.546751822519048e-002,5.043367,1
8.550332976523709e-002,4.872933,1
8.554500058033716e-002,4.689378,1
8.554575269293063e-002,4.686384,1
8.554725691811756e-002,4.680678,1
8.555026536849140e-002,4.668679,1
8.555628226923912e-002,4.643042,1
8.556831607073452e-002,4.589755,1
8.559113626889041e-002,4.488664,1
8.559382232818492e-002,4.477067,1
8.559919444677396e-002,4.454645,1
8.560993868395200e-002,4.412549,1
8.563142715830811e-002,4.347261,1
8.567440410702033e-002,4.279046,1
8.570284647442936e-002,4.285514,1
8.571970470445257e-002,4.320935,1
8.573685411996498e-002,4.382344,1
8.576010453121276e-002,4.492366,1
8.578144913110239e-002,4.613337,1
8.581608086166079e-002,4.815573,1
8.587141800057829e-002,5.03359,1
8.593720396922758e-002,5.060919,1
8.596733044558290e-002,4.967882,1
8.600803050573121e-002,4.775306,1
8.604346291464816e-002,4.609271,1
8.604428025850922e-002,4.605525,1
8.604591494623132e-002,4.598063,1
8.604918432167552e-002,4.583095,1
8.605572307256393e-002,4.553268,1
8.606479307235060e-002,4.512449,1
8.608293307192393e-002,4.432225,1
8.608746807181726e-002,4.412567,1
8.609653807160393e-002,4.374672,1
8.611467807117726e-002,4.308687,1
8.615095807032393e-002,4.220781,1
8.618777001557423e-002,4.195196,1
8.620849616510044e-002,4.220875,1
8.622394903544219e-002,4.266079,1
8.624199890822849e-002,4.341847,1
8.626202402516020e-002,4.447508,1
8.628457175819278e-002,4.586076,1
8.632112341154988e-002,4.809291,1
8.637933895619812e-002,5.029502,1
8.645113555642574e-002,5.021327,1
8.648309315687620e-002,4.909874,1
8.652150938026465e-002,4.736352,1
8.656586456386096e-002,4.566105,1
8.656654989215469e-002,4.564057,1
8.657066186191705e-002,4.553591,1
8.657614448826685e-002,4.538535,1
8.658710974096648e-002,4.50667,1
8.660904024636572e-002,4.447987,1
8.665290125716421e-002,4.372041,1
8.669147819249241e-002,4.365186,1
8.671123558314892e-002,4.397433,1
8.672645667590988e-002,4.445701,1
8.674534843507095e-002,4.526397,1
8.676327068344207e-002,4.619595,1
8.678659924109577e-002,4.757235,1
8.682439308064605e-002,4.968368,1
8.688445202610035e-002,5.168406,1
8.694003440319990e-002,5.145477,1
8.696763094995730e-002,5.04335,1
8.700325362224977e-002,4.873626,1
8.704439007028536e-002,4.69195,1
8.704514520733821e-002,4.688927,1
8.704665548144389e-002,4.683153,1
8.704967602965524e-002,4.671005,1
8.705571712607796e-002,4.645077,1
8.706779931892340e-002,4.5914,1
8.709181510617987e-002,4.485392,1
8.709693677456507e-002,4.463969,1
8.710718011133543e-002,4.423282,1
8.712766678487617e-002,4.35781,1
8.716864013195765e-002,4.283243,1
8.719927476447113e-002,4.281935,1
8.721703303580483e-002,4.314444,1
8.723363491468909e-002,4.368708,1
8.724944440863328e-002,4.436925,1
8.726479349627549e-002,4.517251,1
8.728907514544079e-002,4.660782,1
8.732838087060657e-002,4.878595,1
8.739066226824113e-002,5.079253,1
8.744433216563037e-002,5.047171,1
8.747230300435138e-002,4.9406,1
8.750643485821782e-002,4.780586,1
8.754196425226350e-002,4.629238,1
8.754274695519768e-002,4.626284,1
8.754431236106601e-002,4.620713,1
8.754744317280268e-002,4.608903,1
8.755370479627603e-002,4.583312,1
8.756622804322271e-002,4.529072,1
8.759127453711608e-002,4.421178,1
8.761611169664692e-002,4.330777,1
8.765996644257966e-002,4.237575,1
8.770160875620248e-002,4.231106,1
8.771877782147459e-002,4.264786,1
8.773573550679911e-002,4.327375,1
8.775681774284523e-002,4.42941,1
8.777610014701540e-002,4.541475,1
8.780742594675993e-002,4.73638,1
8.785772990201632e-002,4.985521,1
8.791962423040207e-002,5.105283,1
8.795392886600310e-002,5.039035,1
8.798363323404378e-002,4.906949,1
8.801637478638663e-002,4.749671,1
8.804671578932070e-002,4.608829,1
8.804766394566239e-002,4.60452,1
8.804956025834577e-002,4.595908,1
8.805335288371254e-002,4.578612,1
8.806093813444606e-002,4.544148,1
8.806107296032970e-002,4.543539,1
8.806134261209697e-002,4.542324,1
8.806188191563152e-002,4.539886,1
8.806296052270062e-002,4.535,1
8.806511773683881e-002,4.525238,1
8.806943216511519e-002,4.505808,1
8.807806102166796e-002,4.46716,1
8.807833067343523e-002,4.465958,1
8.807886997696979e-002,4.463561,1
8.807994858403888e-002,4.458762,1
8.808210579817707e-002,4.449172,1
8.808642022645345e-002,4.430108,1
8.809504908300622e-002,4.392978,1
8.811230679611175e-002,4.327199,1
8.814682222232280e-002,4.235426,1
8.818471263631961e-002,4.198268,1
8.820624684673700e-002,4.218636,1
8.822225666400484e-002,4.261407,1
8.823994321834230e-002,4.332099,1
8.826125787646226e-002,4.441119,1
8.828332551161544e-002,4.573987,1
8.831911187353610e-002,4.791491,1
8.837618422508484e-002,5.010181,1
8.844874525738525e-002,5.008192,1
8.848040663955005e-002,4.89961,1
8.851851116123734e-002,4.728452,1
8.856318363402571e-002,4.559165,1
8.856385959283247e-002,4.557199,1
8.856791534567302e-002,4.547254,1
8.857332301612707e-002,4.53279,1
8.858413835703519e-002,4.501723,1
8.860576903885141e-002,4.443023,1
8.864903040248386e-002,4.363953,1
8.868907686434449e-002,4.351976,1
8.870946021390225e-002,4.383018,1
8.872467537431353e-002,4.430141,1
8.874288282696696e-002,4.507305,1
8.876235318839122e-002,4.608513,1
8.878510713454353e-002,4.743611,1
8.882198714720090e-002,4.954957,1
8.888069146043978e-002,5.159077,1
8.894122845807531e-002,5.141034,1
8.896958519419469e-002,5.037977,1
8.900578365626823e-002,4.866793,1
8.904778172730683e-002,4.686425,1
8.904851796888560e-002,4.683649,1
8.904999045204314e-002,4.678479,1
8.905293541835820e-002,4.667595,1
8.905882535098832e-002,4.644002,1
8.907060521624857e-002,4.593012,1
8.909416494676908e-002,4.49299,1
8.913183729127915e-002,4.366309,1
8.917151874886482e-002,4.295126,1
8.919722790193033e-002,4.297696,1
8.921550629321121e-002,4.331523,1
8.923176921462486e-002,4.383487,1
8.924797459612589e-002,4.452492,1
8.926424716056274e-002,4.53683,1
8.928818696469051e-002,4.677426,1
8.932695098891164e-002,4.892286,1
8.938843883419224e-002,5.092134,1
8.944334813515173e-002,5.062121,1
8.947140758031931e-002,4.956211,1
8.950596612875930e-002,4.794019,1
8.954267534336488e-002,4.637444,1
8.954345201128908e-002,4.634512,1
8.954500534713748e-002,4.628994,1
8.954811201883428e-002,4.617308,1
8.955432536222789e-002,4.59198,1
8.956675204901511e-002,4.538075,1
8.959160542258955e-002,4.430541,1
8.961826951550278e-002,4.33403,1
8.966367709663800e-002,4.240772,1
8.970369146114575e-002,4.239124,1
8.972033811320526e-002,4.273754,1
8.973761960203008e-002,4.339272,1
8.976039059287945e-002,4.4521,1
8.978191455814759e-002,4.579156,1
