t,Vs,Vp,VRc
0.001912401982071324,-7.283184755910056,-7.969189559995816,5.9628081445911185
0.001922167607071324,-6.940011243260825,-7.292934929866961,5.696965430853499
0.001931933232071323,-6.724841396217364,-6.4702491953784635,5.317418962062219
0.001941698857071323,-6.090031522963258,-5.625484312378705,4.8552501949936735
0.001951464482071323,-5.4639815126733815,-4.6740802262212,4.304418770804367
0.001961230107071323,-4.995112962993755,-3.701224857953239,3.6868560683628133
0.001970995732071323,-4.222889595567828,-2.586092852521944,2.90084452351746
0.001980761357071322,-3.4028170027025877,-1.43282326401581,2.2210896504263635
0.001990526982071322,-2.54760766730501,-0.29577027049469046,1.3194007439831916
0.002000292607071322,-1.1308367331614824,0.7990965191355484,0.6213339951124195
0.002010058232071322,0.36000500529757334,1.9828244716167212,0.18863351050282176
0.002019823857071322,1.5469519627655615,3.11822918959694,0.4303872150530873
0.002029589482071321,2.054109119917849,4.232967794776064,0.8896812586981858
0.002039355107071321,2.6490108022431453,5.221291213049641,1.4844469020777704
0.002049120732071321,3.4103411115224262,6.212197767914855,2.0463124594562667
0.002058886357071321,3.9939225736307753,6.915805246575857,2.829423934479922
0.00206865198207132,4.700422455625081,7.737686236894094,3.4278194660872408
0.00207841760707132,5.33913169855946,8.290197604287611,4.030838283352289
0.00208818323207132,5.898402618913871,8.805957875108911,4.593912382479632
0.00209794885707132,6.4805260420974715,9.150659056778942,5.194757393494601
0.00210771448207132,6.833065195202448,9.257831779948605,5.468613225039287
0.002117480107071319,7.100900788769657,9.449774225984982,5.869248091070631
0.002127245732071319,7.439407008900588,9.326592896208112,6.140833166815881
0.002136156579860945,7.579285602630377,9.15832021601289,6.247196861885544
0.002145922204860945,7.54588774380734,8.861501877880059,6.149725244304564
0.002155687829860945,7.420624087894774,8.349586528574662,6.0312556657071985
0.002165453454860944,7.162506980071119,7.712786062562239,5.870666836492817
0.002175219079860944,6.88426635295584,7.060936594591463,5.669848184492336
0.002184984704860944,6.530841104848801,6.2944636520624515,5.226518709954092
0.002194750329860944,5.964885212362975,5.30650021566312,4.6501219939481
0.002204515954860944,5.369259718188356,4.3847266478729106,4.1107440644077435
0.002214281579860943,4.70128637473123,3.3729848352910494,3.4421800206094657
0.002224047204860943,3.9628117459344487,2.265103161509863,2.6848463217634277
0.002233812829860943,3.1373967143690775,1.055603839449316,1.867872341618066
0.002243578454860943,2.3126321473330536,-0.028936998238782635,1.2416659331159
0.002253344079860943,0.9187521634558276,-1.1505336890190596,0.5258372783396132
0.002263109704860942,-1.3684858704085117,-2.3625289059511596,0.3368666114103887
0.002264330407985942,-1.4217580719644591,-2.4287509493996753,0.2940051701882824
0.002266771814235942,-1.6162746324000776,-2.7750443679479764,0.38027694190904376
0.002271654626735942,-1.7071181161410294,-3.443708921283042,0.5960773092182148
0.002281420251735942,-2.304400604983699,-4.414615494829816,1.0895966154713024
0.002291185876735942,-2.8859759672588035,-5.3595661173216875,1.6605297773234673
0.002300951501735942,-3.5162335713659787,-6.427600530857354,2.3031050746801234
0.002310717126735942,-4.18930707631675,-7.086790435501978,2.9092400488973356
0.002320482751735941,-4.816919422593187,-7.839336724734217,3.5646950097895354
0.002330248376735941,-5.40555976820066,-8.388960844096598,4.102515155826203
0.002340014001735941,-5.9180879545259275,-8.89055342340751,4.808890438623572
0.002349779626735941,-6.539435068512033,-9.046629506651303,5.192645389409742
0.002359545251735941,-6.965596540652624,-9.382461558236004,5.5491927935582765
0.00236931087673594,-7.217602357133837,-9.431362277316483,6.00668522900347
0.00237907650173594,-7.434107421673991,-9.287020228696084,6.097697079724543
0.00238884212673594,-7.589137325700839,-9.097850156410582,6.20978575998742
0.00239860775173594,-7.5041117111472895,-8.68005354510832,6.225544748476596
0.002408373376735939,-7.386788006831305,-8.240027611585594,6.198859308167599
0.002418139001735939,-7.048260639258396,-7.570584885397733,5.851982624239362
0.002427904626735939,-6.755038426124294,-6.8403417743559976,5.498597320260428
0.002437670251735939,-6.337791351507672,-6.038997269243304,4.9812438895624185
0.002447435876735939,-5.767312888468803,-5.121650405376633,4.498547005840882
0.002457201501735938,-5.26175887039732,-4.016168026996722,3.9673097562648603
0.002466967126735938,-4.504927460490048,-2.985296400859174,3.212992152058822
0.002476732751735938,-3.746951456771107,-1.9837371449921561,2.5631435229223505
0.002486498376735938,-2.8861093275059346,-0.7477079226332403,1.7338278440482413
0.002496264001735938,-1.9799238841690712,0.3652708123227939,0.8300853057765021
0.002506029626735937,-0.6176825372838836,1.5213759464830663,0.3092537251516907
0.002515795251735937,1.5591120351439227,2.613709178942738,0.518385417177035
0.002517015954860937,1.7419530929680764,2.7656894706331663,0.534902894543533
0.002519457361110937,1.7387508787751447,3.1001902895152487,0.6093109018524338
0.002524340173610937,1.990428333507452,3.579275995411642,0.8276157631942074
0.002534105798610937,2.4502361872118152,4.743023755490663,1.3609509843895453
0.002543871423610937,3.0885401000378074,5.687498152791975,1.8359976135676628
0.002553637048610937,3.7336270462789205,6.552550314506153,2.490951720600385
0.002563402673610936,4.406181574362459,7.408646017434132,3.1184456681709793
0.002573168298610936,4.998703649260355,7.987850178701678,3.8005526510692116
0.002582933923610936,5.663810303945299,8.564038328928472,4.371054909246173
0.002592699548610936,6.141865323542988,8.90086832650744,4.971248887923553
0.002602465173610936,6.674429035615514,9.24838209770967,5.299597541456631
0.002612230798610935,6.912954781383264,9.495154833402692,5.6602498833663155
0.002621996423610935,7.241767997174132,9.443107541636229,5.94545030703606
0.002631383178257416,7.430084881738642,9.24883415202254,6.019890347943315
0.002641148803257416,7.496389494914529,9.034548375888942,6.278181293222738
0.002650914428257416,7.506709914894923,8.539520316659909,6.2576323187225835
0.002660680053257415,7.422611654083706,8.013086720977192,6.02210610052328
0.002670445678257415,7.079839247656767,7.418503927608434,5.715317015382377
0.002680211303257415,6.732355835633409,6.719492938244823,5.350972415581319
0.002689976928257415,6.235866358421795,5.795510016622468,4.980323357610266
0.002699742553257415,5.623821000821343,4.8980493942777255,4.40995648343106
0.002709508178257414,5.071794522668842,3.869292567153518,3.762209397821392
0.002719273803257414,4.3798268379356955,2.8383196479611033,3.1125091766075004
0.002729039428257414,3.5700037738992383,1.6101309162664657,2.3445299669806654
0.002738805053257414,2.727509352987591,0.5722056417890519,1.553450107666874
0.002748570678257413,1.540783441073152,-0.6055135683373996,0.8273832770687628
0.002758336303257413,0.07165331263636704,-1.7977339655882578,0.2509817883502291
0.002768101928257413,-1.4183326694859597,-2.9466082824819626,0.43257491625745403
0.002777867553257413,-2.0050332947795533,-3.937174669520621,0.8831490296345125
0.002787633178257413,-2.675377219786054,-5.014913665099077,1.409974877747731
0.002797398803257412,-3.229544336872929,-5.961923237108237,1.9368755457580369
0.002807164428257412,-3.9786971572286287,-6.82562386632461,2.7168493929925237
0.002816930053257412,-4.603374057751546,-7.536464584149027,3.427731672615484
0.002826695678257412,-5.1816573236773955,-8.219423524124881,3.9737008828093567
0.002836461303257412,-5.838234796268675,-8.686038345559924,4.508731511986598
0.002846226928257411,-6.309562821607425,-9.123397397862384,5.0722010674225215
0.002855992553257411,-6.751911005127363,-9.32801747394217,5.471055301698753
0.002865758178257411,-7.083280264033268,-9.338708722228487,5.796412896413884
0.002873587291173914,-7.252979004559084,-9.488544379205518,5.992185298883952
0.002881974875684932,-7.403596224529012,-9.139173729627341,6.2024808258719215
0.002891740500684932,-7.530194599115922,-8.937671794200181,6.1862157959103286
0.002901506125684932,-7.375751568182711,-8.59083387152733,6.181727660377186
0.002911271750684932,-7.324826869004613,-8.050364723187672,6.0714612756210675
0.002921037375684932,-7.065314618948866,-7.420305410586946,5.730903549353267
0.002930803000684931,-6.718895819392113,-6.683423887599994,5.454787017139234
0.002940568625684931,-6.291044707321432,-5.718519324241998,4.870227284936854
0.002950334250684931,-5.642199761731452,-4.869225302687151,4.380007351404403
0.002960099875684931,-5.036844915831417,-3.806757123694313,3.749400844597947
0.002969865500684931,-4.347124300263767,-2.777047430146712,3.034149358823009
0.00297963112568493,-3.528133882024547,-1.6039550361702117,2.264256865631819
0.00298939675068493,-2.6801285332021685,-0.4991213679761405,1.5614426536787511
0.00299916237568493,-1.4312617586943828,0.6475688528848341,0.6681483820577137
0.00300892800068493,0.2400658144513292,1.817515068198582,0.2655409245587289
0.00301869362568493,1.362625518521577,3.06767914414582,0.3533415102977059
0.003028459250684929,2.108650501724897,4.041421265513887,0.8588027008784227
0.003038224875684929,2.6227989790434387,5.194236815298357,1.5244007576608514
0.003047990500684929,3.3622607820504653,6.084477202648759,2.0836657470715854
0.003057756125684929,4.001843031185835,6.8237977322454295,2.793692838571671
0.003067521750684928,4.615674274234577,7.752445219478484,3.295779521031738
0.003077287375684928,5.258210734315367,8.231576411010066,4.065130578410497
0.003087053000684928,5.816094628155745,8.725971084750743,4.4948657972164625
0.003096818625684928,6.356716220451343,9.03710898879288,5.063082253503908
0.003106584250684928,6.6875242404803075,9.337220298898595,5.6121255975794
0.003116349875684927,7.088630757776634,9.368554457919348,5.823676834363832
0.003124550742482549,7.317294703515956,9.477146450797079,5.988798265587358
0.003132333017806371,7.298039775288786,9.223187869892817,6.141199379755952
0.003142098642806371,7.392318957324438,8.991375320418081,6.185902821864818
0.003151864267806371,7.403908005859134,8.522520416228476,6.154702413557965
0.003161629892806371,7.25429870615047,8.056645605696826,5.982947457355811
0.00317139551780637,6.990386687972394,7.365590098382201,5.803357593810528
0.00318116114280637,6.632996142238672,6.4724296493925015,5.276447112626249
0.00319092676780637,6.132005305247426,5.660661027204264,4.862201869900137
0.00320069239280637,5.717177406075066,4.735352092737096,4.395051689691736
0.00321045801780637,5.040565421523551,3.7794773508064656,3.844535211399934
0.003220223642806369,4.216966014676173,2.6795864053589216,2.9840708117456414
0.003229989267806369,3.4011104151293856,1.5778949640714572,2.2432938131150677
0.003239754892806369,2.7205111817437326,0.4188559323461246,1.4268232516916555
0.003249520517806369,1.3585905569221028,-0.7679771194893207,0.6097852767649667
0.003259286142806368,-0.2350134397455913,-1.883669372087373,0.2610342525319945
0.003269051767806368,-1.5071563695008792,-2.9815471557157003,0.35234301109152083
0.003278817392806368,-2.012025456672487,-4.134374139404637,0.8683363823542696
0.003288583017806368,-2.640178638469149,-5.092714027948438,1.4992572086979465
0.003298348642806368,-3.409883123494784,-6.078886068986872,1.972603628424758
0.003308114267806367,-3.950703438611099,-6.92728846503093,2.778845441712853
0.003317879892806367,-4.687096429622229,-7.586204619237299,3.390616161126639
0.003327645517806367,-5.2946567014138255,-8.217074656407867,4.011591677934495
0.003337411142806367,-5.837312058008497,-8.796043719160831,4.54555647625578
0.003347176767806367,-6.269983616427322,-9.147449130847141,5.125355817199821
0.003356942392806366,-6.788044653665064,-9.256920166096993,5.363703787208892
0.003366708017806366,-7.04905496715419,-9.388062597070734,5.828609811693526
0.003375133881969539,-7.343470959357386,-9.304594540864182,6.014216962390895
0.003382718002452246,-7.398780225838804,-9.29486798542141,6.119178807916187
0.003392483627452246,-7.506157471061729,-9.023759274918225,6.17994836634605
0.003402249252452245,-7.427646806706726,-8.571765698728248,6.189271480015666
0.003412014877452245,-7.26151262693708,-7.965587858016892,6.009707331956375
0.003421780502452245,-7.030790136639009,-7.42621533779178,5.667411409462498
0.003431546127452245,-6.599062201628139,-6.4969803135066035,5.284737433220143
0.003441311752452245,-6.076197907983474,-5.588970679541604,4.977930896881427
0.003451077377452244,-5.628781527233069,-4.650891974955099,4.1973193511743965
0.003460843002452244,-5.00212102555088,-3.6329445235258655,3.661216758042887
0.003470608627452244,-4.268016983364411,-2.5737977687386926,3.0564081679096557
0.003480374252452244,-3.336701486912766,-1.5296887123253287,2.244778296344115
0.003490139877452243,-2.681338697673698,-0.321552855860349,1.4290440065674639
0.003499905502452243,-1.2278130951446296,0.802621584861325,0.6425614692600724
0.003509671127452243,0.4358118589401649,1.9896665834243725,0.32728823258239603
0.003519436752452243,1.5063064569801432,3.122647087440255,0.2792642759488304
0.003529202377452243,1.9964052175150215,4.165642647115936,0.9367159972758506
0.003538968002452242,2.6166995370956276,5.215569437997633,1.4383814897048879
0.003548733627452242,3.328223900231961,6.1034154541135885,2.1585006718708426
0.003558499252452242,3.991270601319999,6.9032524308490615,2.8191434747377615
0.003568264877452242,4.694989329242071,7.6577096273283045,3.393745195030784
0.003578030502452242,5.37147657716808,8.24879030606394,4.038091248010368
0.003587796127452241,5.83912812664171,8.820488828654735,4.595272303730295
0.003597561752452241,6.437219728787518,9.060238122221607,5.047741932102923
0.003607327377452241,6.81702631028528,9.34700074575327,5.549649400899946
0.003617093002452241,7.076527822053685,9.453735538588136,5.893434685565632
0.003625760706349317,7.469600849790294,9.365394100159511,6.073794888608897
0.003633738664965595,7.468228647226361,9.262249878781416,6.154337329003202
0.003643504289965595,7.441388342091377,8.823723105049735,6.205732859960756
0.003653269914965594,7.458556962974888,8.502761121978796,6.17674809017379
0.003663035539965594,7.251938366396861,7.973791097877177,5.9687600596917125
0.003672801164965594,6.933386898287064,7.267026320922994,5.627317308071058
0.003682566789965594,6.660197552439495,6.474082794408976,5.300690981691833
0.003692332414965594,6.034654334990181,5.646021060216133,4.745531833132477
0.003702098039965593,5.5058608577810935,4.603829205179164,4.173865931229905
0.003711863664965593,4.958762939665555,3.6571621732533517,3.6179849890308975
0.003721629289965593,4.142672334044529,2.471617474680196,2.857029070870797
0.003731394914965593,3.4063951865301685,1.42591604120289,2.0748410273255695
0.003741160539965593,2.53933718058913,0.14118352448341973,1.292820442800563
0.003750926164965592,1.1501036766480224,-0.8590513898611128,0.537678569288573
0.003760691789965592,-1.027524957097501,-2.064950781139147,0.08160803786858803
0.003761912493090593,-1.2318113713935996,-2.2023025850607403,0.11001155152486945
0.003764353899340592,-1.3013828622447872,-2.4608977282028124,0.15344328338712757
0.003769236711840593,-1.4835802678086627,-2.9928709076991913,0.3974121218434384
0.003779002336840593,-2.055876599969833,-4.2215271643260985,0.7846434450309061
0.003788767961840593,-2.5547681717545263,-5.152463603114076,1.4975453013504216
0.003798533586840592,-3.236833246795852,-6.088987836642129,2.025847854762606
0.003808299211840592,-3.979614941093661,-6.928321671821182,2.7813488446573773
0.003818064836840592,-4.6923483465563,-7.680660210515827,3.427145147268586
0.003827830461840592,-5.294710858227105,-8.190455483258596,4.01351323158994
0.003837596086840592,-5.816211924504056,-8.755782512511516,4.640430206530648
0.003847361711840591,-6.328652921910815,-9.112374085948904,5.132128931600782
0.003857127336840591,-6.766173881859904,-9.303953076361813,5.532465123284771
0.003866892961840591,-7.164901434944163,-9.547512913977608,5.761164720880166
