t,Vin,VD
0.0,0.0038833751376218095,0.000684229060271182
0.002868037985172123,0.29168896941860495,0.2783386742286853
0.003258662985172123,0.3215048709536457,0.334800185331616
0.003649287985172123,0.37032444891905075,0.3633753359256404
0.004039912985172122,0.399563986361457,0.3985583882305862
0.004430537985172123,0.44753913984901333,0.43461708409931976
0.004821162985172123,0.4809597229007861,0.47353971956954655
0.005211787985172123,0.513547631958696,0.5109528135396372
0.005602412985172124,0.5562483611260546,0.5457451697795633
0.005993037985172124,0.5985764478585399,0.5651715293445095
0.006383662985172125,0.6266100508484354,0.5823136149693153
0.006774287985172125,0.6772084078732866,0.5951635977033056
0.007164912985172125,0.715135816568074,0.603642124935469
0.007555537985172126,0.7495690077863153,0.6031526230457243
0.008336787985172126,0.8204917892861909,0.6106694120704727
0.009508662985172127,0.9340255919617041,0.6223450900302809
0.01101535941374355,1.0807695041534497,0.6390381260616508
0.01252205584231498,1.2264334247127704,0.6454811261657696
0.01402875227088641,1.3673317872755792,0.630401353328869
0.01553544869945784,1.5186539641872616,0.6505390300905549
0.01704214512802926,1.6558088358006877,0.6566890639017959
0.01854884155660069,1.7984244175816735,0.6546213320836133
0.02005553798517212,1.939721903437725,0.6604766656267
0.02433945393269453,2.3529844351693727,0.6678662617949506
0.02862336988021695,2.756985622597808,0.6739177079113172
0.03290728582773937,3.170475591198506,0.680740975878948
0.03719120177526179,3.5761038124681894,0.6799902881224333
0.0414751177227842,3.979525556224161,0.6870293947215744
0.04575903367030662,4.393499615032407,0.6902654923541396
0.05004294961782903,4.788730238344681,0.687701692601949
0.0549340916540627,4.326846066550302,0.6857254200384129
0.05982523369029637,3.8610675278054165,0.6830837956105145
0.06471637572653004,3.397297504746293,0.6801294410723654
0.06960751776276371,2.922972963522909,0.6839067294856016
0.07449865979899738,2.4634820860881828,0.6638042492018577
0.07938980183523105,2.0006401052654232,0.6715986717695362
0.0842809438714647,1.5278445843896287,0.6480862454546307
0.085285408157179,1.4273936021785587,0.6561061130239493
0.08628987244289331,1.3368095269916356,0.6479476264935538
0.0872943367286076,1.2347033101343474,0.6407187338405193
0.0882988010143219,1.1393991707100877,0.6436639430346163
0.08930326530003621,1.060809535961974,0.6229212993958951
0.09030772958575052,0.954786796762492,0.6287043244039128
0.0913121938714648,0.8607229429318605,0.6116864640769163
0.0920934438714648,0.7770669818149127,0.6086454081396869
0.09248406887146482,0.7381109793884617,0.6047827859369903
0.09287469387146484,0.7052317013478736,0.5915458952393179
0.09326531887146484,0.6694088659416803,0.5906707112598236
0.09365594387146484,0.6360723388369444,0.5763342774774537
0.09404656887146484,0.5926300005890103,0.56647967801497
0.09443719387146483,0.5508076231922245,0.5408684890136622
0.09482781887146484,0.5125777630587739,0.5118028299598971
0.09521844387146486,0.48284626062303837,0.4772085704564691
0.09560906887146486,0.4353606584648069,0.43910728529545384
0.09599969387146488,0.39819172539594705,0.39043824695624424
0.09639031887146488,0.36063374886318034,0.3672320809786821
0.09678094387146488,0.32821208348874736,0.31716551268256765
0.09717156887146489,0.289868989803092,0.283712666573829
0.100000000001,0.004190328387677717,0.005766380240896468
0.1004245056434118,0.038784497894373236,0.036172433874779975
0.1008490112858236,0.08329733217592575,0.08281490673991503
0.1012735169282354,0.12493554153724884,0.13336465119401744
0.1016980225706472,0.16396133660775028,0.1753221864648494
0.102122528213059,0.2152637252259447,0.20888956061549704
0.1025470338554708,0.2561764023194571,0.2515964719495476
0.1029715394978825,0.3015735988242711,0.2956245283799496
0.1033621644978826,0.34402723662871953,0.33779247252447275
0.1037527894978826,0.3736593655207911,0.3727440132593635
0.1041434144978826,0.41921829264243793,0.40580751404875837
0.1045340394978826,0.44661141057569087,0.4570023661455497
0.1049246644978826,0.49878503163958665,0.4955371863765169
0.1053152894978826,0.5262717944162459,0.5237001186544401
0.1057059144978826,0.5713161611023845,0.5371736603946632
0.1060965394978826,0.6039745399356438,0.5666762459499949
0.1064871644978826,0.637222261247166,0.5859953363004512
0.1068777894978826,0.6811181242491455,0.5941344892586415
0.1072684144978826,0.7230314702350892,0.6052687816235847
0.1076590394978826,0.7553686035900415,0.6096111422332583
0.1084402894978826,0.8239244080895597,0.6159628187020999
0.1092773430693112,0.9148316813439483,0.6236559663721235
0.1101143966407398,0.9914499867176784,0.6288125883951744
0.1109514502121684,1.0680423630970353,0.6377927633114368
0.111788503783597,1.1555958054823081,0.6306946503267303
0.1126255573550255,1.240047404135527,0.6397454345536013
0.1134626109264541,1.311891005362024,0.6525788746922074
0.1142996644978827,1.3903622224784908,0.6481782110192981
0.1185407359264542,1.7961330750947444,0.6551442160985811
0.1227818073550257,2.207501126554201,0.6657736887268912
0.1270228787835972,2.5994290901617396,0.6666870007194026
0.1312639502121687,3.011196957182402,0.6681802651059465
0.1355050216407402,3.4173595688112397,0.6835318973919708
0.1397460930693116,3.8219417305535384,0.6821445955854092
0.1439871644978831,4.226865989226752,0.6911458595633441
0.1500429487247595,4.792290341938239,0.6843677619820484
0.1549340888451297,4.320837778872559,0.6877016574989241
0.1598252289654998,3.8542104861647815,0.6864025083097259
0.1647163690858699,3.399137587100933,0.6777127218376462
0.16960750920624,2.9343936666023454,0.6747428553700839
0.1744986493266101,2.471917137805723,0.6695338145004837
0.1793897894469803,1.9940854394267318,0.6548468778108877
0.1842809295673504,1.5316759851654083,0.6463425099107701
0.1852853938530647,1.4320509052569592,0.6477107490006704
0.186289858138779,1.3349754002357102,0.6486489903179437
0.1872943224244933,1.246152848217258,0.6455023131907209
0.1882987867102076,1.1403636571007354,0.6465156526101165
0.1893032509959219,1.0534244268263304,0.6356055899424587
0.1903077152816362,0.9451506991272605,0.6229715705415916
0.1913121795673505,0.8529534033670684,0.618579808272414
0.1920934295673505,0.7857129606459621,0.6087430502306408
0.1924840545673505,0.7481782970908596,0.6025398260727193
0.1928746795673505,0.7143653539235751,0.5967401071332582
0.1932653045673505,0.6658336841710983,0.5864014591760641
0.1936559295673505,0.633939497538983,0.5802002218053794
0.1940465545673505,0.5929866753270356,0.5629385170659116
0.1944371795673505,0.5522573861698312,0.5524693118898508
0.1948278045673505,0.5129495048333842,0.5077956777156943
0.1952184295673505,0.47746641510618665,0.47624485635160674
0.1956090545673505,0.441417322013953,0.4374440295601932
0.1959996795673505,0.40119454437130486,0.4053481995497926
0.1963903045673505,0.37083319296220524,0.3550528255870934
0.1967809295673506,0.32345431847554257,0.3199194799406874
0.1971715545673506,0.2835022240239481,0.2839074549285692
0.2000000000020002,0.0011004726942782988,-0.001972360156655691
0.2004244929741677,0.0383163609499537,0.04095323140080823
0.2008489859463352,0.08845565493752086,0.08676632407046171
0.2012734789185027,0.12987699730198823,0.1250926961193978
0.2016979718906702,0.16710743874500555,0.16509916335220803
0.2021224648628377,0.20773161430618464,0.202945335181624
0.2025469578350052,0.2555593340119055,0.2543961344216212
0.2029714508071727,0.28777859627843627,0.3000524269767756
0.2033620758071727,0.337734810736436,0.34823757692768814
0.2037527008071727,0.3684516563621168,0.38150783625098217
0.2041433258071727,0.4183877051156001,0.4176048017599945
0.2045339508071727,0.4606145932622255,0.45254381578974423
0.2049245758071727,0.49078002897276196,0.4872238325393289
0.2053152008071728,0.5267885441345665,0.5133007582536604
0.2057058258071728,0.5705220657229021,0.5465321695583687
0.2060964508071728,0.6111260319632229,0.5658880394472707
0.2064870758071728,0.652362994278137,0.5849907004934425
0.2068777008071728,0.6797529208527274,0.5971395996291132
0.2072683258071728,0.7231336298639612,0.5930002813818651
0.2076589508071728,0.7593754013840001,0.6035642540230959
0.2084402008071728,0.8267276451503291,0.6168475921645983
0.2092772543786014,0.9089135816262558,0.6188632039292816
0.21011430795003,0.9849348651251592,0.6249877263775536
0.2109513615214586,1.0684565249901496,0.6304160117690175
0.2117884150928871,1.1572937707982087,0.6412522140549464
0.2126254686643157,1.2299736163839734,0.6436081520202243
0.2134625222357443,1.313329076416976,0.6466372695351401
0.2142995758071729,1.3937459941923251,0.6519030394324957
0.2185406472357444,1.8014026335808215,0.6650836608666619
