time	V(n001)-V(n005)	V(n003)	V(n004)
3.558499252452242e-003	4.003370e+000	6.948059e+000	2.760354e+000
3.568264877452242e-003	4.670712e+000	7.675014e+000	3.416365e+000
3.578030502452242e-003	5.301022e+000	8.285150e+000	4.037915e+000
3.587796127452241e-003	5.875280e+000	8.770178e+000	4.605294e+000
3.597561752452241e-003	6.378103e+000	9.123420e+000	5.102753e+000
3.607327377452241e-003	6.797231e+000	9.339985e+000	5.517796e+000
3.617093002452241e-003	7.126006e+000	9.420859e+000	5.843575e+000
3.625760706349317e-003	7.335710e+000	9.376969e+000	6.051457e+000
3.633738664965595e-003	7.449311e+000	9.230735e+000	6.164100e+000
3.643504289965595e-003	7.488300e+000	8.924640e+000	6.202763e+000
3.653269914965594e-003	7.422982e+000	8.491962e+000	6.137991e+000
3.663035539965594e-003	7.248805e+000	7.932884e+000	5.965303e+000
3.672801164965594e-003	6.967901e+000	7.255833e+000	5.686894e+000
3.682566789965594e-003	6.584100e+000	6.470997e+000	5.306714e+000
3.692332414965594e-003	6.102827e+000	5.590178e+000	4.830369e+000
3.702098039965593e-003	5.530953e+000	4.626607e+000	4.265038e+000
3.711863664965593e-003	4.876617e+000	3.594750e+000	3.619379e+000
3.721629289965593e-003	4.148923e+000	2.510085e+000	2.903452e+000
3.731394914965593e-003	3.357124e+000	1.388847e+000	2.128784e+000
3.741160539965593e-003	2.507334e+000	2.477172e-001	1.309052e+000
3.750926164965592e-003	1.150819e+000	-9.031613e-001	5.819434e-001
3.760691789965592e-003	-1.016875e+000	-2.061790e+000	1.203355e-001
3.761912493090593e-003	-1.197375e+000	-2.207260e+000	1.184504e-001
3.764353899340592e-003	-1.297526e+000	-2.496453e+000	1.949782e-001
3.769236711840593e-003	-1.523223e+000	-3.061015e+000	3.880419e-001
3.779002336840593e-003	-2.051637e+000	-4.144634e+000	8.729548e-001
3.788767961840593e-003	-2.656604e+000	-5.162413e+000	1.448754e+000
3.798533586840592e-003	-3.316464e+000	-6.095183e+000	2.088528e+000
3.808299211840592e-003	-3.994597e+000	-6.931608e+000	2.751747e+000
3.818064836840592e-003	-4.660786e+000	-7.661002e+000	3.406592e+000
3.827830461840592e-003	-5.290941e+000	-8.273714e+000	4.027964e+000
3.837596086840592e-003	-5.865764e+000	-8.761442e+000	4.595885e+000
3.847361711840591e-003	-6.369678e+000	-9.117482e+000	5.094414e+000
3.857127336840591e-003	-6.790286e+000	-9.336913e+000	5.510916e+000
3.866892961840591e-003	-7.121147e+000	-9.421138e+000	5.838759e+000
3.875435007238327e-003	-7.330592e+000	-9.381844e+000	6.046384e+000
3.883208328985917e-003	-7.444659e+000	-9.243846e+000	6.159486e+000
3.892973953985916e-003	-7.488916e+000	-8.944390e+000	6.203373e+000
3.902739578985916e-003	-7.429479e+000	-8.518788e+000	6.144433e+000
3.912505203985916e-003	-7.261136e+000	-7.966377e+000	5.977527e+000
3.922270828985916e-003	-6.985917e+000	-7.295488e+000	5.704748e+000
3.932036453985916e-003	-6.607562e+000	-6.516218e+000	5.329947e+000
3.941802078985915e-003	-6.131406e+000	-5.640284e+000	4.858641e+000
3.951567703985915e-003	-5.564245e+000	-4.680846e+000	4.297926e+000
3.961333328985915e-003	-4.914155e+000	-3.652309e+000	3.656377e+000
3.971098953985915e-003	-4.190196e+000	-2.570100e+000	2.943981e+000
3.980864578985915e-003	-3.401652e+000	-1.450422e+000	2.172177e+000
3.990630203985914e-003	-2.555100e+000	-3.099435e-001	1.354465e+000
4.000395828985914e-003	-1.207840e+000	8.410953e-001	6.061637e-001
4.010161453985914e-003	4.983968e-001	1.996901e+000	2.432544e-001
4.019927078985914e-003	1.540611e+000	3.134743e+000	4.171527e-001
4.029692703985914e-003	2.077078e+000	4.220325e+000	8.970990e-001
4.039458328985913e-003	2.692611e+000	5.232074e+000	1.483550e+000
4.049223953985913e-003	3.358118e+000	6.158142e+000	2.129150e+000
4.058989578985913e-003	4.038349e+000	6.987171e+000	2.794679e+000
4.068755203985913e-003	4.704064e+000	7.708505e+000	3.449216e+000
4.078520828985912e-003	5.331785e+000	8.312560e+000	4.068285e+000
4.088286453985912e-003	5.902662e+000	8.791128e+000	4.632370e+000
4.098052078985912e-003	6.401461e+000	9.137616e+000	5.125875e+000
4.107817703985912e-003	6.816054e+000	9.347229e+000	5.536442e+000
4.117583328985912e-003	7.136997e+000	9.417097e+000	5.854470e+000
4.127348953985911e-003	7.359402e+000	9.349171e+000	6.074948e+000
4.136324630987874e-003	7.468808e+000	9.161115e+000	6.183431e+000
4.146090255987874e-003	7.481685e+000	8.822852e+000	6.196201e+000
4.155855880987874e-003	7.387445e+000	8.355987e+000	6.102754e+000
4.165621505987874e-003	7.184735e+000	7.764771e+000	5.901792e+000
4.175387130987873e-003	6.876148e+000	7.058116e+000	5.595984e+000
4.185152755987873e-003	6.465950e+000	6.246652e+000	5.189730e+000
4.194918380987873e-003	5.959963e+000	5.342576e+000	4.689063e+000
4.204684005987873e-003	5.365415e+000	4.359468e+000	4.101561e+000
4.214449630987873e-003	4.690738e+000	3.312085e+000	3.436259e+000
4.224215255987872e-003	3.945211e+000	2.216129e+000	2.703588e+000
4.233980880987872e-003	3.137835e+000	1.087992e+000	1.915509e+000
4.243746505987872e-003	2.270342e+000	-5.563178e-002	1.086973e+000
4.253512130987872e-003	8.907221e-001	-1.204768e+000	4.674484e-001
4.263277755987872e-003	-1.294222e+000	-2.358456e+000	3.135574e-001
4.264498459112872e-003	-1.470433e+000	-2.502973e+000	3.358831e-001
4.266939865362872e-003	-1.555423e+000	-2.789653e+000	4.111639e-001
4.271822677862872e-003	-1.765532e+000	-3.347967e+000	6.033567e-001
4.281588302862872e-003	-2.279987e+000	-4.415900e+000	1.087640e+000
4.291353927862872e-003	-2.876790e+000	-5.414368e+000	1.661109e+000
4.301119552862872e-003	-3.528269e+000	-6.324066e+000	2.295077e+000
4.310885177862872e-003	-4.195113e+000	-7.134052e+000	2.948527e+000
4.320650802862871e-003	-4.846748e+000	-7.834038e+000	3.589811e+000
4.330416427862871e-003	-5.459246e+000	-8.414803e+000	4.194158e+000
4.340182052862871e-003	-6.013500e+000	-8.868511e+000	4.741985e+000
4.349947677862871e-003	-6.494308e+000	-9.188961e+000	5.217793e+000
4.359713302862871e-003	-6.889694e+000	-9.371754e+000	5.609400e+000
4.369478927862870e-003	-7.190431e+000	-9.414429e+000	5.907434e+000
4.379244552862870e-003	-7.389714e+000	-9.316539e+000	6.105002e+000
4.389010177862870e-003	-7.482957e+000	-9.079687e+000	6.197462e+000
4.398775802862870e-003	-7.467634e+000	-8.707521e+000	6.182268e+000
4.408541427862870e-003	-7.343176e+000	-8.205693e+000	6.058861e+000
4.418307052862869e-003	-7.110862e+000	-7.581779e+000	5.828571e+000
4.428072677862869e-003	-6.773732e+000	-6.845179e+000	5.494526e+000
4.437838302862869e-003	-6.336477e+000	-6.006971e+000	5.061567e+000
4.447603927862869e-003	-5.805309e+000	-5.079756e+000	4.536151e+000
4.457369552862868e-003	-5.187807e+000	-4.077456e+000	3.926260e+000
4.467135177862868e-003	-4.492675e+000	-3.015115e+000	3.241307e+000
4.476900802862868e-003	-3.729313e+000	-1.908652e+000	2.492111e+000
4.486666427862868e-003	-2.906154e+000	-7.745954e-001	1.691145e+000
4.496432052862868e-003	-1.999527e+000	3.706810e-001	8.583931e-001
4.506197677862867e-003	-5.913302e-001	1.517458e+000	3.505571e-001
4.515963302862867e-003	1.535363e+000	2.665202e+000	4.978039e-001
4.517184005987868e-003	1.704271e+000	2.808497e+000	5.444329e-001
4.519625412237867e-003	1.787770e+000	3.091974e+000	6.215060e-001
4.524508224737868e-003	1.995618e+000	3.642831e+000	8.165938e-001
4.534273849737868e-003	2.506620e+000	4.692915e+000	1.303947e+000
4.544039474737868e-003	3.098848e+000	5.670034e+000	1.876418e+000
4.553805099737867e-003	3.742502e+000	6.554676e+000	2.504577e+000
4.563570724737867e-003	4.397653e+000	7.336261e+000	3.147639e+000
4.573336349737867e-003	5.033933e+000	8.004904e+000	3.774377e+000
4.583101974737867e-003	5.627615e+000	8.551831e+000	4.360491e+000
4.592867599737867e-003	6.159996e+000	8.969700e+000	4.886907e+000
4.602633224737866e-003	6.616335e+000	9.252827e+000	5.338623e+000
4.612398849737866e-003	6.985124e+000	9.397367e+000	5.703957e+000
4.622164474737866e-003	7.258914e+000	9.403161e+000	5.975322e+000
4.631445710821756e-003	7.422866e+000	9.276894e+000	6.137875e+000
4.641211335821756e-003	7.490040e+000	9.007454e+000	6.204487e+000
4.650976960821756e-003	7.449801e+000	8.605524e+000	6.164584e+000
4.660742585821756e-003	7.300652e+000	8.075465e+000	6.016703e+000
4.670508210821755e-003	7.044249e+000	7.425280e+000	5.762554e+000
4.680273835821755e-003	6.683993e+000	6.664761e+000	5.405639e+000
4.690039460821755e-003	6.224912e+000	5.805346e+000	4.951158e+000
4.699805085821755e-003	5.673536e+000	4.859950e+000	4.405910e+000
4.709570710821755e-003	5.037713e+000	3.842771e+000	3.778199e+000
4.719336335821754e-003	4.326350e+000	2.769069e+000	3.077751e+000
4.729101960821754e-003	3.548773e+000	1.654927e+000	2.315726e+000
4.738867585821754e-003	2.712689e+000	5.169617e-001	1.505115e+000
4.748633210821754e-003	1.537716e+000	-6.321977e-001	7.110323e-001
4.758398835821753e-003	-5.295013e-002	-1.785241e+000	2.688064e-001
4.768164460821753e-003	-1.344841e+000	-2.925657e+000	4.152193e-001
4.777930085821753e-003	-2.052919e+000	-4.023085e+000	8.733526e-001
4.787695710821753e-003	-2.626587e+000	-5.051203e+000	1.419626e+000
4.797461335821753e-003	-3.268841e+000	-5.994978e+000	2.041847e+000
4.807226960821752e-003	-3.937685e+000	-6.843255e+000	2.695774e+000
4.816992585821752e-003	-4.600560e+000	-7.585383e+000	3.347285e+000
4.826758210821752e-003	-5.231870e+000	-8.211665e+000	3.969666e+000
4.836523835821752e-003	-5.811054e+000	-8.713695e+000	4.541797e+000
4.846289460821752e-003	-6.321702e+000	-9.084617e+000	5.046927e+000
4.856055085821751e-003	-6.750822e+000	-9.319329e+000	5.471824e+000
4.865820710821751e-003	-7.093240e+000	-9.421469e+000	5.811100e+000
4.873689113150388e-003	-7.296473e+000	-9.400073e+000	6.012556e+000
4.882012730398662e-003	-7.430394e+000	-9.268156e+000	6.145342e+000
4.891778355398662e-003	-7.489190e+000	-8.987332e+000	6.203645e+000
4.901543980398662e-003	-7.442953e+000	-8.577753e+000	6.157793e+000
4.911309605398662e-003	-7.287743e+000	-8.040468e+000	6.003904e+000
4.921075230398662e-003	-7.025357e+000	-7.383584e+000	5.743832e+000
4.930840855398661e-003	-6.659317e+000	-6.616990e+000	5.381200e+000
4.940606480398661e-003	-6.194759e+000	-5.752215e+000	4.921321e+000
4.950372105398661e-003	-5.638304e+000	-4.802253e+000	4.371096e+000
4.960137730398661e-003	-4.997879e+000	-3.781367e+000	3.738918e+000
4.969903355398661e-003	-4.282443e+000	-2.704873e+000	3.034601e+000
4.979668980398660e-003	-3.501319e+000	-1.588894e+000	2.269395e+000
4.989434605398660e-003	-2.661905e+000	-4.500633e-001	1.456445e+000
4.999200230398660e-003	-1.779434e+000	6.973715e-001	6.145614e-001
5.000000000000000e-003	-1.704195e+000	7.913347e-001	5.444468e-001
