Freq.	mag((V(n007)-V(n002))/V(n006))
4.21479279279276e+004	1.81285957707077e+001,0.00000000000000e+000
4.22480180180177e+004	1.81398271980570e+001,0.00000000000000e+000
4.23481081081078e+004	1.81510449887869e+001,0.00000000000000e+000
4.24481981981979e+004	1.81622494250875e+001,0.00000000000000e+000
4.25482882882880e+004	1.81734407868754e+001,0.00000000000000e+000
4.26483783783781e+004	1.81846193518203e+001,0.00000000000000e+000
4.27484684684681e+004	1.81957853953705e+001,0.00000000000000e+000
4.28485585585582e+004	1.82069391907791e+001,0.00000000000000e+000
4.29486486486483e+004	1.82180810091288e+001,0.00000000000000e+000
4.30487387387384e+004	1.82292111193573e+001,0.00000000000000e+000
4.31488288288285e+004	1.82403297882818e+001,0.00000000000000e+000
4.32489189189186e+004	1.82514372806236e+001,0.00000000000000e+000
4.33490090090087e+004	1.82625338590324e+001,0.00000000000000e+000
4.34490990990988e+004	1.82736197841100e+001,0.00000000000000e+000
4.35491891891889e+004	1.82846953144339e+001,0.00000000000000e+000
4.36492792792789e+004	1.82957607065810e+001,0.00000000000000e+000
4.37493693693690e+004	1.83068162151502e+001,0.00000000000000e+000
4.38494594594591e+004	1.83178620927858e+001,0.00000000000000e+000
4.39495495495492e+004	1.83288985901995e+001,0.00000000000000e+000
4.40496396396393e+004	1.83399259561929e+001,0.00000000000000e+000
4.41497297297294e+004	1.83509444376800e+001,0.00000000000000e+000
4.42498198198195e+004	1.83619542797081e+001,0.00000000000000e+000
4.43499099099096e+004	1.83729557254803e+001,0.00000000000000e+000
4.44499999999997e+004	1.83839490163761e+001,0.00000000000000e+000
4.45500900900897e+004	1.83949343919728e+001,0.00000000000000e+000
4.46501801801798e+004	1.84059120900662e+001,0.00000000000000e+000
4.47502702702699e+004	1.84168823466914e+001,0.00000000000000e+000
4.48503603603600e+004	1.84278453961429e+001,0.00000000000000e+000
4.49504504504501e+004	1.84388014709947e+001,0.00000000000000e+000
4.50505405405402e+004	1.84497508021203e+001,0.00000000000000e+000
4.51506306306303e+004	1.84606936187127e+001,0.00000000000000e+000
4.52507207207204e+004	1.84716301483032e+001,0.00000000000000e+000
4.53508108108105e+004	1.84825606167811e+001,0.00000000000000e+000
4.54509009009005e+004	1.84934852484124e+001,0.00000000000000e+000
4.55509909909906e+004	1.85044042658591e+001,0.00000000000000e+000
4.56510810810807e+004	1.85153178901970e+001,0.00000000000000e+000
4.57511711711708e+004	1.85262263409351e+001,0.00000000000000e+000
4.58512612612609e+004	1.85371298360326e+001,0.00000000000000e+000
4.59513513513510e+004	1.85480285919179e+001,0.00000000000000e+000
4.60514414414411e+004	1.85589228235060e+001,0.00000000000000e+000
4.61515315315312e+004	1.85698127442156e+001,0.00000000000000e+000
4.62516216216213e+004	1.85806985659874e+001,0.00000000000000e+000
4.63517117117113e+004	1.85915804993004e+001,0.00000000000000e+000
4.64518018018014e+004	1.86024587531896e+001,0.00000000000000e+000
4.65518918918915e+004	1.86133335352623e+001,0.00000000000000e+000
4.66519819819816e+004	1.86242050517149e+001,0.00000000000000e+000
4.67520720720717e+004	1.86350735073494e+001,0.00000000000000e+000
4.68521621621618e+004	1.86459391055897e+001,0.00000000000000e+000
4.69522522522519e+004	1.86568020484975e+001,0.00000000000000e+000
4.70523423423420e+004	1.86676625367882e+001,0.00000000000000e+000
4.71524324324321e+004	1.86785207698469e+001,0.00000000000000e+000
4.72525225225221e+004	1.86893769457435e+001,0.00000000000000e+000
4.73526126126122e+004	1.87002312612487e+001,0.00000000000000e+000
4.74527027027023e+004	1.87110839118485e+001,0.00000000000000e+000
4.75527927927924e+004	1.87219350917598e+001,0.00000000000000e+000
4.76528828828825e+004	1.87327849939451e+001,0.00000000000000e+000
4.77529729729726e+004	1.87436338101273e+001,0.00000000000000e+000
4.78530630630627e+004	1.87544817308040e+001,0.00000000000000e+000
4.79531531531528e+004	1.87653289452623e+001,0.00000000000000e+000
4.80532432432429e+004	1.87761756415926e+001,0.00000000000000e+000
4.81533333333329e+004	1.87870220067032e+001,0.00000000000000e+000
4.82534234234230e+004	1.87978682263339e+001,0.00000000000000e+000
4.83535135135131e+004	1.88087144850699e+001,0.00000000000000e+000
4.84536036036032e+004	1.88195609663554e+001,0.00000000000000e+000
4.85536936936933e+004	1.88304078525073e+001,0.00000000000000e+000
4.86537837837834e+004	1.88412553247282e+001,0.00000000000000e+000
4.87538738738735e+004	1.88521035631199e+001,0.00000000000000e+000
4.88539639639636e+004	1.88629527466966e+001,0.00000000000000e+000
4.89540540540537e+004	1.88738030533973e+001,0.00000000000000e+000
4.90541441441437e+004	1.88846546600992e+001,0.00000000000000e+000
4.91542342342338e+004	1.88955077426300e+001,0.00000000000000e+000
4.92543243243239e+004	1.89063624757806e+001,0.00000000000000e+000
4.93544144144140e+004	1.89172190333173e+001,0.00000000000000e+000
4.94545045045041e+004	1.89280775879944e+001,0.00000000000000e+000
4.95545945945942e+004	1.89389383115660e+001,0.00000000000000e+000
4.96546846846843e+004	1.89498013747983e+001,0.00000000000000e+000
4.97547747747744e+004	1.89606669474811e+001,0.00000000000000e+000
4.98548648648645e+004	1.89715351984401e+001,0.00000000000000e+000
4.99549549549545e+004	1.89824062955480e+001,0.00000000000000e+000
5.00550450450446e+004	1.89932804057365e+001,0.00000000000000e+000
5.01551351351347e+004	1.90041576950074e+001,0.00000000000000e+000
5.02552252252248e+004	1.90150383284440e+001,0.00000000000000e+000
5.03553153153149e+004	1.90259224702219e+001,0.00000000000000e+000
5.04554054054050e+004	1.90368102836210e+001,0.00000000000000e+000
5.05554954954951e+004	1.90477019310353e+001,0.00000000000000e+000
5.06555855855852e+004	1.90585975739844e+001,0.00000000000000e+000
5.07556756756753e+004	1.90694973731241e+001,0.00000000000000e+000
5.08557657657653e+004	1.90804014882571e+001,0.00000000000000e+000
5.09558558558554e+004	1.90913100783432e+001,0.00000000000000e+000
5.10559459459455e+004	1.91022233015098e+001,0.00000000000000e+000
5.11560360360356e+004	1.91131413150625e+001,0.00000000000000e+000
5.12561261261257e+004	1.91240642754949e+001,0.00000000000000e+000
5.13562162162158e+004	1.91349923384988e+001,0.00000000000000e+000
5.14563063063059e+004	1.91459256589742e+001,0.00000000000000e+000
5.15563963963960e+004	1.91568643910393e+001,0.00000000000000e+000
5.16564864864861e+004	1.91678086880401e+001,0.00000000000000e+000
5.17565765765761e+004	1.91787587025601e+001,0.00000000000000e+000
5.18566666666662e+004	1.91897145864300e+001,0.00000000000000e+000
5.19567567567563e+004	1.92006764907372e+001,0.00000000000000e+000
5.20568468468464e+004	1.92116445658349e+001,0.00000000000000e+000
5.21569369369365e+004	1.92226189613518e+001,0.00000000000000e+000
5.22570270270266e+004	1.92335998262014e+001,0.00000000000000e+000
5.23571171171167e+004	1.92445873085904e+001,0.00000000000000e+000
5.24572072072068e+004	1.92555815560285e+001,0.00000000000000e+000
5.25572972972968e+004	1.92665827153370e+001,0.00000000000000e+000
5.26573873873869e+004	1.92775909326578e+001,0.00000000000000e+000
5.27574774774770e+004	1.92886063534621e+001,0.00000000000000e+000
5.28575675675671e+004	1.92996291225589e+001,0.00000000000000e+000
5.29576576576572e+004	1.93106593841041e+001,0.00000000000000e+000
5.30577477477473e+004	1.93216972816084e+001,0.00000000000000e+000
5.31578378378374e+004	1.93327429579463e+001,0.00000000000000e+000
5.32579279279275e+004	1.93437965553641e+001,0.00000000000000e+000
5.33580180180176e+004	1.93548582154885e+001,0.00000000000000e+000
5.34581081081076e+004	1.93659280793343e+001,0.00000000000000e+000
5.35581981981977e+004	1.93770062873130e+001,0.00000000000000e+000
5.36582882882878e+004	1.93880929792408e+001,0.00000000000000e+000
5.37583783783779e+004	1.93991882943463e+001,0.00000000000000e+000
5.38584684684680e+004	1.94102923712786e+001,0.00000000000000e+000
5.39585585585581e+004	1.94214053481151e+001,0.00000000000000e+000
5.40586486486482e+004	1.94325273623691e+001,0.00000000000000e+000
5.41587387387383e+004	1.94436585509979e+001,0.00000000000000e+000
5.42588288288284e+004	1.94547990504099e+001,0.00000000000000e+000
5.43589189189184e+004	1.94659489964724e+001,0.00000000000000e+000
5.44590090090085e+004	1.94771085245190e+001,0.00000000000000e+000
5.45590990990986e+004	1.94882777693571e+001,0.00000000000000e+000
5.46591891891887e+004	1.94994568652751e+001,0.00000000000000e+000
5.47592792792788e+004	1.95106459460499e+001,0.00000000000000e+000
5.48593693693689e+004	1.95218451449537e+001,0.00000000000000e+000
5.49594594594590e+004	1.95330545947615e+001,0.00000000000000e+000
5.50595495495491e+004	1.95442744277580e+001,0.00000000000000e+000
5.51596396396392e+004	1.95555047757446e+001,0.00000000000000e+000
5.52597297297292e+004	1.95667457700466e+001,0.00000000000000e+000
5.53598198198193e+004	1.95779975415196e+001,0.00000000000000e+000
5.54599099099094e+004	1.95892602205568e+001,0.00000000000000e+000
5.55599999999995e+004	1.96005339370955e+001,0.00000000000000e+000
5.56600900900896e+004	1.96118188206239e+001,0.00000000000000e+000
5.57601801801797e+004	1.96231150001876e+001,0.00000000000000e+000
5.58602702702698e+004	1.96344226043964e+001,0.00000000000000e+000
5.59603603603599e+004	1.96457417614308e+001,0.00000000000000e+000
5.60604504504500e+004	1.96570725990483e+001,0.00000000000000e+000
5.61605405405400e+004	1.96684152445899e+001,0.00000000000000e+000
5.62606306306301e+004	1.96797698249864e+001,0.00000000000000e+000
5.63607207207202e+004	1.96911364667652e+001,0.00000000000000e+000
5.64608108108103e+004	1.97025152960556e+001,0.00000000000000e+000
5.65609009009004e+004	1.97139064385959e+001,0.00000000000000e+000
5.66609909909905e+004	1.97253100197391e+001,0.00000000000000e+000
5.67610810810806e+004	1.97367261644592e+001,0.00000000000000e+000
5.68611711711707e+004	1.97481549973568e+001,0.00000000000000e+000
5.69612612612608e+004	1.97595966426659e+001,0.00000000000000e+000
5.70613513513508e+004	1.97710512242590e+001,0.00000000000000e+000
5.71614414414409e+004	1.97825188656536e+001,0.00000000000000e+000
5.72615315315310e+004	1.97939996900178e+001,0.00000000000000e+000
5.73616216216211e+004	1.98054938201760e+001,0.00000000000000e+000
5.74617117117112e+004	1.98170013786150e+001,0.00000000000000e+000
5.75618018018013e+004	1.98285224874893e+001,0.00000000000000e+000
5.76618918918914e+004	1.98400572686270e+001,0.00000000000000e+000
5.77619819819815e+004	1.98516058435355e+001,0.00000000000000e+000
5.78620720720716e+004	1.98631683334068e+001,0.00000000000000e+000
5.79621621621616e+004	1.98747448591233e+001,0.00000000000000e+000
5.80622522522517e+004	1.98863355412629e+001,0.00000000000000e+000
5.81623423423418e+004	1.98979405001049e+001,0.00000000000000e+000
5.82624324324319e+004	1.99095598556354e+001,0.00000000000000e+000
5.83625225225220e+004	1.99211937275519e+001,0.00000000000000e+000
5.84626126126121e+004	1.99328422352697e+001,0.00000000000000e+000
5.85627027027022e+004	1.99445054979264e+001,0.00000000000000e+000
5.86627927927923e+004	1.99561836343873e+001,0.00000000000000e+000
5.87628828828824e+004	1.99678767632509e+001,0.00000000000000e+000
5.88629729729724e+004	1.99795850028536e+001,0.00000000000000e+000
5.89630630630625e+004	1.99913084712753e+001,0.00000000000000e+000
5.90631531531526e+004	2.00030472863438e+001,0.00000000000000e+000
5.91632432432427e+004	2.00148015656408e+001,0.00000000000000e+000
5.92633333333328e+004	2.00265714265059e+001,0.00000000000000e+000
5.93634234234229e+004	2.00383569860423e+001,0.00000000000000e+000
5.94635135135130e+004	2.00501583611214e+001,0.00000000000000e+000
5.95636036036031e+004	2.00619756683877e+001,0.00000000000000e+000
5.96636936936932e+004	2.00738090242638e+001,0.00000000000000e+000
5.97637837837832e+004	2.00856585449551e+001,0.00000000000000e+000
5.98638738738733e+004	2.00975243464547e+001,0.00000000000000e+000
5.99639639639634e+004	2.01094065445479e+001,0.00000000000000e+000
6.00640540540535e+004	2.01213052548173e+001,0.00000000000000e+000
6.01641441441436e+004	2.01332205926474e+001,0.00000000000000e+000
6.02642342342337e+004	2.01451526732288e+001,0.00000000000000e+000
6.03643243243238e+004	2.01571016115635e+001,0.00000000000000e+000
6.04644144144139e+004	2.01690675224692e+001,0.00000000000000e+000
6.05645045045040e+004	2.01810505205835e+001,0.00000000000000e+000
6.06645945945940e+004	2.01930507203693e+001,0.00000000000000e+000
6.07646846846841e+004	2.02050682361183e+001,0.00000000000000e+000
6.08647747747742e+004	2.02171031819563e+001,0.00000000000000e+000
6.09648648648643e+004	2.02291556718471e+001,0.00000000000000e+000
6.10649549549544e+004	2.02412258195972e+001,0.00000000000000e+000
6.11650450450445e+004	2.02533137388600e+001,0.00000000000000e+000
6.12651351351346e+004	2.02654195431405e+001,0.00000000000000e+000
6.13652252252247e+004	2.02775433457992e+001,0.00000000000000e+000
6.14653153153148e+004	2.02896852600565e+001,0.00000000000000e+000
6.15654054054048e+004	2.03018453989973e+001,0.00000000000000e+000
6.16654954954949e+004	2.03140238755749e+001,0.00000000000000e+000
6.17655855855850e+004	2.03262208026153e+001,0.00000000000000e+000
6.18656756756751e+004	2.03384362928214e+001,0.00000000000000e+000
6.19657657657652e+004	2.03506704587775e+001,0.00000000000000e+000
6.20658558558553e+004	2.03629234129527e+001,0.00000000000000e+000
6.21659459459454e+004	2.03751952677058e+001,0.00000000000000e+000
6.22660360360355e+004	2.03874861352890e+001,0.00000000000000e+000
6.23661261261255e+004	2.03997961278519e+001,0.00000000000000e+000
6.24662162162156e+004	2.04121253574459e+001,0.00000000000000e+000
6.25663063063057e+004	2.04244739360279e+001,0.00000000000000e+000
6.26663963963958e+004	2.04368419754644e+001,0.00000000000000e+000
6.27664864864859e+004	2.04492295875355e+001,0.00000000000000e+000
6.28665765765760e+004	2.04616368839390e+001,0.00000000000000e+000
6.29666666666661e+004	2.04740639762939e+001,0.00000000000000e+000
6.30667567567562e+004	2.04865109761450e+001,0.00000000000000e+000
6.31668468468463e+004	2.04989779949660e+001,0.00000000000000e+000
6.32669369369363e+004	2.05114651441640e+001,0.00000000000000e+000
6.33670270270264e+004	2.05239725350832e+001,0.00000000000000e+000
6.34671171171165e+004	2.05365002790083e+001,0.00000000000000e+000
6.35672072072066e+004	2.05490484871690e+001,0.00000000000000e+000
6.36672972972967e+004	2.05616172707434e+001,0.00000000000000e+000
6.37673873873868e+004	2.05742067408616e+001,0.00000000000000e+000
6.38674774774769e+004	2.05868170086101e+001,0.00000000000000e+000
6.39675675675670e+004	2.05994481850346e+001,0.00000000000000e+000
6.40676576576571e+004	2.06121003811446e+001,0.00000000000000e+000
6.41677477477471e+004	2.06247737079166e+001,0.00000000000000e+000
6.42678378378372e+004	2.06374682762979e+001,0.00000000000000e+000
6.43679279279273e+004	2.06501841972103e+001,0.00000000000000e+000
6.44680180180174e+004	2.06629215815537e+001,0.00000000000000e+000
6.45681081081075e+004	2.06756805402097e+001,0.00000000000000e+000
6.46681981981976e+004	2.06884611840453e+001,0.00000000000000e+000
6.47682882882877e+004	2.07012636239165e+001,0.00000000000000e+000
6.48683783783778e+004	2.07140879706716e+001,0.00000000000000e+000
6.49684684684679e+004	2.07269343351552e+001,0.00000000000000e+000
6.50685585585579e+004	2.07398028282114e+001,0.00000000000000e+000
6.51686486486480e+004	2.07526935606877e+001,0.00000000000000e+000
6.52687387387381e+004	2.07656066434380e+001,0.00000000000000e+000
6.53688288288282e+004	2.07785421873264e+001,0.00000000000000e+000
6.54689189189183e+004	2.07915003032310e+001,0.00000000000000e+000
6.55690090090084e+004	2.08044811020466e+001,0.00000000000000e+000
6.56690990990985e+004	2.08174846946889e+001,0.00000000000000e+000
6.57691891891886e+004	2.08305111920976e+001,0.00000000000000e+000
6.58692792792787e+004	2.08435607052397e+001,0.00000000000000e+000
6.59693693693688e+004	2.08566333451134e+001,0.00000000000000e+000
6.60694594594588e+004	2.08697292227509e+001,0.00000000000000e+000
6.61695495495489e+004	2.08828484492223e+001,0.00000000000000e+000
6.62696396396390e+004	2.08959911356388e+001,0.00000000000000e+000
6.63697297297291e+004	2.09091573931559e+001,0.00000000000000e+000
6.64698198198192e+004	2.09223473329770e+001,0.00000000000000e+000
6.65699099099093e+004	2.09355610663566e+001,0.00000000000000e+000
6.66699999999994e+004	2.09487987046038e+001,0.00000000000000e+000
6.67700900900895e+004	2.09620603590854e+001,0.00000000000000e+000
6.68701801801796e+004	2.09753461412292e+001,0.00000000000000e+000
6.69702702702696e+004	2.09886561625277e+001,0.00000000000000e+000
6.70703603603597e+004	2.10019905345410e+001,0.00000000000000e+000
6.71704504504498e+004	2.10153493689000e+001,0.00000000000000e+000
6.72705405405399e+004	2.10287327773102e+001,0.00000000000000e+000
6.73706306306300e+004	2.10421408715543e+001,0.00000000000000e+000
6.74707207207201e+004	2.10555737634961e+001,0.00000000000000e+000
6.75708108108102e+004	2.10690315650830e+001,0.00000000000000e+000
6.76709009009003e+004	2.10825143883500e+001,0.00000000000000e+000
6.77709909909904e+004	2.10960223454224e+001,0.00000000000000e+000
6.78710810810804e+004	2.11095555485193e+001,0.00000000000000e+000
6.79711711711705e+004	2.11231141099565e+001,0.00000000000000e+000
6.80712612612606e+004	2.11366981421500e+001,0.00000000000000e+000
6.81713513513507e+004	2.11503077576191e+001,0.00000000000000e+000
6.82714414414408e+004	2.11639430689895e+001,0.00000000000000e+000
6.83715315315309e+004	2.11776041889967e+001,0.00000000000000e+000
6.84716216216210e+004	2.11912912304886e+001,0.00000000000000e+000
6.85717117117111e+004	2.12050043064295e+001,0.00000000000000e+000
6.86718018018012e+004	2.12187435299026e+001,0.00000000000000e+000
6.87718918918912e+004	2.12325090141134e+001,0.00000000000000e+000
6.88719819819813e+004	2.12463008723927e+001,0.00000000000000e+000
6.89720720720714e+004	2.12601192182000e+001,0.00000000000000e+000
6.90721621621615e+004	2.12739641651263e+001,0.00000000000000e+000
6.91722522522516e+004	2.12878358268975e+001,0.00000000000000e+000
6.92723423423417e+004	2.13017343173773e+001,0.00000000000000e+000
6.93724324324318e+004	2.13156597505705e+001,0.00000000000000e+000
6.94725225225219e+004	2.13296122406259e+001,0.00000000000000e+000
6.95726126126119e+004	2.13435919018395e+001,0.00000000000000e+000
6.96727027027020e+004	2.13575988486578e+001,0.00000000000000e+000
6.97727927927921e+004	2.13716331956804e+001,0.00000000000000e+000
6.98728828828822e+004	2.13856950576636e+001,0.00000000000000e+000
6.99729729729723e+004	2.13997845495231e+001,0.00000000000000e+000
7.00730630630624e+004	2.14139017863374e+001,0.00000000000000e+000
7.01731531531525e+004	2.14280468833505e+001,0.00000000000000e+000
7.02732432432426e+004	2.14422199559754e+001,0.00000000000000e+000
7.03733333333327e+004	2.14564211197967e+001,0.00000000000000e+000
7.04734234234227e+004	2.14706504905740e+001,0.00000000000000e+000
7.05735135135128e+004	2.14849081842449e+001,0.00000000000000e+000
7.06736036036029e+004	2.14991943169280e+001,0.00000000000000e+000
7.07736936936930e+004	2.15135090049259e+001,0.00000000000000e+000
7.08737837837831e+004	2.15278523647284e+001,0.00000000000000e+000
7.09738738738732e+004	2.15422245130152e+001,0.00000000000000e+000
7.10739639639633e+004	2.15566255666597e+001,0.00000000000000e+000
7.11740540540534e+004	2.15710556427310e+001,0.00000000000000e+000
7.12741441441435e+004	2.15855148584978e+001,0.00000000000000e+000
7.13742342342335e+004	2.16000033314311e+001,0.00000000000000e+000
7.14743243243236e+004	2.16145211792072e+001,0.00000000000000e+000
7.15744144144137e+004	2.16290685197107e+001,0.00000000000000e+000
7.16745045045038e+004	2.16436454710379e+001,0.00000000000000e+000
7.17745945945939e+004	2.16582521514992e+001,0.00000000000000e+000
7.18746846846840e+004	2.16728886796228e+001,0.00000000000000e+000
7.19747747747741e+004	2.16875551741573e+001,0.00000000000000e+000
7.20748648648642e+004	2.17022517540749e+001,0.00000000000000e+000
7.21749549549543e+004	2.17169785385743e+001,0.00000000000000e+000
7.22750450450443e+004	2.17317356470838e+001,0.00000000000000e+000
7.23751351351344e+004	2.17465231992645e+001,0.00000000000000e+000
7.24752252252245e+004	2.17613413150131e+001,0.00000000000000e+000
7.25753153153146e+004	2.17761901144649e+001,0.00000000000000e+000
7.26754054054047e+004	2.17910697179970e+001,0.00000000000000e+000
7.27754954954948e+004	2.18059802462315e+001,0.00000000000000e+000
7.28755855855849e+004	2.18209218200378e+001,0.00000000000000e+000
7.29756756756750e+004	2.18358945605366e+001,0.00000000000000e+000
7.30757657657651e+004	2.18508985891022e+001,0.00000000000000e+000
7.31758558558551e+004	2.18659340273660e+001,0.00000000000000e+000
7.32759459459452e+004	2.18810009972191e+001,0.00000000000000e+000
7.33760360360353e+004	2.18960996208157e+001,0.00000000000000e+000
7.34761261261254e+004	2.19112300205761e+001,0.00000000000000e+000
7.35762162162155e+004	2.19263923191895e+001,0.00000000000000e+000
7.36763063063056e+004	2.19415866396172e+001,0.00000000000000e+000
7.37763963963957e+004	2.19568131050960e+001,0.00000000000000e+000
7.38764864864858e+004	2.19720718391403e+001,0.00000000000000e+000
7.39765765765759e+004	2.19873629655462e+001,0.00000000000000e+000
7.40766666666659e+004	2.20026866083940e+001,0.00000000000000e+000
7.41767567567560e+004	2.20180428920513e+001,0.00000000000000e+000
7.42768468468461e+004	2.20334319411761e+001,0.00000000000000e+000
7.43769369369362e+004	2.20488538807200e+001,0.00000000000000e+000
7.44770270270263e+004	2.20643088359311e+001,0.00000000000000e+000
7.45771171171164e+004	2.20797969323570e+001,0.00000000000000e+000
7.46772072072065e+004	2.20953182958482e+001,0.00000000000000e+000
7.47772972972966e+004	2.21108730525608e+001,0.00000000000000e+000
7.48773873873867e+004	2.21264613289599e+001,0.00000000000000e+000
7.49774774774767e+004	2.21420832518223e+001,0.00000000000000e+000
7.50775675675668e+004	2.21577389482402e+001,0.00000000000000e+000
7.51776576576569e+004	2.21734285456236e+001,0.00000000000000e+000
7.52777477477470e+004	2.21891521717038e+001,0.00000000000000e+000
7.53778378378371e+004	2.22049099545365e+001,0.00000000000000e+000
7.54779279279272e+004	2.22207020225049e+001,0.00000000000000e+000
7.55780180180173e+004	2.22365285043225e+001,0.00000000000000e+000
7.56781081081074e+004	2.22523895290368e+001,0.00000000000000e+000
7.57781981981975e+004	2.22682852260318e+001,0.00000000000000e+000
7.58782882882875e+004	2.22842157250316e+001,0.00000000000000e+000
7.59783783783776e+004	2.23001811561034e+001,0.00000000000000e+000
7.60784684684677e+004	2.23161816496605e+001,0.00000000000000e+000
7.61785585585578e+004	2.23322173364655e+001,0.00000000000000e+000
7.62786486486479e+004	2.23482883476336e+001,0.00000000000000e+000
7.63787387387380e+004	2.23643948146358e+001,0.00000000000000e+000
7.64788288288281e+004	2.23805368693018e+001,0.00000000000000e+000
7.65789189189182e+004	2.23967146438232e+001,0.00000000000000e+000
7.66790090090083e+004	2.24129282707570e+001,0.00000000000000e+000
7.67790990990983e+004	2.24291778830285e+001,0.00000000000000e+000
7.68791891891884e+004	2.24454636139347e+001,0.00000000000000e+000
7.69792792792785e+004	2.24617855971471e+001,0.00000000000000e+000
7.70793693693686e+004	2.24781439667154e+001,0.00000000000000e+000
7.71794594594587e+004	2.24945388570705e+001,0.00000000000000e+000
7.72795495495488e+004	2.25109704030278e+001,0.00000000000000e+000
7.73796396396389e+004	2.25274387397902e+001,0.00000000000000e+000
7.74797297297290e+004	2.25439440029516e+001,0.00000000000000e+000
7.75798198198191e+004	2.25604863285001e+001,0.00000000000000e+000
7.76799099099091e+004	2.25770658528212e+001,0.00000000000000e+000
7.77799999999992e+004	2.25936827127010e+001,0.00000000000000e+000
7.78800900900893e+004	2.26103370453297e+001,0.00000000000000e+000
7.79801801801794e+004	2.26270289883047e+001,0.00000000000000e+000
7.80802702702695e+004	2.26437586796339e+001,0.00000000000000e+000
7.81803603603596e+004	2.26605262577392e+001,0.00000000000000e+000
7.82804504504497e+004	2.26773318614594e+001,0.00000000000000e+000
7.83805405405398e+004	2.26941756300539e+001,0.00000000000000e+000
7.84806306306299e+004	2.27110577032061e+001,0.00000000000000e+000
7.85807207207199e+004	2.27279782210263e+001,0.00000000000000e+000
7.86808108108100e+004	2.27449373240555e+001,0.00000000000000e+000
7.87809009009001e+004	2.27619351532684e+001,0.00000000000000e+000
7.88809909909902e+004	2.27789718500770e+001,0.00000000000000e+000
7.89810810810803e+004	2.27960475563341e+001,0.00000000000000e+000
7.90811711711704e+004	2.28131624143361e+001,0.00000000000000e+000
7.91812612612605e+004	2.28303165668274e+001,0.00000000000000e+000
7.92813513513506e+004	2.28475101570027e+001,0.00000000000000e+000
7.93814414414406e+004	2.28647433285112e+001,0.00000000000000e+000
7.94815315315307e+004	2.28820162254599e+001,0.00000000000000e+000
7.95816216216208e+004	2.28993289924168e+001,0.00000000000000e+000
7.96817117117109e+004	2.29166817744147e+001,0.00000000000000e+000
7.97818018018010e+004	2.29340747169541e+001,0.00000000000000e+000
7.98818918918911e+004	2.29515079660074e+001,0.00000000000000e+000
7.99819819819812e+004	2.29689816680220e+001,0.00000000000000e+000
8.00820720720713e+004	2.29864959699239e+001,0.00000000000000e+000
8.01821621621614e+004	2.30040510191211e+001,0.00000000000000e+000
8.02822522522514e+004	2.30216469635073e+001,0.00000000000000e+000
8.03823423423415e+004	2.30392839514654e+001,0.00000000000000e+000
8.04824324324316e+004	2.30569621318708e+001,0.00000000000000e+000
8.05825225225217e+004	2.30746816540957e+001,0.00000000000000e+000
8.06826126126118e+004	2.30924426680117e+001,0.00000000000000e+000
8.07827027027019e+004	2.31102453239941e+001,0.00000000000000e+000
8.08827927927920e+004	2.31280897729254e+001,0.00000000000000e+000
8.09828828828821e+004	2.31459761661987e+001,0.00000000000000e+000
8.10829729729722e+004	2.31639046557216e+001,0.00000000000000e+000
8.11830630630622e+004	2.31818753939194e+001,0.00000000000000e+000
8.12831531531523e+004	2.31998885337396e+001,0.00000000000000e+000
8.13832432432424e+004	2.32179442286547e+001,0.00000000000000e+000
8.14833333333325e+004	2.32360426326665e+001,0.00000000000000e+000
8.15834234234226e+004	2.32541839003095e+001,0.00000000000000e+000
8.16835135135127e+004	2.32723681866546e+001,0.00000000000000e+000
8.17836036036028e+004	2.32905956473133e+001,0.00000000000000e+000
8.18836936936929e+004	2.33088664384408e+001,0.00000000000000e+000
8.19837837837830e+004	2.33271807167402e+001,0.00000000000000e+000
8.20838738738730e+004	2.33455386394663e+001,0.00000000000000e+000
8.21839639639631e+004	2.33639403644292e+001,0.00000000000000e+000
8.22840540540532e+004	2.33823860499982e+001,0.00000000000000e+000
8.23841441441433e+004	2.34008758551056e+001,0.00000000000000e+000
8.24842342342334e+004	2.34194099392508e+001,0.00000000000000e+000
8.25843243243235e+004	2.34379884625038e+001,0.00000000000000e+000
8.26844144144136e+004	2.34566115855093e+001,0.00000000000000e+000
8.27845045045037e+004	2.34752794694906e+001,0.00000000000000e+000
8.28845945945938e+004	2.34939922762536e+001,0.00000000000000e+000
8.29846846846838e+004	2.35127501681904e+001,0.00000000000000e+000
8.30847747747739e+004	2.35315533082837e+001,0.00000000000000e+000
8.31848648648640e+004	2.35504018601103e+001,0.00000000000000e+000
8.32849549549541e+004	2.35692959878456e+001,0.00000000000000e+000
8.33850450450442e+004	2.35882358562673e+001,0.00000000000000e+000
8.34851351351343e+004	2.36072216307594e+001,0.00000000000000e+000
8.35852252252244e+004	2.36262534773163e+001,0.00000000000000e+000
8.36853153153145e+004	2.36453315625471e+001,0.00000000000000e+000
8.37854054054046e+004	2.36644560536794e+001,0.00000000000000e+000
8.38854954954946e+004	2.36836271185633e+001,0.00000000000000e+000
8.39855855855847e+004	2.37028449256759e+001,0.00000000000000e+000
8.40856756756748e+004	2.37221096441252e+001,0.00000000000000e+000
8.41857657657649e+004	2.37414214436544e+001,0.00000000000000e+000
8.42858558558550e+004	2.37607804946456e+001,0.00000000000000e+000
8.43859459459451e+004	2.37801869681248e+001,0.00000000000000e+000
