Freq.	mag((V(n007)-V(n002))/V(n006))
8.44860360360352e+004	2.37996410357656e+001,0.00000000000000e+000
8.45861261261253e+004	2.38191428698935e+001,0.00000000000000e+000
8.46862162162154e+004	2.38386926434901e+001,0.00000000000000e+000
8.47863063063054e+004	2.38582905301976e+001,0.00000000000000e+000
8.48863963963955e+004	2.38779367043230e+001,0.00000000000000e+000
8.49864864864856e+004	2.38976313408424e+001,0.00000000000000e+000
8.50865765765757e+004	2.39173746154052e+001,0.00000000000000e+000
8.51866666666658e+004	2.39371667043388e+001,0.00000000000000e+000
8.52867567567559e+004	2.39570077846527e+001,0.00000000000000e+000
8.53868468468460e+004	2.39768980340431e+001,0.00000000000000e+000
8.54869369369361e+004	2.39968376308972e+001,0.00000000000000e+000
8.55870270270262e+004	2.40168267542976e+001,0.00000000000000e+000
8.56871171171162e+004	2.40368655840271e+001,0.00000000000000e+000
8.57872072072063e+004	2.40569543005726e+001,0.00000000000000e+000
8.58872972972964e+004	2.40770930851304e+001,0.00000000000000e+000
8.59873873873865e+004	2.40972821196101e+001,0.00000000000000e+000
8.60874774774766e+004	2.41175215866393e+001,0.00000000000000e+000
8.61875675675667e+004	2.41378116695687e+001,0.00000000000000e+000
8.62876576576568e+004	2.41581525524760e+001,0.00000000000000e+000
8.63877477477469e+004	2.41785444201707e+001,0.00000000000000e+000
8.64878378378370e+004	2.41989874581993e+001,0.00000000000000e+000
8.65879279279270e+004	2.42194818528493e+001,0.00000000000000e+000
8.66880180180171e+004	2.42400277911544e+001,0.00000000000000e+000
8.67881081081072e+004	2.42606254608989e+001,0.00000000000000e+000
8.68881981981973e+004	2.42812750506226e+001,0.00000000000000e+000
8.69882882882874e+004	2.43019767496258e+001,0.00000000000000e+000
8.70883783783775e+004	2.43227307479737e+001,0.00000000000000e+000
8.71884684684676e+004	2.43435372365014e+001,0.00000000000000e+000
8.72885585585577e+004	2.43643964068191e+001,0.00000000000000e+000
8.73886486486478e+004	2.43853084513163e+001,0.00000000000000e+000
8.74887387387378e+004	2.44062735631675e+001,0.00000000000000e+000
8.75888288288279e+004	2.44272919363365e+001,0.00000000000000e+000
8.76889189189180e+004	2.44483637655817e+001,0.00000000000000e+000
8.77890090090081e+004	2.44694892464610e+001,0.00000000000000e+000
8.78890990990982e+004	2.44906685753369e+001,0.00000000000000e+000
8.79891891891883e+004	2.45119019493816e+001,0.00000000000000e+000
8.80892792792784e+004	2.45331895665816e+001,0.00000000000000e+000
8.81893693693685e+004	2.45545316257435e+001,0.00000000000000e+000
8.82894594594586e+004	2.45759283264989e+001,0.00000000000000e+000
8.83895495495486e+004	2.45973798693092e+001,0.00000000000000e+000
8.84896396396387e+004	2.46188864554712e+001,0.00000000000000e+000
8.85897297297288e+004	2.46404482871223e+001,0.00000000000000e+000
8.86898198198189e+004	2.46620655672456e+001,0.00000000000000e+000
8.87899099099090e+004	2.46837384996750e+001,0.00000000000000e+000
8.88899999999991e+004	2.47054672891011e+001,0.00000000000000e+000
8.89900900900892e+004	2.47272521410759e+001,0.00000000000000e+000
8.90901801801793e+004	2.47490932620187e+001,0.00000000000000e+000
8.91902702702694e+004	2.47709908592210e+001,0.00000000000000e+000
8.92903603603594e+004	2.47929451408523e+001,0.00000000000000e+000
8.93904504504495e+004	2.48149563159654e+001,0.00000000000000e+000
8.94905405405396e+004	2.48370245945021e+001,0.00000000000000e+000
8.95906306306297e+004	2.48591501872984e+001,0.00000000000000e+000
8.96907207207198e+004	2.48813333060902e+001,0.00000000000000e+000
8.97908108108099e+004	2.49035741635191e+001,0.00000000000000e+000
8.98909009009000e+004	2.49258729731375e+001,0.00000000000000e+000
8.99909909909901e+004	2.49482299494149e+001,0.00000000000000e+000
9.00910810810801e+004	2.49706453077432e+001,0.00000000000000e+000
9.01911711711702e+004	2.49931192644423e+001,0.00000000000000e+000
9.02912612612603e+004	2.50156520367663e+001,0.00000000000000e+000
9.03913513513504e+004	2.50382438429088e+001,0.00000000000000e+000
9.04914414414405e+004	2.50608949020091e+001,0.00000000000000e+000
9.05915315315306e+004	2.50836054341580e+001,0.00000000000000e+000
9.06916216216207e+004	2.51063756604032e+001,0.00000000000000e+000
9.07917117117108e+004	2.51292058027561e+001,0.00000000000000e+000
9.08918018018009e+004	2.51520960841968e+001,0.00000000000000e+000
9.09918918918909e+004	2.51750467286811e+001,0.00000000000000e+000
9.10919819819810e+004	2.51980579611454e+001,0.00000000000000e+000
9.11920720720711e+004	2.52211300075139e+001,0.00000000000000e+000
9.12921621621612e+004	2.52442630947038e+001,0.00000000000000e+000
9.13922522522513e+004	2.52674574506320e+001,0.00000000000000e+000
9.14923423423414e+004	2.52907133042209e+001,0.00000000000000e+000
9.15924324324315e+004	2.53140308854051e+001,0.00000000000000e+000
9.16925225225216e+004	2.53374104251370e+001,0.00000000000000e+000
9.17926126126117e+004	2.53608521553935e+001,0.00000000000000e+000
9.18927027027017e+004	2.53843563091825e+001,0.00000000000000e+000
9.19927927927918e+004	2.54079231205487e+001,0.00000000000000e+000
9.20928828828819e+004	2.54315528245804e+001,0.00000000000000e+000
9.21929729729720e+004	2.54552456574160e+001,0.00000000000000e+000
9.22930630630621e+004	2.54790018562501e+001,0.00000000000000e+000
9.23931531531522e+004	2.55028216593405e+001,0.00000000000000e+000
9.24932432432423e+004	2.55267053060144e+001,0.00000000000000e+000
9.25933333333324e+004	2.55506530366749e+001,0.00000000000000e+000
9.26934234234225e+004	2.55746650928083e+001,0.00000000000000e+000
9.27935135135125e+004	2.55987417169899e+001,0.00000000000000e+000
9.28936036036026e+004	2.56228831528914e+001,0.00000000000000e+000
9.29936936936927e+004	2.56470896452874e+001,0.00000000000000e+000
9.30937837837828e+004	2.56713614400620e+001,0.00000000000000e+000
9.31938738738729e+004	2.56956987842162e+001,0.00000000000000e+000
9.32939639639630e+004	2.57201019258742e+001,0.00000000000000e+000
9.33940540540531e+004	2.57445711142907e+001,0.00000000000000e+000
9.34941441441432e+004	2.57691065998577e+001,0.00000000000000e+000
9.35942342342333e+004	2.57937086341116e+001,0.00000000000000e+000
9.36943243243233e+004	2.58183774697402e+001,0.00000000000000e+000
9.37944144144134e+004	2.58431133605900e+001,0.00000000000000e+000
9.38945045045035e+004	2.58679165616730e+001,0.00000000000000e+000
9.39945945945936e+004	2.58927873291742e+001,0.00000000000000e+000
9.40946846846837e+004	2.59177259204587e+001,0.00000000000000e+000
9.41947747747738e+004	2.59427325940791e+001,0.00000000000000e+000
9.42948648648639e+004	2.59678076097826e+001,0.00000000000000e+000
9.43949549549540e+004	2.59929512285185e+001,0.00000000000000e+000
9.44950450450441e+004	2.60181637124460e+001,0.00000000000000e+000
9.45951351351341e+004	2.60434453249409e+001,0.00000000000000e+000
9.46952252252242e+004	2.60687963306038e+001,0.00000000000000e+000
9.47953153153143e+004	2.60942169952672e+001,0.00000000000000e+000
9.48954054054044e+004	2.61197075860036e+001,0.00000000000000e+000
9.49954954954945e+004	2.61452683711327e+001,0.00000000000000e+000
9.50955855855846e+004	2.61708996202293e+001,0.00000000000000e+000
9.51956756756747e+004	2.61966016041311e+001,0.00000000000000e+000
9.52957657657648e+004	2.62223745949465e+001,0.00000000000000e+000
9.53958558558549e+004	2.62482188660623e+001,0.00000000000000e+000
9.54959459459449e+004	2.62741346921518e+001,0.00000000000000e+000
9.55960360360350e+004	2.63001223491829e+001,0.00000000000000e+000
9.56961261261251e+004	2.63261821144257e+001,0.00000000000000e+000
9.57962162162152e+004	2.63523142664607e+001,0.00000000000000e+000
9.58963063063053e+004	2.63785190851872e+001,0.00000000000000e+000
9.59963963963954e+004	2.64047968518313e+001,0.00000000000000e+000
9.60964864864855e+004	2.64311478489537e+001,0.00000000000000e+000
9.61965765765756e+004	2.64575723604589e+001,0.00000000000000e+000
9.62966666666657e+004	2.64840706716025e+001,0.00000000000000e+000
9.63967567567557e+004	2.65106430690004e+001,0.00000000000000e+000
9.64968468468458e+004	2.65372898406367e+001,0.00000000000000e+000
9.65969369369359e+004	2.65640112758726e+001,0.00000000000000e+000
9.66970270270260e+004	2.65908076654545e+001,0.00000000000000e+000
9.67971171171161e+004	2.66176793015231e+001,0.00000000000000e+000
9.68972072072062e+004	2.66446264776215e+001,0.00000000000000e+000
9.69972972972963e+004	2.66716494887045e+001,0.00000000000000e+000
9.70973873873864e+004	2.66987486311470e+001,0.00000000000000e+000
9.71974774774765e+004	2.67259242027528e+001,0.00000000000000e+000
9.72975675675665e+004	2.67531765027638e+001,0.00000000000000e+000
9.73976576576566e+004	2.67805058318686e+001,0.00000000000000e+000
9.74977477477467e+004	2.68079124922116e+001,0.00000000000000e+000
9.75978378378368e+004	2.68353967874024e+001,0.00000000000000e+000
9.76979279279269e+004	2.68629590225243e+001,0.00000000000000e+000
9.77980180180170e+004	2.68905995041440e+001,0.00000000000000e+000
9.78981081081071e+004	2.69183185403207e+001,0.00000000000000e+000
9.79981981981972e+004	2.69461164406153e+001,0.00000000000000e+000
9.80982882882873e+004	2.69739935160998e+001,0.00000000000000e+000
9.81983783783773e+004	2.70019500793667e+001,0.00000000000000e+000
9.82984684684674e+004	2.70299864445388e+001,0.00000000000000e+000
9.83985585585575e+004	2.70581029272783e+001,0.00000000000000e+000
9.84986486486476e+004	2.70862998447967e+001,0.00000000000000e+000
9.85987387387377e+004	2.71145775158644e+001,0.00000000000000e+000
9.86988288288278e+004	2.71429362608203e+001,0.00000000000000e+000
9.87989189189179e+004	2.71713764015820e+001,0.00000000000000e+000
9.88990090090080e+004	2.71998982616552e+001,0.00000000000000e+000
9.89990990990981e+004	2.72285021661440e+001,0.00000000000000e+000
9.90991891891881e+004	2.72571884417608e+001,0.00000000000000e+000
9.91992792792782e+004	2.72859574168363e+001,0.00000000000000e+000
9.92993693693683e+004	2.73148094213296e+001,0.00000000000000e+000
9.93994594594584e+004	2.73437447868387e+001,0.00000000000000e+000
9.94995495495485e+004	2.73727638466103e+001,0.00000000000000e+000
9.95996396396386e+004	2.74018669355508e+001,0.00000000000000e+000
9.96997297297287e+004	2.74310543902359e+001,0.00000000000000e+000
9.97998198198188e+004	2.74603265489219e+001,0.00000000000000e+000
9.98999099099088e+004	2.74896837515557e+001,0.00000000000000e+000
1.00000000000000e+005	2.75191263397860e+001,0.00000000000000e+000
