time,Vin,VC,I
0.0,-0.018129348090176793,-0.02467916623840026,2.8608361835328712e-06
1.4285714285714288e-10,0.7323667129531911,0.01580401636130865,4.098564047756216e-06
2.8571428571428576e-10,1.389995253850955,-0.015024123524809198,-1.7122363489094072e-06
4.2857142857142875e-10,2.1269244081231475,0.029633945321258105,-6.651840612304941e-07
5.714285714285715e-10,2.841193017423797,-0.02368972526379053,1.054039301622957e-06
7.142857142857144e-10,3.5780252210190553,-0.016933093559032567,-1.029389711121108e-06
8.571428571428574e-10,4.232776743153789,0.0319060021210743,1.9071522090213112e-06
1e-09,4.994780837505986,-0.017069740357370883,1.3273710754938511e-06
9.105600064203234e-07,4.99433365999902,-0.013359107280884623,-4.410896124104736e-05
1.820120012840647e-06,5.0110248281922525,-0.01039754603163328,-9.243190495584841e-05
2.72968001926097e-06,5.006647940616375,-0.03670630560465357,-0.0001327857490534932
3.639240025681294e-06,4.9720886464894045,0.015077904765164263,-0.00018125892858392598
4.548800032101617e-06,4.975315402563382,-0.010732117002523103,-0.00022469107192294317
5.45836003852194e-06,5.036211232539646,-0.044937970385979326,-0.00027308463598261904
6.367920044942261e-06,4.983412561082337,0.02753663157662296,-0.0003158461305994725
1.273485223384393e-05,4.988105997225816,0.027245672528892633,-0.000627030901671669
2.546871661164726e-05,4.98937150606914,0.22999042458541225,-0.001221336493851364
5.093644536725393e-05,4.992051985349845,0.6955209743963114,-0.002314317010778199
8.081876790620677e-05,5.024463307996428,1.568130849138813,-0.003351569895432353
0.0001195012487076433,4.997421496145974,3.113596444967421,-0.004203068259450841
0.0001596678451792632,5.0266819632829485,4.764405674618913,-0.0044241661232138725
0.0002062733619959558,5.007663254541418,6.754821330209792,-0.0038399801957759543
0.0002549552160829573,5.002686808652286,8.335581763845033,-0.002496525845910817
0.0002868602837342827,5.046275735035516,8.991398031759125,-0.001306381912082278
0.0003086510781614771,4.928688488963389,9.20206025394434,-0.00040288037160384345
0.0003300101395046567,5.00361566266939,9.23239617501754,0.0004981173419216683
0.0003495266006669642,5.006704137685036,9.036841778978893,0.0012730753561914303
0.0003836550215789028,4.969716481371612,8.366639258332725,0.002435129413499627
0.0004193432998314793,5.027890732585913,7.284850415280533,0.0032887779059077695
0.0004688263276263913,4.975441059258503,5.490387856085973,0.0037655664155250316
0.0005147575919959502,4.992465208090922,3.8210139263197953,0.00348670790262868
0.0005534901470057624,5.035421129357394,2.610464782750166,0.002712563920936138
0.0005902757566222935,4.97964575267896,1.8175496373434934,0.0016176505780775884
0.0006204894927847311,5.032279548194714,1.4595910675718953,0.0005739322867834349
0.00064009672355202,4.987545649941473,1.4028682157997452,-0.0001298374764793307
0.0006649745423968413,5.017936453495988,1.5727254399285049,-0.0009984342354238639
0.0006922104573096783,5.002523128363684,1.9815006689697323,-0.0018327087216427897
0.0007311956320021268,5.003346006367746,2.9019828110079895,-0.002719901933943107
0.0007734633544906202,5.022126641539536,4.126743406938774,-0.0031873445945680575
0.0008256447516782686,4.997576383400645,5.7343103116899385,-0.0030251537244764502
0.0008758212835344076,4.980592898981066,7.106745306574613,-0.0022141734209455664
0.0009131626898792416,5.043045120044184,7.7809178294994545,-0.0012717641034020017
0.0009379920407865622,5.007000482687916,8.056762440857765,-0.000529846222793934
0.0009568244384271276,4.995092321112145,8.110634851092481,5.722241292952568e-05
0.0009822511366963116,5.010521408613684,7.971822484385828,0.0008162630686285503
0.001008707078104435,4.966203619170027,7.657224971796987,0.001518641501323325
0.001047827881237514,5.003869278012513,6.875593569909818,0.002302713786796077
0.001089162885569509,4.948449801594929,5.82293623520924,0.00271204054835052
0.001144851405064865,4.998982747574731,4.328215435676578,0.002568621997322219
0.001197116089011415,4.982981624488896,3.1772864442036957,0.0018417453730539034
0.001239472167383767,4.992965513737402,2.4722906828993763,0.0009073949274327686
0.001263656641055681,4.986962815250784,2.3070222682444252,0.00028357047567707376
0.001282178257159217,4.945886937780908,2.2666351032696723,-0.00021417908280724803
0.00130194619573181,5.002708822879351,2.445318147650379,-0.0007209238588855563
0.001332808778542542,5.009982695066309,2.8201684521256882,-0.0014021648890984095
0.001368872896543963,5.03056109176863,3.415279569723297,-0.001998268756459254
0.001415038876925045,5.043099139518409,4.51440165648205,-0.002345806950871573
0.001467659680049154,4.9908366260567405,5.6159819801111075,-0.002176185108811496
0.00152624813751421,5.011886245434471,6.755866407701339,-0.0014085243326968056
0.001559784847470485,5.027842818124709,7.146484380790728,-0.0007589390120424357
0.001581561904964832,5.039885767207345,7.261365787757091,-0.00027108785108285126
0.001602006665886133,5.038642038115862,7.322505133124918,0.00019852937260282343
0.001621857606096286,4.973717649335587,7.2003203531430895,0.0006311214549212768
0.001653794291963706,4.977668302819691,6.8993313447144144,0.00123387075783035
0.001689467177768947,4.998973370725495,6.303445652868146,0.0017258867797511547
0.001736636608316412,5.014998307408136,5.4215285372056226,0.0020216662605334252
0.001789107310653763,4.987062420047191,4.435648962729609,0.0018666884664825776
0.001840912858706482,5.02107470933008,3.5610070235802502,0.0012821124761690028
0.001876552767414807,4.997823702976928,3.140489780869282,0.0006912545678331752
0.001899740099801574,4.983480952428746,3.0154181449509223,0.0002459138854305496
0.001920047123519047,5.03340328131923,3.013317877378607,-0.00014787181639227718
0.00194068570349446,4.980530468908691,3.0953392375394215,-0.0005366879232188488
0.00197167442061768,4.983633203333747,3.34902816043764,-0.0010435035819890842
0.0020078643937706,4.977355756209918,3.8621997135574317,-0.0014781367406395513
0.002054052016216835,4.996280832001902,4.594311314687243,-0.0017281873368390078
0.002107024156253583,5.010195401856534,5.497674078265737,-0.001589993464112838
0.002165650062595478,5.0071075265163305,6.321278432962759,-0.001022984363423495
0.002197044261237882,4.97885038489365,6.565682912529928,-0.000577491283231463
0.002218545456541465,4.991973669000647,6.6663948784850495,-0.00021762726702322625
0.002238574330625506,5.0067428953697775,6.682010575234723,0.0001199344927345072
0.002259637981912458,4.976372992016796,6.609155863384157,0.00045747042584356123
0.002290257061631049,5.0177134386149636,6.405390871443763,0.0008923356344862586
0.002326633642563205,4.989175359833069,5.995929725015228,0.0012646511031741464
0.002372352077243061,4.976210328375603,5.360859449002005,0.0014858073528989752
0.00242545555754769,4.952997643384941,4.548396124356153,0.0013773139519527226
0.002481508632110593,5.004935451338579,3.9731876734673848,0.0009187344150855881
0.002514079165927637,5.003152756521782,3.660802845944419,0.0005243073928936006
0.002536389931142692,5.039081175239294,3.5709963141135006,0.00020852625225744397
0.002556048328530046,5.014370133446479,3.5333941304278205,-7.873631403353899e-05
0.002578386887159638,4.983395808393304,3.5858649782164993,-0.0003902394061537561
0.002607650979459484,5.042318092287849,3.804326777785713,-0.000745294802418733
0.002644817560631286,5.005452565115415,4.121548594579296,-0.0010786896767879968
0.002689097772183945,4.975253330115807,4.664924208500191,-0.0012661536760900035
0.00274293311738871,5.0054089176405645,5.324749727736689,-0.0011886027747552508
0.002796875902068322,5.042627611807566,5.9158236761120495,-0.0008239304926014237
0.002827102744542987,5.01779944242679,6.084684862745869,-0.0005142141172093
0.002849985042534375,5.048007312736568,6.24743609886108,-0.00024069983804978498
0.002868166963614643,5.034811001684945,6.3159393450312145,-1.3493103488586772e-05
0.002893041502752854,5.064862056668827,6.219688841178608,0.0002842395699878165
0.002918073590777743,4.933415047740592,6.097672418293668,0.0005557090434565028
0.002956502963011726,4.964878873297136,5.787407285301604,0.0008840580612732704
0.002996472899053147,4.989215774000704,5.373555030262551,0.00106708846772231
0.003050876737462762,5.005608818466267,4.853211683407401,0.0010419259016226986
0.003117826707728453,5.020359219285867,4.240180581294995,0.0006860507071152059
0.003151414059939494,5.033253747132804,4.045607572892368,0.0003967285384775984
0.003173307048710793,5.015188335860464,3.9097536312146937,0.00017173287846500103
0.003192362062350424,4.993448599886333,3.953031581174722,-3.4555751938728056e-05
0.003216356497534465,5.001482418618632,3.9906107696741118,-0.00028219569047472466
0.003243996600545465,4.9975769298389086,4.079142747351116,-0.0005330204070453135
0.003282130425119311,5.015037337417184,4.372780759587384,-0.0007934908439832237
