time	V(vin)	V(vout)	I(R1)
1.522340316370196e-002	0.000000e+000	2.497830e+000	9.488453e-004
1.525270003870196e-002	0.000000e+000	2.234175e+000	8.510433e-004
1.528199691370196e-002	0.000000e+000	1.997878e+000	7.620804e-004
1.531129378870196e-002	0.000000e+000	1.786362e+000	6.818656e-004
1.534059066370196e-002	0.000000e+000	1.597146e+000	6.098486e-004
1.536988753870196e-002	0.000000e+000	1.427931e+000	5.453287e-004
1.539918441370196e-002	0.000000e+000	1.276625e+000	4.875860e-004
1.542848128870196e-002	0.000000e+000	1.141343e+000	4.359359e-004
1.545777816370196e-002	0.000000e+000	1.020394e+000	3.897474e-004
1.548707503870195e-002	0.000000e+000	9.122595e-001	3.484483e-004
1.551637191370195e-002	0.000000e+000	8.155839e-001	3.115236e-004
1.554566878870195e-002	0.000000e+000	7.291531e-001	2.785109e-004
1.557496566370195e-002	0.000000e+000	6.518816e-001	2.489962e-004
1.560426253870195e-002	0.000000e+000	5.827988e-001	2.226091e-004
1.563355941370195e-002	0.000000e+000	5.210369e-001	1.990182e-004
1.566285628870195e-002	0.000000e+000	4.658203e-001	1.779274e-004
1.569215316370196e-002	0.000000e+000	4.164552e-001	1.590717e-004
1.572145003870196e-002	0.000000e+000	3.723215e-001	1.422141e-004
1.575074691370196e-002	0.000000e+000	3.328649e-001	1.271430e-004
1.578004378870196e-002	0.000000e+000	2.975897e-001	1.136691e-004
1.580934066370196e-002	0.000000e+000	2.660528e-001	1.016231e-004
1.583863753870196e-002	0.000000e+000	2.378579e-001	9.085362e-005
1.586793441370196e-002	0.000000e+000	2.126510e-001	8.122544e-005
1.589723128870196e-002	0.000000e+000	1.901155e-001	7.261761e-005
1.592652816370196e-002	0.000000e+000	1.699681e-001	6.492199e-005
1.595582503870197e-002	0.000000e+000	1.519558e-001	5.804191e-005
1.598512191370197e-002	0.000000e+000	1.358523e-001	5.189094e-005
1.601441878870197e-002	0.000000e+000	1.214554e-001	4.639182e-005
1.604371566370197e-002	0.000000e+000	1.085842e-001	4.147547e-005
1.607301253870197e-002	0.000000e+000	9.707707e-002	3.708012e-005
1.610230941370197e-002	0.000000e+000	8.678937e-002	3.315057e-005
1.613160628870197e-002	0.000000e+000	7.759190e-002	2.963746e-005
1.616090316370197e-002	0.000000e+000	6.936914e-002	2.649664e-005
1.619020003870197e-002	0.000000e+000	6.201778e-002	2.368867e-005
1.621949691370198e-002	0.000000e+000	5.544547e-002	2.117828e-005
1.624879378870198e-002	0.000000e+000	4.956966e-002	1.893392e-005
1.627809066370198e-002	0.000000e+000	4.431654e-002	1.692740e-005
1.630738753870198e-002	0.000000e+000	3.962011e-002	1.513353e-005
1.633668441370198e-002	0.000000e+000	3.542139e-002	1.352976e-005
1.636598128870198e-002	0.000000e+000	3.166762e-002	1.209595e-005
1.639527816370198e-002	0.000000e+000	2.831166e-002	1.081409e-005
1.642457503870198e-002	0.000000e+000	2.531134e-002	9.668068e-006
1.645387191370198e-002	0.000000e+000	2.262899e-002	8.643498e-006
1.648316878870199e-002	0.000000e+000	2.023089e-002	7.727507e-006
1.651246566370199e-002	0.000000e+000	1.808693e-002	6.908589e-006
1.654176253870199e-002	0.000000e+000	1.617017e-002	6.176454e-006
1.657105941370199e-002	0.000000e+000	1.445655e-002	5.521907e-006
1.660035628870199e-002	0.000000e+000	1.292452e-002	4.936725e-006
1.662965316370199e-002	0.000000e+000	1.155485e-002	4.413558e-006
1.665895003870199e-002	0.000000e+000	1.033033e-002	3.945833e-006
1.668824691370199e-002	0.000000e+000	9.235578e-003	3.527675e-006
1.671754378870199e-002	0.000000e+000	8.256841e-003	3.153831e-006
1.674684066370200e-002	0.000000e+000	7.381826e-003	2.819605e-006
1.677613753870200e-002	0.000000e+000	6.599540e-003	2.520799e-006
1.680543441370200e-002	0.000000e+000	5.900157e-003	2.253658e-006
1.683473128870200e-002	0.000000e+000	5.274890e-003	2.014828e-006
1.686402816370200e-002	0.000000e+000	4.715886e-003	1.801307e-006
1.689332503870200e-002	0.000000e+000	4.216122e-003	1.610415e-006
1.692262191370200e-002	0.000000e+000	3.769320e-003	1.439752e-006
1.695191878870200e-002	0.000000e+000	3.369868e-003	1.287175e-006
1.698121566370200e-002	0.000000e+000	3.012748e-003	1.150767e-006
1.701051253870201e-002	0.000000e+000	2.693473e-003	1.028815e-006
1.703980941370201e-002	0.000000e+000	2.408034e-003	9.197867e-007
1.706910628870201e-002	0.000000e+000	2.152843e-003	8.223126e-007
1.709840316370201e-002	0.000000e+000	1.924697e-003	7.351684e-007
1.712770003870201e-002	0.000000e+000	1.720728e-003	6.572592e-007
1.715699691370201e-002	0.000000e+000	1.538374e-003	5.876065e-007
1.718629378870201e-002	0.000000e+000	1.375346e-003	5.253352e-007
1.721559066370201e-002	0.000000e+000	1.229594e-003	4.696630e-007
1.724488753870201e-002	0.000000e+000	1.099289e-003	4.198907e-007
1.727418441370202e-002	0.000000e+000	9.827919e-004	3.753929e-007
1.730348128870202e-002	0.000000e+000	8.786410e-004	3.356108e-007
1.733277816370202e-002	0.000000e+000	7.855274e-004	3.000446e-007
1.736207503870202e-002	0.000000e+000	7.022815e-004	2.682475e-007
1.742066878870202e-002	0.000000e+000	5.613206e-004	2.144053e-007
1.747926253870202e-002	0.000000e+000	4.486531e-004	1.713702e-007
1.753785628870203e-002	0.000000e+000	3.586001e-004	1.369730e-007
1.759645003870203e-002	0.000000e+000	2.866224e-004	1.094800e-007
1.768434066370203e-002	0.000000e+000	2.048141e-004	7.823198e-008
1.777223128870203e-002	0.000000e+000	1.463556e-004	5.590285e-008
1.786012191370204e-002	0.000000e+000	1.045825e-004	3.994695e-008
1.793127146727347e-002	0.000000e+000	8.210758e-005	3.136229e-008
1.800242102084490e-002	0.000000e+000	6.288580e-005	2.402023e-008
1.807357057441633e-002	0.000000e+000	4.691717e-005	1.792076e-008
1.814472012798776e-002	0.000000e+000	3.420170e-005	1.306388e-008
1.821586968155919e-002	0.000000e+000	2.473939e-005	9.449604e-009
1.828701923513063e-002	0.000000e+000	1.853024e-005	7.077919e-009
1.835816878870206e-002	0.000000e+000	1.557424e-005	5.948829e-009
1.854232057441635e-002	0.000000e+000	9.986659e-006	3.814563e-009
1.872647236013064e-002	0.000000e+000	5.525337e-006	2.110490e-009
1.891062414584493e-002	0.000000e+000	2.190278e-006	8.366113e-010
1.909477593155923e-002	0.000000e+000	-1.851870e-008	-7.073484e-012
1.927892771727352e-002	0.000000e+000	-1.101052e-006	-4.205644e-010
1.946307950298781e-002	0.000000e+000	-1.057323e-006	-4.038614e-010
1.964723128870211e-002	0.000000e+000	1.126682e-007	4.303542e-011
1.967652816370211e-002	0.000000e+000	1.007283e-007	3.847476e-011
2.000000000000000e-002	0.000000e+000	2.915318e-008	1.113552e-011
2.000000014285714e-002	7.142857e-001	2.915278e-008	-8.943642e-010
2.000000028571429e-002	1.428571e+000	2.915664e-008	-2.690881e-009
2.000000042857143e-002	2.142857e+000	2.916475e-008	-5.378415e-009
2.000000057142857e-002	2.857143e+000	2.917712e-008	-8.956965e-009
2.000000071428571e-002	3.571429e+000	2.919374e-008	-1.342653e-008
2.000000085714286e-002	4.285714e+000	2.921461e-008	-1.878712e-008
2.000000100000000e-002	5.000000e+000	2.923974e-008	-2.503872e-008
2.000034447354705e-002	5.000000e+000	3.916526e-005	-1.708181e-005
2.000068794709409e-002	5.000000e+000	1.476386e-004	-3.392936e-005
2.000103142064114e-002	5.000000e+000	3.254491e-004	-5.056767e-005
2.000137489418818e-002	5.000000e+000	5.725970e-004	-6.699676e-005
2.000171836773523e-002	5.000000e+000	8.890821e-004	-8.321661e-005
2.000206184128228e-002	5.000000e+000	1.274905e-003	-9.922724e-005
2.000240531482932e-002	5.000000e+000	1.730064e-003	-1.150286e-004
2.000473851687701e-002	5.000000e+000	6.168055e-003	-2.182594e-004
2.000806662685322e-002	5.000000e+000	1.654994e-002	-3.530691e-004
2.001303043961978e-002	5.000000e+000	3.987934e-002	-5.296842e-004
2.001957075821086e-002	5.000000e+000	8.274619e-002	-7.236510e-004
2.002850191170467e-002	5.000000e+000	1.590799e-001	-9.294710e-004
2.003994199330388e-002	5.000000e+000	2.788034e-001	-1.115378e-003
2.005504908399063e-002	5.000000e+000	4.613685e-001	-1.263475e-003
2.007445690942190e-002	5.000000e+000	7.165928e-001	-1.349826e-003
2.009598606708303e-002	5.000000e+000	1.008381e+000	-1.360769e-003
2.012150840772763e-002	5.000000e+000	1.348230e+000	-1.310006e-003
2.015080528272763e-002	5.000000e+000	1.717305e+000	-1.214962e-003
2.018010215772763e-002	5.000000e+000	2.057384e+000	-1.106638e-003
2.020939903272763e-002	5.000000e+000	2.365748e+000	-9.984667e-004
2.023869590772763e-002	5.000000e+000	2.643363e+000	-8.967117e-004
2.026799278272764e-002	5.000000e+000	2.892416e+000	-8.034909e-004
2.029728965772764e-002	5.000000e+000	3.115458e+000	-7.191468e-004
2.032658653272764e-002	5.000000e+000	3.315035e+000	-6.432945e-004
2.035588340772764e-002	5.000000e+000	3.493537e+000	-5.752816e-004
2.038518028272764e-002	5.000000e+000	3.653157e+000	-5.143877e-004
2.041447715772764e-002	5.000000e+000	3.795876e+000	-4.599075e-004
2.044377403272764e-002	5.000000e+000	3.923477e+000	-4.111831e-004
2.047307090772764e-002	5.000000e+000	4.037559e+000	-3.676145e-004
2.050236778272764e-002	5.000000e+000	4.139552e+000	-3.286595e-004
2.053166465772765e-002	5.000000e+000	4.230737e+000	-2.938312e-004
2.056096153272765e-002	5.000000e+000	4.312259e+000	-2.626931e-004
2.059025840772765e-002	5.000000e+000	4.385142e+000	-2.348546e-004
2.061955528272765e-002	5.000000e+000	4.450301e+000	-2.099661e-004
2.064885215772765e-002	5.000000e+000	4.508555e+000	-1.877151e-004
2.067814903272765e-002	5.000000e+000	4.560636e+000	-1.678221e-004
2.070744590772765e-002	5.000000e+000	4.607197e+000	-1.500372e-004
2.073674278272765e-002	5.000000e+000	4.648825e+000	-1.341371e-004
2.076603965772765e-002	5.000000e+000	4.686040e+000	-1.199220e-004
2.079533653272766e-002	5.000000e+000	4.719312e+000	-1.072133e-004
2.082463340772766e-002	5.000000e+000	4.749058e+000	-9.585141e-005
2.085393028272766e-002	5.000000e+000	4.775651e+000	-8.569359e-005
2.088322715772766e-002	5.000000e+000	4.799427e+000	-7.661225e-005
2.091252403272766e-002	5.000000e+000	4.820682e+000	-6.849330e-005
2.094182090772766e-002	5.000000e+000	4.839685e+000	-6.123476e-005
2.097111778272766e-002	5.000000e+000	4.856675e+000	-5.474543e-005
2.100041465772766e-002	5.000000e+000	4.871863e+000	-4.894381e-005
2.102971153272766e-002	5.000000e+000	4.885443e+000	-4.375701e-005
2.105900840772767e-002	5.000000e+000	4.897583e+000	-3.911988e-005
2.108830528272767e-002	5.000000e+000	4.908436e+000	-3.497417e-005
2.111760215772767e-002	5.000000e+000	4.918139e+000	-3.126779e-005
2.114689903272767e-002	5.000000e+000	4.926815e+000	-2.795420e-005
2.117619590772767e-002	5.000000e+000	4.934570e+000	-2.499177e-005
2.120549278272767e-002	5.000000e+000	4.941504e+000	-2.234328e-005
2.123478965772767e-002	5.000000e+000	4.947703e+000	-1.997546e-005
2.126408653272767e-002	5.000000e+000	4.953246e+000	-1.785857e-005
2.129338340772767e-002	5.000000e+000	4.958200e+000	-1.596601e-005
2.132268028272768e-002	5.000000e+000	4.962630e+000	-1.427402e-005
2.135197715772768e-002	5.000000e+000	4.966590e+000	-1.276134e-005
2.138127403272768e-002	5.000000e+000	4.970131e+000	-1.140896e-005
2.141057090772768e-002	5.000000e+000	4.973296e+000	-1.019990e-005
2.143986778272768e-002	5.000000e+000	4.976126e+000	-9.118972e-006
2.146916465772768e-002	5.000000e+000	4.978656e+000	-8.152593e-006
2.149846153272768e-002	5.000000e+000	4.980918e+000	-7.288626e-006
2.152775840772768e-002	5.000000e+000	4.982940e+000	-6.516217e-006
2.155705528272768e-002	5.000000e+000	4.984748e+000	-5.825663e-006
2.158635215772769e-002	5.000000e+000	4.986364e+000	-5.208291e-006
2.161564903272769e-002	5.000000e+000	4.987810e+000	-4.656345e-006
2.164494590772769e-002	5.000000e+000	4.989101e+000	-4.162891e-006
2.167424278272769e-002	5.000000e+000	4.990256e+000	-3.721730e-006
2.170353965772769e-002	5.000000e+000	4.991289e+000	-3.327321e-006
2.173283653272769e-002	5.000000e+000	4.992212e+000	-2.974710e-006
2.176213340772769e-002	5.000000e+000	4.993037e+000	-2.659466e-006
2.179143028272769e-002	5.000000e+000	4.993775e+000	-2.377631e-006
2.182072715772769e-002	5.000000e+000	4.994435e+000	-2.125662e-006
2.185002403272770e-002	5.000000e+000	4.995025e+000	-1.900396e-006
2.187932090772770e-002	5.000000e+000	4.995552e+000	-1.699002e-006
2.190861778272770e-002	5.000000e+000	4.996023e+000	-1.518951e-006
2.193791465772770e-002	5.000000e+000	4.996445e+000	-1.357981e-006
2.196721153272770e-002	5.000000e+000	4.996821e+000	-1.214070e-006
2.199650840772770e-002	5.000000e+000	4.997158e+000	-1.085409e-006
2.202580528272770e-002	5.000000e+000	4.997459e+000	-9.703834e-007
2.205510215772770e-002	5.000000e+000	4.997729e+000	-8.675475e-007
2.208439903272770e-002	5.000000e+000	4.997970e+000	-7.756095e-007
2.211369590772771e-002	5.000000e+000	4.998185e+000	-6.934147e-007
2.214299278272771e-002	5.000000e+000	4.998377e+000	-6.199303e-007
2.217228965772771e-002	5.000000e+000	4.998549e+000	-5.542335e-007
2.220158653272771e-002	5.000000e+000	4.998703e+000	-4.954989e-007
2.223088340772771e-002	5.000000e+000	4.998840e+000	-4.429886e-007
2.226018028272771e-002	5.000000e+000	4.998963e+000	-3.960430e-007
2.228947715772771e-002	5.000000e+000	4.999073e+000	-3.540726e-007
2.231877403272771e-002	5.000000e+000	4.999171e+000	-3.165499e-007
2.234807090772771e-002	5.000000e+000	4.999259e+000	-2.830037e-007
2.240666465772772e-002	5.000000e+000	4.999408e+000	-2.261996e-007
2.246525840772772e-002	5.000000e+000	4.999527e+000	-1.807971e-007
2.252385215772772e-002	5.000000e+000	4.999621e+000	-1.445078e-007
2.258244590772772e-002	5.000000e+000	4.999698e+000	-1.155024e-007
2.267033653272773e-002	5.000000e+000	4.999784e+000	-8.253548e-008
2.275822715772773e-002	5.000000e+000	4.999846e+000	-5.897803e-008
2.284611778272773e-002	5.000000e+000	4.999889e+000	-4.214440e-008
2.291726733629916e-002	5.000000e+000	4.999913e+000	-3.308751e-008
2.298841688987060e-002	5.000000e+000	4.999933e+000	-2.534156e-008
2.305956644344203e-002	5.000000e+000	4.999950e+000	-1.890657e-008
2.313071599701346e-002	5.000000e+000	4.999964e+000	-1.378252e-008
2.320186555058489e-002	5.000000e+000	4.999974e+000	-9.969421e-009
2.327301510415632e-002	5.000000e+000	4.999981e+000	-7.467271e-009
2.334416465772775e-002	5.000000e+000	4.999984e+000	-6.276070e-009
2.353668697915633e-002	5.000000e+000	4.999990e+000	-3.990553e-009
2.372920930058491e-002	5.000000e+000	4.999994e+000	-2.169742e-009
2.392173162201349e-002	5.000000e+000	4.999998e+000	-8.136379e-010
2.411425394344207e-002	5.000000e+000	5.000000e+000	7.775933e-011
2.430677626487065e-002	5.000000e+000	5.000001e+000	5.044498e-010
2.449929858629922e-002	5.000000e+000	5.000001e+000	4.664335e-010
2.469182090772780e-002	5.000000e+000	5.000000e+000	-3.628959e-011
2.500000100214906e-002	4.989254e+000	5.000000e+000	-1.072062e-011
2.500000114469919e-002	4.276504e+000	5.000000e+000	9.106233e-010
2.500000128724933e-002	3.563753e+000	5.000000e+000	2.717683e-009
2.500000142979946e-002	2.851003e+000	5.000000e+000	5.410459e-009
2.500000157234960e-002	2.138252e+000	5.000000e+000	8.988950e-009
2.500000171489973e-002	1.425501e+000	5.000000e+000	1.345316e-008
2.500000185744987e-002	7.127508e-001	5.000000e+000	1.880308e-008
2.500000200000000e-002	0.000000e+000	5.000000e+000	2.503872e-008
2.500068884055912e-002	0.000000e+000	4.999840e+000	3.389191e-005
2.500137568111823e-002	0.000000e+000	4.999415e+000	6.695164e-005
2.500206252167735e-002	0.000000e+000	4.998723e+000	9.920422e-005
2.500274936223647e-002	0.000000e+000	4.997766e+000	1.306497e-004
2.500343620279558e-002	0.000000e+000	4.996543e+000	1.612880e-004
2.500412304335470e-002	0.000000e+000	4.995054e+000	1.911191e-004
2.500480988391382e-002	0.000000e+000	4.993299e+000	2.201432e-004
2.500961780450916e-002	0.000000e+000	4.975050e+000	4.046714e-004
2.501923364569984e-002	0.000000e+000	4.915716e+000	7.010481e-004
2.503217189687857e-002	0.000000e+000	4.802287e+000	9.878861e-004
2.504739093576911e-002	0.000000e+000	4.633623e+000	1.198088e-003
2.506469257076079e-002	0.000000e+000	4.414365e+000	1.320393e-003
2.508471211784514e-002	0.000000e+000	4.144957e+000	1.364949e-003
2.510792607175657e-002	0.000000e+000	3.831113e+000	1.343249e-003
2.513554060467125e-002	0.000000e+000	3.471656e+000	1.267655e-003
2.516483747967125e-002	0.000000e+000	3.115898e+000	1.163794e-003
2.519413435467125e-002	0.000000e+000	2.790980e+000	1.054308e-003
2.522343122967126e-002	0.000000e+000	2.497564e+000	9.487476e-004
2.525272810467126e-002	0.000000e+000	2.233936e+000	8.509537e-004
2.528202497967126e-002	0.000000e+000	1.997663e+000	7.619994e-004
2.531132185467126e-002	0.000000e+000	1.786170e+000	6.817928e-004
2.534061872967126e-002	0.000000e+000	1.596975e+000	6.097833e-004
2.536991560467126e-002	0.000000e+000	1.427778e+000	5.452702e-004
2.539921247967126e-002	0.000000e+000	1.276488e+000	4.875337e-004
2.542850935467126e-002	0.000000e+000	1.141221e+000	4.358891e-004
2.545780622967126e-002	0.000000e+000	1.020284e+000	3.897055e-004
2.548710310467127e-002	0.000000e+000	9.121616e-001	3.484109e-004
2.551639997967127e-002	0.000000e+000	8.154964e-001	3.114901e-004
2.554569685467127e-002	0.000000e+000	7.290748e-001	2.784810e-004
2.557499372967127e-002	0.000000e+000	6.518116e-001	2.489694e-004
2.560429060467127e-002	0.000000e+000	5.827362e-001	2.225852e-004
2.563358747967127e-002	0.000000e+000	5.209810e-001	1.989969e-004
2.566288435467127e-002	0.000000e+000	4.657703e-001	1.779083e-004
2.569218122967127e-002	0.000000e+000	4.164105e-001	1.590546e-004
2.572147810467127e-002	0.000000e+000	3.722816e-001	1.421988e-004
2.575077497967128e-002	0.000000e+000	3.328292e-001	1.271294e-004
2.578007185467128e-002	0.000000e+000	2.975578e-001	1.136569e-004
2.580936872967128e-002	0.000000e+000	2.660242e-001	1.016122e-004
2.583866560467128e-002	0.000000e+000	2.378324e-001	9.084386e-005
2.586796247967128e-002	0.000000e+000	2.126282e-001	8.121672e-005
2.589725935467128e-002	0.000000e+000	1.900951e-001	7.260982e-005
2.592655622967128e-002	0.000000e+000	1.699498e-001	6.491502e-005
2.595585310467128e-002	0.000000e+000	1.519395e-001	5.803568e-005
2.598514997967128e-002	0.000000e+000	1.358377e-001	5.188537e-005
2.601444685467129e-002	0.000000e+000	1.214424e-001	4.638685e-005
2.604374372967129e-002	0.000000e+000	1.085726e-001	4.147102e-005
2.607304060467129e-002	0.000000e+000	9.706666e-002	3.707615e-005
2.610233747967129e-002	0.000000e+000	8.678006e-002	3.314702e-005
2.613163435467129e-002	0.000000e+000	7.758358e-002	2.963428e-005
2.616093122967129e-002	0.000000e+000	6.936169e-002	2.649380e-005
2.619022810467129e-002	0.000000e+000	6.201112e-002	2.368613e-005
2.621952497967129e-002	0.000000e+000	5.543952e-002	2.117600e-005
2.624882185467129e-002	0.000000e+000	4.956434e-002	1.893188e-005
2.627811872967130e-002	0.000000e+000	4.431178e-002	1.692559e-005
2.630741560467130e-002	0.000000e+000	3.961586e-002	1.513190e-005
2.633671247967130e-002	0.000000e+000	3.541759e-002	1.352831e-005
2.636600935467130e-002	0.000000e+000	3.166422e-002	1.209465e-005
2.639530622967130e-002	0.000000e+000	2.830862e-002	1.081293e-005
2.642460310467130e-002	0.000000e+000	2.530863e-002	9.667030e-006
2.645389997967130e-002	0.000000e+000	2.262656e-002	8.642571e-006
2.648319685467130e-002	0.000000e+000	2.022872e-002	7.726679e-006
2.651249372967130e-002	0.000000e+000	1.808499e-002	6.907847e-006
2.654179060467131e-002	0.000000e+000	1.616844e-002	6.175791e-006
2.657108747967131e-002	0.000000e+000	1.445499e-002	5.521314e-006
2.660038435467131e-002	0.000000e+000	1.292313e-002	4.936195e-006
2.662968122967131e-002	0.000000e+000	1.155361e-002	4.413084e-006
2.665897810467131e-002	0.000000e+000	1.032922e-002	3.945410e-006
2.668827497967131e-002	0.000000e+000	9.234587e-003	3.527296e-006
2.671757185467131e-002	0.000000e+000	8.255955e-003	3.153493e-006
2.674686872967131e-002	0.000000e+000	7.381034e-003	2.819303e-006
2.677616560467131e-002	0.000000e+000	6.598832e-003	2.520528e-006
2.680546247967132e-002	0.000000e+000	5.899523e-003	2.253416e-006
2.683475935467132e-002	0.000000e+000	5.274324e-003	2.014612e-006
2.686405622967132e-002	0.000000e+000	4.715380e-003	1.801114e-006
2.689335310467132e-002	0.000000e+000	4.215670e-003	1.610242e-006
2.692264997967132e-002	0.000000e+000	3.768916e-003	1.439597e-006
2.695194685467132e-002	0.000000e+000	3.369507e-003	1.287036e-006
2.698124372967132e-002	0.000000e+000	3.012425e-003	1.150643e-006
2.701054060467132e-002	0.000000e+000	2.693184e-003	1.028704e-006
2.703983747967132e-002	0.000000e+000	2.407775e-003	9.196879e-007
2.706913435467133e-002	0.000000e+000	2.152612e-003	8.222244e-007
2.709843122967133e-002	0.000000e+000	1.924490e-003	7.350895e-007
2.712772810467133e-002	0.000000e+000	1.720543e-003	6.571887e-007
2.715702497967133e-002	0.000000e+000	1.538209e-003	5.875435e-007
2.718632185467133e-002	0.000000e+000	1.375198e-003	5.252788e-007
2.721561872967133e-002	0.000000e+000	1.229462e-003	4.696126e-007
2.724491560467133e-002	0.000000e+000	1.099171e-003	4.198456e-007
2.727421247967133e-002	0.000000e+000	9.826864e-004	3.753526e-007
2.730350935467133e-002	0.000000e+000	8.785467e-004	3.355748e-007
2.733280622967134e-002	0.000000e+000	7.854431e-004	3.000124e-007
2.736210310467134e-002	0.000000e+000	7.022060e-004	2.682187e-007
2.742069685467134e-002	0.000000e+000	5.612603e-004	2.143823e-007
2.747929060467134e-002	0.000000e+000	4.486050e-004	1.713518e-007
2.753788435467134e-002	0.000000e+000	3.585616e-004	1.369583e-007
2.759647810467135e-002	0.000000e+000	2.865917e-004	1.094682e-007
2.768436872967135e-002	0.000000e+000	2.047921e-004	7.822359e-008
2.777225935467135e-002	0.000000e+000	1.463399e-004	5.589686e-008
2.786014997967136e-002	0.000000e+000	1.045713e-004	3.994266e-008
2.793129953324279e-002	0.000000e+000	8.209877e-005	3.135892e-008
2.800244908681422e-002	0.000000e+000	6.287905e-005	2.401765e-008
2.807359864038565e-002	0.000000e+000	4.691214e-005	1.791883e-008
2.814474819395708e-002	0.000000e+000	3.419804e-005	1.306248e-008
2.821589774752851e-002	0.000000e+000	2.473674e-005	9.448590e-009
2.828704730109994e-002	0.000000e+000	1.852825e-005	7.077160e-009
2.835819685467137e-002	0.000000e+000	1.557257e-005	5.948190e-009
2.855908971181424e-002	0.000000e+000	9.824245e-006	3.752526e-009
2.875998256895710e-002	0.000000e+000	5.253903e-006	2.006811e-009
2.896087542609997e-002	0.000000e+000	1.861546e-006	7.110470e-010
2.916176828324283e-002	0.000000e+000	-3.528257e-007	-1.347673e-010
2.936266114038570e-002	0.000000e+000	-1.389212e-006	-5.306316e-010
2.956355399752856e-002	0.000000e+000	-1.247613e-006	-4.765457e-010
2.976444685467143e-002	0.000000e+000	7.197048e-008	2.749026e-011
2.999999936162747e-002	0.000000e+000	2.915325e-008	1.113555e-011
3.000000000000000e-002	0.000000e+000	2.915318e-008	1.113552e-011
