time	V(vin)	V(vout)	I(L1)
2.500000157237143e-002	2.138143e+000	5.000000e+000	8.596047e-009
2.500000171491429e-002	1.425429e+000	5.000000e+000	1.312762e-008
2.500000185745714e-002	7.127144e-001	5.000000e+000	1.861225e-008
2.500000200000000e-002	0.000000e+000	5.000000e+000	2.504996e-008
2.500105302082694e-002	0.000000e+000	4.999627e+000	5.188052e-005
2.500210404165388e-002	0.000000e+000	4.998629e+000	1.025166e-004
2.500315506248082e-002	0.000000e+000	4.997008e+000	1.519334e-004
2.500420608330775e-002	0.000000e+000	4.994764e+000	2.001308e-004
2.500525710413469e-002	0.000000e+000	4.991895e+000	2.471089e-004
2.500630812496163e-002	0.000000e+000	4.988403e+000	2.928677e-004
2.500735914578857e-002	0.000000e+000	4.984288e+000	3.374071e-004
2.501471631964253e-002	0.000000e+000	4.941510e+000	6.199656e-004
2.502943066735045e-002	0.000000e+000	4.801429e+000	1.065609e-003
2.505116008682664e-002	0.000000e+000	4.509418e+000	1.516320e-003
2.507488483088432e-002	0.000000e+000	4.114649e+000	1.783581e-003
2.510225545194315e-002	0.000000e+000	3.611714e+000	1.879006e-003
2.513109970111612e-002	0.000000e+000	3.077465e+000	1.826060e-003
2.516039657611613e-002	0.000000e+000	2.564431e+000	1.677141e-003
2.518969345111613e-002	0.000000e+000	2.101734e+000	1.481536e-003
2.521899032611613e-002	0.000000e+000	1.698404e+000	1.271868e-003
2.524828720111613e-002	0.000000e+000	1.355649e+000	1.068005e-003
2.527758407611613e-002	0.000000e+000	1.070161e+000	8.809218e-004
2.530688095111613e-002	0.000000e+000	8.362684e-001	7.157872e-004
2.533617782611613e-002	0.000000e+000	6.473193e-001	5.741059e-004
2.536547470111613e-002	0.000000e+000	4.965435e-001	4.551899e-004
2.539477157611613e-002	0.000000e+000	3.775495e-001	3.571422e-004
2.542406845111614e-002	0.000000e+000	2.845843e-001	2.775004e-004
2.545336532611614e-002	0.000000e+000	2.126397e-001	2.136412e-004
2.548266220111614e-002	0.000000e+000	1.574644e-001	1.630225e-004
2.551195907611614e-002	0.000000e+000	1.155202e-001	1.233165e-004
2.554125595111614e-002	0.000000e+000	8.391059e-002	9.247169e-005
2.557055282611614e-002	0.000000e+000	6.029705e-002	6.873010e-005
2.559984970111614e-002	0.000000e+000	4.281449e-002	5.061746e-005
2.562914657611614e-002	0.000000e+000	2.999174e-002	3.691919e-005
2.565844345111614e-002	0.000000e+000	2.067994e-002	2.664937e-005
2.568774032611615e-002	0.000000e+000	1.399040e-002	1.901790e-005
2.571703720111615e-002	0.000000e+000	9.241854e-003	1.339882e-005
2.574633407611615e-002	0.000000e+000	5.916629e-003	9.301375e-006
2.577563095111615e-002	0.000000e+000	3.624756e-003	6.344478e-006
2.580492782611615e-002	0.000000e+000	2.067554e-003	4.225884e-006
2.583223101857721e-002	0.000000e+000	1.082920e-003	2.802298e-006
2.585387895161263e-002	0.000000e+000	5.458803e-004	1.971448e-006
2.587165263436542e-002	0.000000e+000	2.340251e-004	1.452829e-006
2.588775545207166e-002	0.000000e+000	2.815107e-005	1.083730e-006
2.590394761205477e-002	0.000000e+000	-1.236602e-004	7.876979e-007
2.591957427690631e-002	0.000000e+000	-2.270233e-004	5.630075e-007
2.594038906329431e-002	0.000000e+000	-3.161209e-004	3.354042e-007
2.596331768790644e-002	0.000000e+000	-3.729899e-004	1.485784e-007
2.597988947422020e-002	0.000000e+000	-3.924155e-004	4.885354e-008
2.599059008273665e-002	0.000000e+000	-3.954803e-004	9.829018e-010
2.600525154324063e-002	0.000000e+000	-3.914397e-004	-4.902327e-008
2.601957717649483e-002	0.000000e+000	-3.813010e-004	-8.484398e-008
2.604205371901678e-002	0.000000e+000	-3.572053e-004	-1.216617e-007
2.606408794909689e-002	0.000000e+000	-3.280731e-004	-1.413042e-007
2.609289476077546e-002	0.000000e+000	-2.859822e-004	-1.492020e-007
2.612055328952780e-002	0.000000e+000	-2.452912e-004	-1.453143e-007
2.614985016452780e-002	0.000000e+000	-2.044873e-004	-1.334983e-007
2.617077650381352e-002	0.000000e+000	-1.778055e-004	-1.215876e-007
2.619170284309923e-002	0.000000e+000	-1.534596e-004	-1.100093e-007
2.621262918238495e-002	0.000000e+000	-1.314495e-004	-9.876342e-008
2.623355552167066e-002	0.000000e+000	-1.117753e-004	-8.785001e-008
2.625448186095638e-002	0.000000e+000	-9.443704e-005	-7.726904e-008
2.627540820024209e-002	0.000000e+000	-7.943461e-005	-6.702053e-008
2.629633453952781e-002	0.000000e+000	-6.676804e-005	-5.710445e-008
2.635492828952781e-002	0.000000e+000	-3.965929e-005	-3.633195e-008
2.641352203952781e-002	0.000000e+000	-2.273824e-005	-2.215832e-008
2.650141266452782e-002	0.000000e+000	-9.235362e-006	-9.852235e-009
2.655949760588964e-002	0.000000e+000	-5.951157e-006	-6.500526e-009
2.661758254725147e-002	0.000000e+000	-3.321094e-006	-3.799129e-009
2.667566748861330e-002	0.000000e+000	-1.345173e-006	-1.748044e-009
2.673375242997512e-002	0.000000e+000	-2.339351e-008	-3.472710e-010
2.679183737133695e-002	0.000000e+000	6.442436e-007	4.031903e-010
2.684992231269878e-002	0.000000e+000	6.577388e-007	5.033396e-010
2.690800725406060e-002	0.000000e+000	1.709200e-008	-4.682287e-011
2.999999900086327e-002	0.000000e+000	-1.483299e-020	-5.593188e-024
3.000000000000000e-002	0.000000e+000	-1.483293e-020	-5.593230e-024
