time,Vin,VC,I
0.0,0.01648200170452274,-0.0019488635393682802,3.278087588078738e-08
1e-09,9.503428402018045,-0.02049678911645551,0.009522389301064419
7.805995651325772e-06,9.526592182401087,0.038719685471275016,0.00945266524208945
1.561099130265154e-05,9.506239783162245,0.14459934515157197,0.00938363471537842
2.341598695397731e-05,9.543190829187928,0.21870301478319434,0.009311901538410376
3.122098260530309e-05,9.556018750913465,0.29102838574417866,0.009245296599866733
3.902597825662886e-05,9.517574545221096,0.37413858072808526,0.00917668432360797
4.683097390795463e-05,9.545251592097529,0.44224747223190475,0.009110486126943597
5.463596955928039e-05,9.548682216834708,0.5473000045426464,0.009044219645697169
0.0001034640945592804,9.528731975485607,0.9225394969551616,0.008631855243807234
0.0001522922195592804,9.60806922743819,1.2930266229839167,0.008241288498198966
0.0002011203445592804,9.624554751117964,1.7133385523865665,0.007865970475490218
0.0002499484695592804,9.651950806987271,2.138415287726062,0.007508328489757956
0.0002987765945592804,9.642901898878327,2.476944544966012,0.007166551458210027
0.0003476047195592804,9.653296385103193,2.8094497632683364,0.006844966510893573
0.0004452609695592804,9.670488520218916,3.4732545786119675,0.006235718525959633
0.0005429172195592804,9.700571676337686,4.058913758374163,0.0056834602606889535
0.0006405734695592805,9.748296003043214,4.578588735580719,0.005177405644096004
0.0007870578445592807,9.768589321053145,5.276976946616502,0.004500991091441099
0.0009335422195592808,9.816439164202954,5.881988100690122,0.003914987592701762
0.001080026594559281,9.873096938658216,6.431659582714491,0.003403512428774318
0.001226510969559281,9.8272177144056,6.886830975366778,0.002958397750172217
0.001372995344559281,9.835037659450949,7.321008729381522,0.0025764540140074195
0.001519479719559281,9.927101477352632,7.666137942825564,0.0022411058779507587
0.001665964094559281,9.888080030078925,7.952961419914235,0.001947717602261664
0.001812448469559282,9.896134403966293,8.199203079812653,0.001693465604897852
0.001958932844559282,9.931222284649278,8.466183283736001,0.001474430161627147
0.002105417219559281,9.94453556468833,8.689123462540856,0.0012794389275486364
0.00225190159455928,9.944544807222229,8.81316130555068,0.0011158985057522206
0.00239838596955928,9.947207642273968,8.96123474929996,0.0009706974988485915
0.002544870344559279,9.916384099162784,9.089330168098664,0.0008424857675460643
0.002691354719559279,9.976516150615886,9.24141931606902,0.0007328490522538223
0.002837839094559278,9.975079183011502,9.333627612327074,0.0006408400093545454
0.002984323469559278,9.99401432144086,9.410693568797821,0.0005550456635392727
