Freq.	V(vout)
3.56000000000000e+003	(-1.10168675410427e+000dB,7.98529179755063e+001°)
3.57000000000000e+003	(-1.06633022805897e+000dB,7.98110885272825e+001°)
3.58000000000000e+003	(-1.03116347553995e+000dB,7.97693088720387e+001°)
3.59000000000000e+003	(-9.96184517277295e-001dB,7.97275786949915e+001°)
3.60000000000000e+003	(-9.61391404953882e-001dB,7.96858976850395e+001°)
3.61000000000000e+003	(-9.26782220571631e-001dB,7.96442655347127e+001°)
3.62000000000000e+003	(-8.92355075833716e-001dB,7.96026819401215e+001°)
3.63000000000000e+003	(-8.58108111542216e-001dB,7.95611466009071e+001°)
3.64000000000000e+003	(-8.24039497010827e-001dB,7.95196592201926e+001°)
3.65000000000000e+003	(-7.90147429492117e-001dB,7.94782195045349e+001°)
3.66000000000000e+003	(-7.56430133618941e-001dB,7.94368271638774e+001°)
3.67000000000000e+003	(-7.22885860859582e-001dB,7.93954819115034e+001°)
3.68000000000000e+003	(-6.89512888986235e-001dB,7.93541834639904e+001°)
3.69000000000000e+003	(-6.56309521556430e-001dB,7.93129315411650e+001°)
3.70000000000000e+003	(-6.23274087406993e-001dB,7.92717258660585e+001°)
3.71000000000000e+003	(-5.90404940160300e-001dB,7.92305661648635e+001°)
3.72000000000000e+003	(-5.57700457742286e-001dB,7.91894521668907e+001°)
3.73000000000000e+003	(-5.25159041912080e-001dB,7.91483836045268e+001°)
3.74000000000000e+003	(-4.92779117802748e-001dB,7.91073602131933e+001°)
3.75000000000000e+003	(-4.60559133472993e-001dB,7.90663817313048e+001°)
3.76000000000000e+003	(-4.28497559469366e-001dB,7.90254479002297e+001°)
3.77000000000000e+003	(-3.96592888398812e-001dB,7.89845584642498e+001°)
3.78000000000000e+003	(-3.64843634511159e-001dB,7.89437131705219e+001°)
3.79000000000000e+003	(-3.33248333291378e-001dB,7.89029117690390e+001°)
3.80000000000000e+003	(-3.01805541061249e-001dB,7.88621540125931e+001°)
3.81000000000000e+003	(-2.70513834590209e-001dB,7.88214396567372e+001°)
3.82000000000000e+003	(-2.39371810715214e-001dB,7.87807684597495e+001°)
3.83000000000000e+003	(-2.08378085969195e-001dB,7.87401401825971e+001°)
3.84000000000000e+003	(-1.77531296218030e-001dB,7.86995545889003e+001°)
3.85000000000000e+003	(-1.46830096305777e-001dB,7.86590114448979e+001°)
3.86000000000000e+003	(-1.16273159707816e-001dB,7.86185105194132e+001°)
3.87000000000000e+003	(-8.58591781918937e-002dB,7.85780515838195e+001°)
3.88000000000000e+003	(-5.55868614867026e-002dB,7.85376344120070e+001°)
3.89000000000000e+003	(-2.54549369578462e-002dB,7.84972587803503e+001°)
3.90000000000000e+003	(4.53785070899086e-003dB,7.84569244676758e+001°)
3.91000000000000e+003	(3.43927398178661e-002dB,7.84166312552301e+001°)
3.92000000000000e+003	(6.41109519655996e-002dB,7.83763789266481e+001°)
3.93000000000000e+003	(9.36936923381471e-002dB,7.83361672679232e+001°)
3.94000000000000e+003	(1.23142150000491e-001dB,7.82959960673760e+001°)
3.95000000000000e+003	(1.52457498180248e-001dB,7.82558651156246e+001°)
3.96000000000000e+003	(1.81640894545125e-001dB,7.82157742055554e+001°)
3.97000000000000e+003	(2.10693481474418e-001dB,7.81757231322938e+001°)
3.98000000000000e+003	(2.39616386324631e-001dB,7.81357116931758e+001°)
3.99000000000000e+003	(2.68410721689469e-001dB,7.80957396877197e+001°)
4.00000000000000e+003	(2.97077585654270e-001dB,7.80558069175984e+001°)
